open,high,low,close,volume,tradingDate
8113.0,8113.0,8113.0,8100.0,0,2015-07-07
8620.0,8620.0,8620.0,8600.0,800,2015-07-08
7352.0,7352.0,7352.0,7400.0,100,2015-07-09
7352.0,7352.0,7352.0,7400.0,0,2015-07-10
7352.0,7352.0,7352.0,7400.0,0,2015-07-13
6338.0,6338.0,6338.0,6300.0,100,2015-07-14
6338.0,6338.0,6338.0,6300.0,0,2015-07-15
6338.0,6338.0,6338.0,6300.0,0,2015-07-16
7251.0,7251.0,7251.0,7300.0,500,2015-07-17
7251.0,7251.0,7251.0,7300.0,0,2015-07-20
7251.0,7251.0,7251.0,7300.0,0,2015-07-21
7251.0,7251.0,7251.0,7300.0,0,2015-07-22
7251.0,7251.0,7251.0,7300.0,0,2015-07-23
7251.0,7251.0,7251.0,7300.0,0,2015-07-24
6642.0,6642.0,6642.0,6600.0,100,2015-07-27
6642.0,6642.0,6642.0,6600.0,0,2015-07-28
6642.0,6642.0,6642.0,6600.0,0,2015-07-29
6642.0,6642.0,6642.0,6600.0,0,2015-07-30
6642.0,6642.0,6642.0,6600.0,0,2015-07-31
6642.0,6642.0,6642.0,6600.0,0,2015-08-03
6642.0,6642.0,6642.0,6600.0,0,2015-08-04
6642.0,6642.0,6642.0,6600.0,0,2015-08-05
6642.0,6642.0,6642.0,6600.0,0,2015-08-06
6642.0,6642.0,6642.0,6600.0,0,2015-08-07
6642.0,6642.0,6642.0,6600.0,0,2015-08-10
6642.0,6642.0,6642.0,6600.0,0,2015-08-11
6642.0,6642.0,6642.0,6600.0,0,2015-08-12
6642.0,6642.0,6642.0,6600.0,0,2015-08-13
6642.0,6642.0,6642.0,6600.0,0,2015-08-14
6642.0,6642.0,6642.0,6600.0,0,2015-08-17
6642.0,6642.0,6642.0,6600.0,0,2015-08-18
6642.0,6642.0,6642.0,6600.0,0,2015-08-19
6642.0,6642.0,6642.0,6600.0,0,2015-08-20
6642.0,6642.0,6642.0,6600.0,0,2015-08-21
6642.0,6642.0,6642.0,6600.0,0,2015-08-24
6642.0,6642.0,6642.0,6600.0,0,2015-08-25
6642.0,6642.0,6642.0,6600.0,0,2015-08-26
6642.0,6642.0,6642.0,6600.0,0,2015-08-27
6642.0,6642.0,6642.0,6600.0,0,2015-08-28
6642.0,6642.0,6642.0,6600.0,0,2015-08-31
5730.0,5730.0,5730.0,5700.0,100,2015-09-01
5730.0,5730.0,5730.0,5700.0,0,2015-09-03
5730.0,5730.0,5730.0,5700.0,0,2015-09-04
5730.0,5730.0,5730.0,5700.0,0,2015-09-07
