open,high,low,close,volume,tradingDate
5755.0,5906.0,5679.0,5906.0,6130,2015-06-29
5830.0,5830.0,5679.0,5679.0,29130,2015-06-30
5679.0,5679.0,5679.0,5679.0,0,2015-07-01
5679.0,5755.0,5528.0,5755.0,1410,2015-07-02
5679.0,5755.0,5679.0,5755.0,9580,2015-07-03
5679.0,5755.0,5679.0,5755.0,61470,2015-07-06
5755.0,5755.0,5755.0,5755.0,51640,2015-07-07
5679.0,5755.0,5679.0,5755.0,17220,2015-07-08
5679.0,5755.0,5679.0,5755.0,1710,2015-07-09
5679.0,5679.0,5679.0,5679.0,6070,2015-07-10
5603.0,5603.0,5603.0,5603.0,1150,2015-07-13
5603.0,5679.0,5452.0,5679.0,64590,2015-07-14
5603.0,5603.0,5528.0,5603.0,29430,2015-07-15
5603.0,5603.0,5528.0,5603.0,16510,2015-07-16
5603.0,5603.0,5528.0,5528.0,38060,2015-07-17
5528.0,5679.0,5452.0,5679.0,16370,2015-07-20
5603.0,5603.0,5603.0,5603.0,10500,2015-07-21
5603.0,5603.0,5603.0,5603.0,16000,2015-07-22
5603.0,5603.0,5603.0,5603.0,19010,2015-07-23
5603.0,5603.0,5528.0,5603.0,28010,2015-07-24
5603.0,5603.0,5528.0,5603.0,32510,2015-07-27
5528.0,5603.0,5528.0,5603.0,41150,2015-07-28
5452.0,5603.0,5376.0,5603.0,111310,2015-07-29
5603.0,5603.0,5603.0,5603.0,1990,2015-07-30
5528.0,5528.0,5452.0,5528.0,37010,2015-07-31
5452.0,5452.0,5452.0,5452.0,21610,2015-08-03
5452.0,5452.0,5452.0,5452.0,5000,2015-08-04
5452.0,5528.0,5452.0,5528.0,5090,2015-08-05
5452.0,5528.0,5452.0,5528.0,15640,2015-08-06
5452.0,5452.0,5452.0,5452.0,28120,2015-08-07
5452.0,5528.0,5452.0,5528.0,19510,2015-08-10
5452.0,5452.0,5300.0,5300.0,59510,2015-08-11
5376.0,5452.0,5376.0,5452.0,19010,2015-08-12
5300.0,5376.0,5300.0,5376.0,12010,2015-08-13
5300.0,5452.0,5300.0,5452.0,15010,2015-08-14
5300.0,5376.0,5300.0,5376.0,41010,2015-08-17
5300.0,5376.0,5300.0,5376.0,29990,2015-08-18
5376.0,5376.0,5300.0,5376.0,62160,2015-08-19
5300.0,5376.0,5300.0,5376.0,20620,2015-08-20
5300.0,5300.0,5073.0,5300.0,83680,2015-08-21
5073.0,5225.0,4998.0,5225.0,10070,2015-08-24
5528.0,5528.0,4922.0,5300.0,24030,2015-08-25
5300.0,5300.0,5300.0,5300.0,10,2015-08-26
5149.0,5376.0,5149.0,5376.0,11190,2015-08-27
5300.0,5300.0,5300.0,5300.0,11440,2015-08-28
5300.0,5300.0,5300.0,5300.0,0,2015-08-31
5225.0,5225.0,5225.0,5225.0,9760,2015-09-01
5225.0,5300.0,5225.0,5300.0,3010,2015-09-03
5225.0,5376.0,5225.0,5376.0,13460,2015-09-04
5225.0,5376.0,5073.0,5376.0,77060,2015-09-07
5376.0,5376.0,5225.0,5376.0,7720,2015-09-08
5376.0,5376.0,5376.0,5376.0,10,2015-09-09
5376.0,5376.0,5376.0,5376.0,1100,2015-09-10
5376.0,5376.0,5300.0,5300.0,2600,2015-09-11
5149.0,5300.0,5149.0,5300.0,440,2015-09-14
5300.0,5300.0,5300.0,5300.0,0,2015-09-15
5149.0,5300.0,5149.0,5300.0,240,2015-09-16
5300.0,5376.0,5300.0,5300.0,18820,2015-09-17
5300.0,5300.0,5300.0,5300.0,4000,2015-09-18
5225.0,5300.0,5225.0,5300.0,18010,2015-09-21
5300.0,5300.0,5300.0,5300.0,11000,2015-09-22
5225.0,5300.0,5225.0,5300.0,6000,2015-09-23
5225.0,5300.0,5225.0,5300.0,8000,2015-09-24
5149.0,5300.0,5149.0,5300.0,610,2015-09-25
5225.0,5300.0,5225.0,5300.0,5770,2015-09-28
5300.0,5300.0,5300.0,5300.0,10,2015-09-29
5300.0,5300.0,5300.0,5300.0,17040,2015-09-30
