open,high,low,close,volume,tradingDate
3783.0,3794.0,3738.0,3783.0,500,2015-07-15
3894.0,3871.0,3760.0,3783.0,500,2015-07-16
3838.0,3950.0,3837.0,3894.0,300,2015-07-17
3894.0,3894.0,3894.0,3894.0,0,2015-07-20
3949.0,3949.0,3949.0,3949.0,100,2015-07-21
3949.0,3949.0,3949.0,3949.0,1100,2015-07-22
3783.0,3783.0,3783.0,3783.0,100,2015-07-23
3783.0,3783.0,3783.0,3783.0,0,2015-07-24
3449.0,4061.0,3402.0,3838.0,1600,2015-07-27
3838.0,3838.0,3838.0,3838.0,0,2015-07-28
3838.0,3838.0,3838.0,3838.0,0,2015-07-29
3838.0,3838.0,3838.0,3838.0,100,2015-07-30
3838.0,3838.0,3838.0,3838.0,0,2015-07-31
3560.0,3560.0,3560.0,3560.0,100,2015-08-03
3560.0,3560.0,3560.0,3560.0,0,2015-08-04
3393.0,3393.0,3393.0,3393.0,100,2015-08-05
3393.0,3393.0,3393.0,3393.0,0,2015-08-06
3393.0,3393.0,3393.0,3393.0,0,2015-08-07
3727.0,3727.0,3727.0,3727.0,200,2015-08-10
3783.0,3783.0,3783.0,3783.0,100,2015-08-11
3838.0,3838.0,3838.0,3838.0,100,2015-08-12
3894.0,3894.0,3894.0,3894.0,100,2015-08-13
3894.0,3894.0,3894.0,3894.0,0,2015-08-14
3894.0,3894.0,3894.0,3894.0,0,2015-08-17
4005.0,3861.0,3593.0,3727.0,200,2015-08-18
3504.0,3927.0,3638.0,3783.0,200,2015-08-19
4116.0,3797.0,3489.0,3783.0,4300,2015-08-20
3894.0,3894.0,3894.0,3894.0,200,2015-08-21
3894.0,3894.0,3894.0,3894.0,0,2015-08-24
3894.0,3894.0,3894.0,3894.0,2100,2015-08-25
4005.0,4089.0,4033.0,4061.0,200,2015-08-26
3838.0,3838.0,3838.0,3838.0,100,2015-08-27
3727.0,3976.0,3700.0,3838.0,300,2015-08-28
3838.0,3838.0,3838.0,3838.0,0,2015-08-31
3949.0,3949.0,3949.0,3949.0,100,2015-09-01
3949.0,3949.0,3949.0,3949.0,0,2015-09-03
3949.0,3949.0,3949.0,3949.0,0,2015-09-04
3949.0,3949.0,3949.0,3949.0,0,2015-09-07
3727.0,3727.0,3727.0,3727.0,100,2015-09-08
3671.0,3671.0,3671.0,3671.0,100,2015-09-09
3616.0,3530.0,3367.0,3449.0,200,2015-09-10
3449.0,3449.0,3449.0,3449.0,0,2015-09-11
3449.0,3449.0,3449.0,3449.0,0,2015-09-14
3616.0,3616.0,3616.0,3616.0,100,2015-09-15
3616.0,3616.0,3616.0,3616.0,0,2015-09-16
3949.0,3949.0,3949.0,3949.0,100,2015-09-17
3949.0,4033.0,3977.0,4005.0,200,2015-09-18
4005.0,3671.0,3365.0,3671.0,200,2015-09-21
3838.0,3838.0,3838.0,3838.0,100,2015-09-22
3838.0,3838.0,3838.0,3838.0,0,2015-09-23
3838.0,3838.0,3838.0,3838.0,0,2015-09-24
3838.0,3838.0,3838.0,3838.0,0,2015-09-25
3838.0,3838.0,3838.0,3838.0,0,2015-09-28
3838.0,3838.0,3838.0,3838.0,0,2015-09-29
3838.0,3838.0,3838.0,3838.0,0,2015-09-30
3838.0,3838.0,3838.0,3838.0,100,2015-10-01
3838.0,3838.0,3838.0,3838.0,0,2015-10-02
3949.0,4096.0,3692.0,3894.0,300,2015-10-05
4061.0,3560.0,3121.0,3560.0,200,2015-10-06
3616.0,3979.0,3695.0,3894.0,400,2015-10-07
3560.0,3802.0,3632.0,3727.0,600,2015-10-08
3671.0,3783.0,3671.0,3727.0,300,2015-10-09
3783.0,3783.0,3783.0,3783.0,100,2015-10-12
3838.0,3838.0,3838.0,3838.0,100,2015-10-13
3783.0,3783.0,3783.0,3783.0,100,2015-10-14
3783.0,3783.0,3783.0,3783.0,0,2015-10-15
4061.0,3963.0,3692.0,3783.0,300,2015-10-16
3838.0,3838.0,3838.0,3838.0,100,2015-10-19
3838.0,3838.0,3838.0,3838.0,100,2015-10-20
3838.0,3838.0,3838.0,3838.0,0,2015-10-21
3727.0,3727.0,3727.0,3727.0,100,2015-10-22
3783.0,3783.0,3783.0,3783.0,100,2015-10-23
3783.0,3783.0,3783.0,3783.0,0,2015-10-26
4005.0,4005.0,4005.0,4005.0,100,2015-10-27
4005.0,4005.0,4005.0,4005.0,0,2015-10-28
4005.0,4005.0,4005.0,4005.0,0,2015-10-29
3727.0,3699.0,3644.0,3671.0,200,2015-10-30
3671.0,3671.0,3671.0,3671.0,0,2015-11-02
3783.0,3783.0,3783.0,3783.0,100,2015-11-03
3838.0,3838.0,3838.0,3838.0,100,2015-11-04
3838.0,3838.0,3838.0,3838.0,0,2015-11-05
4005.0,4005.0,4005.0,4005.0,100,2015-11-06
4339.0,4339.0,4339.0,4339.0,100,2015-11-09
4339.0,4339.0,4339.0,4339.0,0,2015-11-10
4339.0,4339.0,4339.0,4339.0,0,2015-11-11
4339.0,4339.0,4339.0,4339.0,0,2015-11-12
4450.0,4450.0,4450.0,4450.0,100,2015-11-13
4005.0,4089.0,4033.0,4061.0,200,2015-11-16
4172.0,4172.0,4172.0,4172.0,100,2015-11-17
4172.0,4172.0,4172.0,4172.0,100,2015-11-18
4339.0,4339.0,4339.0,4339.0,100,2015-11-19
4172.0,4228.0,4059.0,4172.0,300,2015-11-20
4339.0,3783.0,3298.0,3783.0,700,2015-11-23
3949.0,3894.0,3839.0,3894.0,200,2015-11-24
3727.0,4120.0,3833.0,4005.0,300,2015-11-25
4172.0,4340.0,4227.0,4283.0,200,2015-11-26
4116.0,4320.0,4099.0,4228.0,700,2015-11-27
4228.0,4228.0,4228.0,4228.0,0,2015-11-30
4228.0,4228.0,4228.0,4228.0,100,2015-12-01
