open,high,low,close,volume,tradingDate
5249.0,5303.0,5195.0,5249.0,12210,2016-03-15
5249.0,5303.0,5141.0,5249.0,4570,2016-03-16
5249.0,5412.0,5249.0,5412.0,227750,2016-03-17
5357.0,5520.0,5357.0,5466.0,205280,2016-03-18
5466.0,5466.0,5303.0,5412.0,19080,2016-03-21
5249.0,5357.0,5249.0,5249.0,16050,2016-03-22
5249.0,5357.0,5141.0,5303.0,82550,2016-03-23
5303.0,5303.0,5195.0,5195.0,7030,2016-03-24
5195.0,5249.0,5141.0,5249.0,75550,2016-03-25
5303.0,5303.0,5141.0,5303.0,49630,2016-03-28
5141.0,5195.0,5141.0,5141.0,5910,2016-03-29
5087.0,5195.0,4979.0,4979.0,148990,2016-03-30
4979.0,5141.0,4816.0,4979.0,133950,2016-03-31
4979.0,5141.0,4870.0,5087.0,736090,2016-04-01
5087.0,5195.0,5087.0,5195.0,323980,2016-04-04
5195.0,5303.0,5195.0,5195.0,189230,2016-04-05
5195.0,5357.0,5195.0,5303.0,94490,2016-04-06
5303.0,5412.0,5087.0,5249.0,11360,2016-04-07
5249.0,5357.0,5195.0,5303.0,63180,2016-04-08
5249.0,5249.0,5141.0,5141.0,21990,2016-04-11
5141.0,5141.0,4870.0,4979.0,44290,2016-04-12
5033.0,5249.0,4979.0,5249.0,410130,2016-04-13
5303.0,5303.0,5195.0,5249.0,21250,2016-04-14
5249.0,5303.0,5141.0,5249.0,62430,2016-04-15
5195.0,5195.0,5087.0,5195.0,1480,2016-04-19
5087.0,5195.0,5087.0,5087.0,12740,2016-04-20
5087.0,5249.0,5033.0,5033.0,1400,2016-04-21
5033.0,5195.0,5033.0,5195.0,24120,2016-04-22
5249.0,5303.0,5141.0,5195.0,11400,2016-04-25
5087.0,5141.0,5087.0,5141.0,3920,2016-04-26
5141.0,5141.0,4979.0,5087.0,4890,2016-04-27
4979.0,5087.0,4979.0,5087.0,11020,2016-04-28
4979.0,5087.0,4979.0,5087.0,4400,2016-04-29
4979.0,5087.0,4925.0,5033.0,48160,2016-05-04
4979.0,5033.0,4870.0,5033.0,33220,2016-05-05
4925.0,5087.0,4925.0,4979.0,18010,2016-05-06
5195.0,5195.0,4979.0,5141.0,10200,2016-05-09
4979.0,5033.0,4925.0,4925.0,21900,2016-05-10
4925.0,5033.0,4925.0,4925.0,26510,2016-05-11
4979.0,4979.0,4925.0,4925.0,8010,2016-05-12
4925.0,5033.0,4816.0,4979.0,52640,2016-05-13
4979.0,4979.0,4870.0,4979.0,2110,2016-05-16
4979.0,5033.0,4870.0,4979.0,9830,2016-05-17
4925.0,4979.0,4925.0,4979.0,19500,2016-05-18
4870.0,4925.0,4870.0,4925.0,32730,2016-05-19
4925.0,4925.0,4870.0,4870.0,6000,2016-05-20
4979.0,4979.0,4762.0,4925.0,12620,2016-05-23
4870.0,4870.0,4870.0,4870.0,1960,2016-05-24
4870.0,4870.0,4816.0,4870.0,3950,2016-05-25
4816.0,4816.0,4762.0,4816.0,8330,2016-05-26
4925.0,5033.0,4925.0,4979.0,5950,2016-05-27
4979.0,5033.0,4925.0,4979.0,14380,2016-05-30
4979.0,4979.0,4816.0,4870.0,8210,2016-05-31
4870.0,4925.0,4870.0,4870.0,19300,2016-06-01
4870.0,4870.0,4816.0,4870.0,19310,2016-06-02
4979.0,4979.0,4870.0,4870.0,2810,2016-06-03
4816.0,4870.0,4816.0,4870.0,230,2016-06-06
4870.0,4870.0,4870.0,4870.0,12010,2016-06-07
4925.0,4925.0,4870.0,4870.0,19050,2016-06-08
4816.0,4925.0,4816.0,4925.0,33760,2016-06-09
4870.0,4925.0,4762.0,4925.0,12030,2016-06-10
4925.0,4925.0,4925.0,4925.0,1000,2016-06-13
4870.0,4870.0,4816.0,4870.0,7040,2016-06-14
4925.0,4925.0,4816.0,4925.0,1430,2016-06-15
4870.0,4870.0,4816.0,4870.0,12040,2016-06-16
4870.0,4870.0,4816.0,4870.0,25340,2016-06-17
4925.0,4925.0,4708.0,4870.0,12980,2016-06-20
4762.0,4870.0,4762.0,4870.0,2400,2016-06-21
4816.0,4870.0,4762.0,4870.0,7370,2016-06-22
4816.0,4870.0,4708.0,4816.0,6640,2016-06-23
4762.0,4870.0,4654.0,4762.0,29120,2016-06-24
