open,high,low,close,volume,tradingDate
11298.0,12924.0,11298.0,12924.0,8550100,2021-03-24
13821.0,15840.0,13457.0,15840.0,16811400,2021-03-29
15728.0,15784.0,15139.0,15531.0,6521100,2021-04-05
15531.0,15531.0,14298.0,15307.0,3844100,2021-04-12
15363.0,15475.0,14634.0,14634.0,3935200,2021-04-19
15139.0,15251.0,14074.0,15055.0,3329700,2021-04-26
14606.0,15868.0,14606.0,15419.0,3903900,2021-05-04
15419.0,16961.0,15139.0,16961.0,9180000,2021-05-10
16989.0,17999.0,16541.0,17942.0,18055300,2021-05-17
17942.0,21867.0,17101.0,21867.0,13246600,2021-05-24
21867.0,25512.0,21307.0,25512.0,12622500,2021-05-31
25512.0,25512.0,21026.0,24054.0,12613500,2021-06-07
24054.0,24110.0,20746.0,22624.0,11297100,2021-06-14
22624.0,22624.0,21811.0,22484.0,11058500,2021-06-21
22204.0,23774.0,21587.0,23774.0,12032600,2021-06-28
23774.0,23774.0,22428.0,22765.0,14554600,2021-07-05
22596.0,22989.0,20353.0,22120.0,8844200,2021-07-12
21811.0,23862.0,19625.0,22975.0,8650800,2021-07-19
22914.0,22914.0,21415.0,22394.0,7773000,2021-07-26
22027.0,22975.0,21415.0,22730.0,9912100,2021-08-02
22516.0,22914.0,21721.0,22271.0,11151800,2021-08-09
22210.0,22945.0,21170.0,21904.0,11794900,2021-08-16
21782.0,21996.0,20925.0,21629.0,13601000,2021-08-23
21660.0,22088.0,21476.0,21966.0,10265000,2021-08-30
21598.0,22057.0,21476.0,22027.0,16905200,2021-09-06
21904.0,22027.0,21507.0,21996.0,13391200,2021-09-13
21966.0,22088.0,21507.0,22027.0,9505900,2021-09-20
22027.0,22088.0,21445.0,21935.0,11309900,2021-09-27
21935.0,23556.0,21629.0,23250.0,10024400,2021-10-04
23281.0,24298.0,22937.0,24233.0,13419400,2021-10-11
24233.0,24330.0,23520.0,23747.0,12031900,2021-10-18
23715.0,24492.0,23294.0,24039.0,9912800,2021-10-25
23909.0,24881.0,23456.0,24363.0,11768100,2021-11-01
23780.0,24557.0,23780.0,24104.0,10689300,2021-11-08
24136.0,24233.0,23456.0,23650.0,9531900,2021-11-15
23812.0,26695.0,23099.0,26436.0,7297400,2021-11-22
24622.0,26112.0,24622.0,24946.0,9666800,2021-11-29
24687.0,25723.0,23358.0,25659.0,8743300,2021-12-06
25723.0,25853.0,24946.0,25497.0,9971800,2021-12-13
25561.0,26792.0,24298.0,26728.0,13613400,2021-12-20
26890.0,29741.0,26760.0,29546.0,13539400,2021-12-27
29643.0,29741.0,27084.0,27505.0,8987500,2022-01-04
27408.0,27408.0,24492.0,27019.0,10501100,2022-01-10
27729.0,27729.0,25465.0,27346.0,10528200,2022-01-17
27276.0,28078.0,26545.0,27381.0,10637200,2022-01-24
27346.0,27416.0,26022.0,26649.0,9539100,2022-02-07
26475.0,26580.0,24455.0,25221.0,9027300,2022-02-14
25186.0,25395.0,24455.0,25291.0,9170400,2022-02-21
25291.0,26475.0,24141.0,26475.0,10556000,2022-02-28
26475.0,26510.0,25639.0,26127.0,9378800,2022-03-07
26092.0,26371.0,25744.0,26371.0,8441300,2022-03-14
26301.0,26754.0,25848.0,26545.0,8878300,2022-03-21
26510.0,26823.0,25360.0,26823.0,12130300,2022-03-28
26823.0,26893.0,25709.0,26336.0,12458300,2022-04-04
26301.0,26719.0,25500.0,26475.0,9460000,2022-04-12
26475.0,26649.0,25778.0,26301.0,10215500,2022-04-18
26301.0,26301.0,24071.0,25604.0,9899100,2022-04-25
25639.0,25639.0,24106.0,24594.0,5076500,2022-05-04
24385.0,25082.0,23340.0,24141.0,8026200,2022-05-09
24350.0,24385.0,23723.0,24280.0,9896800,2022-05-16
24315.0,24385.0,23201.0,24106.0,9763100,2022-05-23
23967.0,24106.0,23096.0,23549.0,11180000,2022-05-30
23653.0,23653.0,21981.0,23061.0,9623800,2022-06-06
22887.0,24987.0,21285.0,24945.0,11335500,2022-06-13
24903.0,25943.0,24114.0,25943.0,10546400,2022-06-20
25818.0,26566.0,25693.0,26317.0,7967400,2022-06-27
26400.0,26400.0,25610.0,26359.0,7854800,2022-07-04
26400.0,26608.0,25984.0,26151.0,7308500,2022-07-11
26192.0,26691.0,25984.0,26566.0,7938500,2022-07-18
26483.0,26525.0,25028.0,26483.0,8305600,2022-07-25
26400.0,26566.0,26151.0,26234.0,9304700,2022-08-01
26275.0,26317.0,25693.0,26068.0,9518300,2022-08-08
26192.0,26192.0,25901.0,25984.0,8986600,2022-08-15
26026.0,27024.0,25901.0,26941.0,8822400,2022-08-22
26774.0,26857.0,25777.0,26816.0,4788000,2022-08-29
26691.0,26691.0,26192.0,26525.0,7006100,2022-09-05
26525.0,26525.0,25860.0,26192.0,6746153,2022-09-12
26192.0,26234.0,25652.0,25860.0,6163800,2022-09-19
25028.0,25777.0,25028.0,25444.0,6005571,2022-09-26
25444.0,25444.0,24030.0,24405.0,5600292,2022-10-03
24405.0,24903.0,23116.0,24654.0,5339766,2022-10-10
24820.0,24820.0,23531.0,23947.0,5231928,2022-10-17
24155.0,25777.0,23157.0,25735.0,5099875,2022-10-24
25777.0,25777.0,25153.0,25194.0,5107754,2022-10-31
25236.0,25693.0,24197.0,24987.0,5531591,2022-11-07
24945.0,25153.0,23864.0,24945.0,5482624,2022-11-14
24945.0,25070.0,23074.0,24779.0,5115637,2022-11-21
24820.0,25319.0,24737.0,25319.0,6356779,2022-11-28
25361.0,25777.0,25278.0,25569.0,6436202,2022-12-05
25569.0,25943.0,25361.0,25943.0,6025761,2022-12-12
25943.0,26442.0,25610.0,26400.0,5666947,2022-12-19
26400.0,27356.0,26109.0,27356.0,5148389,2022-12-26
27398.0,28146.0,27356.0,28063.0,4144383,2023-01-03
28105.0,28229.0,27855.0,28063.0,5120353,2023-01-09
28105.0,28271.0,27897.0,28229.0,4243534,2023-01-16
28271.0,28479.0,28229.0,28313.0,1099477,2023-01-27
28313.0,28354.0,26442.0,26442.0,5588446,2023-01-30
26525.0,26816.0,26275.0,26566.0,4996145,2023-02-06
26566.0,26650.0,26275.0,26566.0,4591484,2023-02-13
26566.0,26941.0,25943.0,26275.0,4989399,2023-02-20
26275.0,26733.0,25943.0,26566.0,4452322,2023-02-27
26608.0,27148.0,26608.0,26941.0,4745208,2023-03-06
26816.0,27065.0,26483.0,26816.0,4630956,2023-03-13
26816.0,26816.0,26109.0,26359.0,4629443,2023-03-20
26400.0,26400.0,25901.0,26151.0,4065040,2023-03-27
26151.0,26317.0,25860.0,26026.0,4490781,2023-04-03
26026.0,26109.0,25818.0,26026.0,4117534,2023-04-10
25984.0,26068.0,25777.0,25860.0,3797876,2023-04-17
25860.0,26566.0,25153.0,26566.0,3765431,2023-04-24
26525.0,26525.0,25984.0,26151.0,1161326,2023-05-04
26192.0,26400.0,25693.0,25777.0,2805174,2023-05-08
25818.0,25943.0,24737.0,24903.0,2748172,2023-05-15
24903.0,25153.0,24654.0,24987.0,2778514,2023-05-22
24987.0,26026.0,24903.0,26026.0,2799088,2023-05-29
26068.0,26359.0,25984.0,26068.0,2858875,2023-06-05
26109.0,26608.0,25984.0,26151.0,2979120,2023-06-12
26192.0,27150.0,26109.0,27150.0,3680127,2023-06-19
27150.0,27400.0,26850.0,27050.0,3544980,2023-06-26
27050.0,28650.0,27000.0,28650.0,3290587,2023-07-03
28700.0,29050.0,28600.0,29000.0,3932082,2023-07-10
29100.0,29450.0,28900.0,29300.0,3737078,2023-07-17
29350.0,29750.0,29200.0,29700.0,4772143,2023-07-24
29750.0,31300.0,29000.0,29000.0,12008421,2023-07-31
29100.0,30450.0,29100.0,30400.0,10599024,2023-08-07
30450.0,30450.0,27350.0,27450.0,5362165,2023-08-14
27550.0,28450.0,26250.0,28200.0,5488511,2023-08-21
28200.0,28400.0,27450.0,28100.0,5771926,2023-08-28
28100.0,28200.0,27000.0,27500.0,5528205,2023-09-05
27550.0,27550.0,26300.0,27000.0,6952833,2023-09-11
26400.0,27000.0,25500.0,25500.0,6166216,2023-09-18
25500.0,26650.0,24800.0,25000.0,6127258,2023-09-25
25000.0,25150.0,24050.0,24500.0,5101897,2023-10-02
24550.0,25000.0,24050.0,24800.0,4992996,2023-10-09
24700.0,25000.0,24200.0,24450.0,5176294,2023-10-16
24550.0,25950.0,24550.0,25550.0,6575407,2023-10-23
25550.0,26000.0,24300.0,24300.0,6343080,2023-10-30
24700.0,25500.0,23800.0,23800.0,6164505,2023-11-06
23050.0,23750.0,22550.0,23150.0,7882592,2023-11-13
22850.0,23150.0,22300.0,23100.0,8709669,2023-11-20
22600.0,23100.0,22400.0,22700.0,7009425,2023-11-27
22700.0,22800.0,22450.0,22700.0,6156383,2023-12-04
22600.0,22700.0,22400.0,22600.0,5627119,2023-12-11
22600.0,22650.0,22400.0,22600.0,5510455,2023-12-18
22600.0,24000.0,22500.0,23900.0,5664119,2023-12-25
23900.0,24100.0,23050.0,23600.0,4867449,2024-01-02
23600.0,23900.0,23150.0,23450.0,5968776,2024-01-08
23450.0,23450.0,22800.0,23100.0,7783404,2024-01-15
23150.0,23300.0,22800.0,23100.0,7320749,2024-01-22
23050.0,23100.0,22200.0,22750.0,7721010,2024-01-29
22750.0,23200.0,22350.0,23200.0,4395530,2024-02-05
23200.0,23300.0,22850.0,23250.0,2862547,2024-02-15
23250.0,23300.0,22600.0,23000.0,7501832,2024-02-19
22800.0,23000.0,22550.0,22950.0,7479332,2024-02-26
22950.0,23000.0,22450.0,22700.0,7314620,2024-03-04
22650.0,22700.0,22250.0,22600.0,7703510,2024-03-11
22600.0,22650.0,22100.0,22350.0,7106876,2024-03-18
22200.0,22400.0,21950.0,22100.0,6960876,2024-03-25
22100.0,22150.0,21600.0,21950.0,7602567,2024-04-01
21750.0,22600.0,21600.0,22600.0,9639496,2024-04-08
22550.0,22600.0,20800.0,22100.0,9007671,2024-04-15
22100.0,22300.0,21500.0,22000.0,10825873,2024-04-22
22000.0,22050.0,21650.0,21900.0,3693453,2024-05-02
21900.0,22100.0,21700.0,21750.0,10558756,2024-05-06
21800.0,22150.0,21550.0,22000.0,8259983,2024-05-13
22000.0,22050.0,21600.0,21850.0,8786242,2024-05-20
21750.0,21850.0,21300.0,21500.0,8668977,2024-05-27
21500.0,21700.0,21400.0,21700.0,4639531,2024-06-03
