index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,DBC,4,2024,12.2,1.4,8.5,,0.135,0.057,16.0,170.0,25.0,4.4,2298.0,20214.0,,,,,,0.479,,,0.9,1.2,0.4,0.433,5933.0,0.147,0.085,0.066,0.8,0.4,3.4,6.4,2.1,1207.0,0.065,0.047,162.0,22.2,-0.199,1.0,0.9,0.085,0.9,,,,,,,,,1.1,,0.173,0.037,,2025-01-01
2024-10-01,DBC,3,2024,18.1,1.5,9.4,,0.096,0.041,25.0,170.0,36.0,5.5,1603.0,19500.0,,,,,,0.464,,,0.9,1.2,0.4,1.265,5059.0,0.177,0.113,0.089,0.9,0.4,3.7,5.1,2.2,1587.0,0.083,0.064,159.0,14.7,-0.139,1.0,0.9,0.113,0.8,,,,,,,,,1.2,,0.097,0.336,,2024-10-01
2024-07-01,DBC,2,2024,41.3,2.0,14.8,,0.05,0.018,-3.0,190.0,34.0,2.9,708.0,14594.0,,,,,,0.367,,,0.6,1.0,0.2,-0.434,4612.0,0.135,0.071,0.046,1.4,0.5,5.3,6.3,2.7,31.0,0.107,0.051,152.0,,-0.109,0.9,0.9,0.071,0.7,,,,,,,,,1.7,,-0.132,0.031,,2024-07-01
2024-04-01,DBC,1,2024,22.3,2.0,11.1,,0.092,0.034,-6.0,173.0,32.0,3.3,1250.0,14159.0,,,,,,0.379,,,0.6,1.0,0.2,15.729,5313.0,0.107,0.044,0.022,1.2,0.4,4.2,4.3,2.6,102.0,0.075,0.04,135.0,,-0.086,1.0,0.7,0.044,0.7,,,,,,,,,1.6,,0.482,0.016,,2024-04-01
2024-01-01,DBC,4,2023,315.5,1.7,13.3,,0.005,0.002,1.0,188.0,50.0,0.9,74.0,13942.0,,,,,,0.359,,,0.6,1.0,0.2,-1.413,3584.0,0.092,0.023,0.002,1.3,0.5,6.0,4.7,2.8,17.0,0.127,0.086,139.0,644.8,-0.094,0.9,0.4,0.023,0.2,,,,,,,,,1.8,,0.146,0.001,,2024-01-01
2023-10-01,DBC,3,2023,-104.1,1.4,14.5,,-0.013,-0.005,6.0,156.0,44.0,1.4,-181.0,13923.0,,,,,,0.381,,,0.6,1.0,0.3,-1.455,3127.0,0.104,0.031,0.005,1.1,0.4,6.1,3.4,2.6,129.0,0.069,0.051,118.0,57.2,-0.155,1.0,0.5,0.031,0.3,,,,,,,,,1.6,,-0.225,0.003,,2023-10-01
2023-07-01,DBC,2,2023,46.0,1.3,10.5,,0.029,0.011,-3.0,157.0,46.0,9.1,398.0,13886.0,,,,,,0.371,,,0.6,1.0,0.2,-1.744,4033.0,0.191,0.124,0.094,1.1,0.4,4.7,4.9,2.7,-243.0,0.085,0.077,107.0,,-0.226,1.0,0.9,0.124,0.9,,,,,,,,,1.7,,0.182,0.076,,2023-07-01
2023-04-01,DBC,1,2023,-22.2,0.9,18.6,,-0.04,-0.015,0.0,148.0,34.0,-3.6,-535.0,12909.0,,,,,,0.356,,,0.6,0.9,0.2,-2.194,3411.0,,,,1.2,0.4,7.3,4.7,2.8,-497.0,0.035,0.024,114.0,,-0.253,1.0,,,1.2,,,,,,,,,1.8,,-0.343,-0.097,,2023-04-01
2023-01-01,DBC,4,2022,27.0,0.8,8.1,,0.032,0.013,7.0,147.0,55.0,-0.2,448.0,14301.0,,,,,,0.382,,,0.6,1.0,0.3,-0.56,5189.0,0.051,,,1.0,0.4,4.2,4.2,2.6,17.0,0.131,0.177,99.0,49.9,-0.292,1.1,,,4.5,,,,,,,,,1.6,,-0.172,-0.016,,2023-01-01
2022-10-01,DBC,3,2022,18.0,1.3,7.1,,0.07,0.031,16.0,140.0,36.0,7.2,1018.0,14537.0,,,,,,0.43,,,0.8,1.1,0.3,0.251,6268.0,0.136,0.081,0.058,0.9,0.4,3.2,4.2,2.3,271.0,0.049,0.059,119.0,22.9,-0.213,1.1,0.8,0.081,0.9,,,,,,,,,1.3,,0.044,0.044,,2022-10-01
