index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,CTG,4,2024,8.8,1.5,,,0.184,0.011,,,,,4719.0,27922.0,0.029,0.234,0.012,1.707,0.031,0.063,0.087,0.309,0.1,,,0.169,,,,,,,,,15.9,,,,,,,,,,,0.557,0.464,0.743,0.722,1.072,0.693,0.009,0.289,14.9,0.012,,0.064,0.169,2025-01-01
2024-10-01,CTG,3,2024,9.2,1.4,,,0.166,0.011,,,,,4035.0,26254.0,0.03,0.289,0.014,1.53,0.034,0.063,0.088,0.278,0.1,,,0.067,,,,,,,,,15.8,,,,,,,,,,,0.572,0.237,0.743,0.72,1.058,0.702,0.01,0.289,14.8,0.018,,0.037,0.158,2024-10-01
2024-07-01,CTG,2,2024,8.2,1.2,,,0.161,0.01,,,,,3781.0,25320.0,0.03,0.219,0.016,1.138,0.037,0.063,0.087,0.258,0.1,,,0.008,,,,,,,,,15.9,,,,,,,,,,,0.594,0.275,0.753,0.727,1.071,0.703,0.011,0.274,14.9,0.02,,0.041,0.156,2024-07-01
2024-04-01,CTG,1,2024,9.5,1.5,,,0.167,0.01,,,,,3751.0,24317.0,0.029,0.204,0.013,1.508,0.042,0.063,0.086,0.252,0.1,,,0.008,,,,,,,,,15.9,,,,,,,,,,,0.602,0.262,0.757,0.729,1.061,0.714,0.01,0.272,14.9,0.018,,0.024,0.136,2024-04-01
2024-01-01,CTG,4,2023,7.3,1.1,,,0.171,0.01,,,,,3722.0,23756.0,0.029,0.211,0.011,1.672,0.045,0.063,0.087,0.341,0.1,,,0.103,,,,,,,,,15.9,,,,,,,,,,,0.526,0.333,0.755,0.725,1.044,0.723,0.008,0.272,14.9,0.02,,0.046,0.156,2024-01-01
2023-10-01,CTG,3,2023,8.0,1.2,,,0.16,0.01,,,,,3376.0,22719.0,0.029,0.248,0.014,1.724,0.048,0.065,0.088,0.292,0.1,,,0.03,,,,,,,,,15.5,,,,,,,,,,,0.566,0.224,0.766,0.734,1.058,0.724,0.01,0.265,14.5,0.025,,0.033,0.113,2023-10-01
2023-07-01,CTG,2,2023,8.1,1.2,,,0.161,0.01,,,,,3279.0,21985.0,0.03,0.282,0.013,1.689,0.045,0.063,0.087,0.267,0.1,,,0.033,,,,,,,,,15.8,,,,,,,,,,,0.589,0.296,0.764,0.731,1.038,0.736,0.009,0.265,14.8,0.023,,0.045,0.098,2023-07-01
2023-04-01,CTG,1,2023,8.2,1.2,,,0.163,0.01,,,,,3175.0,21032.0,0.03,0.256,0.013,1.73,0.041,0.062,0.085,0.253,0.1,,,0.008,,,,,,,,,16.1,,,,,,,,,,,0.603,0.284,0.768,0.731,1.048,0.733,0.009,0.261,15.1,0.021,,0.043,0.084,2023-04-01
2023-01-01,CTG,4,2022,7.7,1.2,,,0.169,0.01,,,,,3148.0,20168.0,0.03,0.255,0.012,1.884,0.037,0.06,0.085,0.369,0.1,,,0.086,,,,,,,,,16.7,,,,,,,,,,,0.504,0.248,0.75,0.705,1.021,0.735,0.009,0.276,15.7,0.017,,0.021,0.127,2023-01-01
2022-10-01,CTG,3,2022,7.2,1.1,,,0.155,0.01,,,,,2899.0,19759.0,0.029,0.254,0.014,2.224,0.034,0.061,0.085,0.28,0.1,,,0.06,,,,,,,,,16.5,,,,,,,,,,,0.575,0.192,0.756,0.711,1.047,0.722,0.01,0.277,15.5,0.004,,0.032,0.148,2022-10-01
