index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,DPM,4,2024,24.5,1.3,20.6,,0.053,0.04,220.0,57.0,23.0,-1.3,1517.0,28258.0,,,,,,0.669,,,2.1,2.6,2.3,-0.108,2099.0,0.124,,0.011,0.3,0.2,2.1,,1.5,8151.0,0.089,0.069,254.0,1.7,-0.026,0.9,0.5,,-2.2,,,,,,,,,0.5,,0.007,0.001,,2025-01-01
2024-10-01,DPM,3,2024,20.9,1.3,19.5,,0.059,0.042,220.0,61.0,28.0,-2.3,1700.0,28243.0,,,,,,0.648,,,1.9,2.5,2.2,-0.002,2084.0,0.117,,0.02,0.3,0.2,2.5,,1.5,8224.0,0.106,0.088,254.0,1.7,-0.04,0.9,0.7,,-2.4,,,,,,,,,0.5,,-0.112,-0.063,,2024-10-01
2024-07-01,DPM,2,2024,20.1,1.1,16.3,,0.055,0.043,241.0,57.0,23.0,45.0,1703.0,30153.0,,,,,,0.75,,,3.2,3.6,3.2,0.242,2348.0,0.138,0.052,0.058,0.1,0.1,1.3,,1.3,8850.0,0.049,0.043,275.0,1.5,-0.098,0.9,0.9,0.052,1.2,,,,,,,,,0.3,,0.238,0.015,,2024-07-01
2024-04-01,DPM,1,2024,24.7,1.1,18.3,,0.045,0.036,237.0,84.0,23.0,3149.2,1371.0,29711.0,,,,,,0.832,,,5.4,5.6,4.5,0.008,1897.0,0.182,0.09,0.08,0.0,0.0,0.5,,1.2,8477.0,0.062,0.052,298.0,1.5,-0.037,0.9,0.8,0.09,1.1,,,,,,,,,0.2,,0.054,0.021,,2024-04-01
2024-01-01,DPM,4,2023,23.2,1.1,17.1,,0.042,0.034,252.0,89.0,30.0,-10.4,1361.0,29089.0,,,,,,0.854,,,6.6,6.5,5.2,-0.661,1799.0,0.098,,0.032,0.0,0.0,0.5,,1.2,8118.0,0.107,0.1,311.0,1.4,-0.053,0.9,0.9,,-2.5,,,,,,,,,0.2,,-0.63,0.004,,2024-01-01
2023-10-01,DPM,3,2023,8.7,1.2,6.7,,0.13,0.101,233.0,81.0,31.0,4.4,4017.0,28974.0,,,,,,0.794,,,4.2,4.9,3.9,-0.373,4869.0,0.127,0.019,0.02,0.1,0.0,0.4,1.1,1.3,8305.0,0.103,0.09,282.0,1.6,-0.058,0.9,0.9,0.019,1.2,,,,,,,,,0.2,,-0.366,-0.093,,2023-10-01
2023-07-01,DPM,2,2023,4.8,1.0,4.0,,0.194,0.154,243.0,86.0,35.0,1.9,6402.0,31939.0,,,,,,0.825,,,5.1,6.2,4.9,-0.329,7675.0,0.105,0.008,0.027,0.1,0.0,0.2,0.6,1.2,9442.0,0.1,0.103,294.0,1.5,-0.052,0.9,0.5,0.008,6.8,,,,,,,,,0.2,,-0.345,0.001,,2023-07-01
2023-04-01,DPM,1,2023,3.1,0.9,3.1,,0.303,0.236,208.0,99.0,15.0,15.3,9536.0,31904.0,,,,,,0.792,,,4.1,4.7,3.3,-0.332,11718.0,0.16,0.078,0.08,0.1,0.0,0.2,0.6,1.3,9197.0,0.148,0.122,292.0,1.8,-0.043,1.0,0.9,0.078,1.2,,,,,,,,,0.2,,-0.331,-0.099,,2023-04-01
2023-01-01,DPM,4,2022,2.4,1.0,1.6,,0.459,0.353,176.0,114.0,25.0,63.6,14274.0,35397.0,,,,,,0.781,,,3.8,4.5,3.2,-0.082,17527.0,0.42,0.291,0.294,0.1,0.0,0.1,0.4,1.3,10605.0,0.134,0.143,265.0,2.1,-0.026,1.2,0.9,0.291,1.1,,,,,,,,,0.3,,-0.102,0.083,,2023-01-01
2022-10-01,DPM,3,2022,2.4,1.1,1.9,,0.561,0.42,140.0,73.0,24.0,73.6,15543.0,32696.0,,,,,,0.763,,,3.4,4.2,3.3,0.067,19517.0,0.383,0.291,0.257,0.1,0.0,0.1,0.6,1.3,9646.0,0.251,0.193,189.0,2.6,0.011,1.4,0.8,0.291,1.1,,,,,,,,,0.3,,0.055,-0.042,,2022-10-01
