index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,TCH,4,2024,11.6,1.2,8.1,,0.108,0.061,734.0,1081.0,146.0,1186.6,1466.0,14309.0,,,,,,0.623,,,6.4,7.1,2.4,0.039,2718.0,0.355,0.293,0.196,0.0,0.0,0.6,0.0,1.6,11384.0,0.024,0.029,1669.0,0.5,0.417,0.3,0.6,0.293,1.1,,,,,,,,,0.2,,-0.032,0.033,,2025-01-01
2024-10-01,TCH,3,2024,12.9,1.3,6.8,,0.107,0.063,687.0,877.0,27.0,,1410.0,13850.0,,,,,,0.602,,,5.2,5.6,1.6,0.211,2807.0,0.378,0.271,0.155,0.0,0.0,0.0,,1.7,10899.0,0.027,0.037,1537.0,0.5,-0.085,0.4,0.7,0.271,0.9,,,,,,,,,0.2,,0.295,0.023,,2024-10-01
2024-07-01,TCH,2,2024,16.3,1.4,9.6,,0.088,0.052,871.0,1088.0,19.0,,1165.0,13534.0,,,,,,0.599,,,5.2,5.5,1.3,0.047,2167.0,0.424,0.321,0.17,0.0,0.0,0.0,,1.7,10590.0,0.019,0.023,1940.0,0.4,-0.376,0.3,0.5,0.321,1.1,,,,,,,,,0.2,,0.153,0.016,,2024-07-01
2024-04-01,TCH,1,2024,14.1,1.2,11.9,,0.086,0.052,971.0,1195.0,14.0,-1196.5,1113.0,13323.0,,,,,,0.609,,,5.7,6.0,1.2,0.251,1879.0,0.445,0.359,0.193,0.0,0.0,0.0,33.2,1.6,10356.0,0.039,0.041,2152.0,0.4,-0.055,0.3,0.5,0.359,1.1,,,,,,,,,0.2,,0.524,0.036,,2024-04-01
2024-01-01,TCH,4,2023,14.8,1.0,16.4,,0.072,0.038,1381.0,1451.0,10.0,16.7,889.0,12855.0,,,,,,0.512,,,2.5,3.6,0.9,0.487,1233.0,0.404,0.323,0.167,0.2,0.1,1.5,2.2,2.0,10443.0,0.046,0.05,2822.0,0.3,-2.143,0.2,0.5,0.323,1.1,,,,,,,,,0.4,,0.61,0.035,,2024-01-01
2023-10-01,TCH,3,2023,19.4,0.9,22.5,,0.047,0.026,1845.0,1353.0,35.0,2.9,598.0,12424.0,,,,,,0.563,,,3.5,4.1,2.2,0.396,766.0,0.18,0.037,0.218,0.0,0.0,1.1,,1.8,9738.0,0.057,0.074,3163.0,0.2,-1.983,0.1,0.4,0.037,13.2,,,,,,,,,0.3,,-0.019,-0.032,,2023-10-01
2023-07-01,TCH,2,2023,20.0,0.7,19.4,,0.033,0.019,1830.0,1131.0,34.0,286.2,428.0,12837.0,,,,,,0.587,,,4.2,4.7,2.7,0.164,781.0,0.348,0.247,0.335,0.0,0.0,1.4,,1.7,10001.0,0.035,0.057,2926.0,0.2,-1.899,0.1,0.5,0.247,2.7,,,,,,,,,0.2,,0.129,0.013,,2023-07-01
2023-04-01,TCH,1,2023,19.3,0.6,21.8,,0.028,0.017,1873.0,917.0,23.0,10.2,368.0,12678.0,,,,,,0.598,,,4.6,5.1,3.0,0.376,692.0,0.359,0.284,0.295,0.0,0.0,0.9,,1.7,9886.0,0.031,0.053,2767.0,0.2,-1.909,0.1,0.6,0.284,1.7,,,,,,,,,0.2,,0.023,0.059,,2023-04-01
2023-01-01,TCH,4,2022,24.5,0.5,21.1,,0.021,0.012,1463.0,539.0,42.0,3.2,267.0,11976.0,,,,,,0.559,,,4.0,5.1,3.8,-0.082,676.0,0.282,0.219,0.079,0.0,0.0,1.0,0.6,1.8,10259.0,0.076,0.166,1960.0,0.2,-0.149,0.2,0.3,0.219,1.2,,,,,,,,,0.3,,-0.048,-0.083,,2023-01-01
2022-10-01,TCH,3,2022,32.5,0.7,24.0,,0.026,0.014,1385.0,676.0,18.0,5.2,291.0,13065.0,,,,,,0.553,,,3.3,4.8,3.2,-0.487,710.0,0.143,0.06,,0.1,0.1,1.9,0.7,1.8,11199.0,0.039,0.092,2043.0,0.3,-0.114,0.2,,0.06,5.1,,,,,,,,,0.3,,-0.231,-0.029,,2022-10-01
