index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,MWG,4,2024,22.9,3.1,14.3,,0.146,0.057,61.0,75.0,29.0,1.7,2546.0,18992.0,,,,,,0.395,,,0.7,1.6,1.0,0.255,4783.0,0.191,0.016,0.024,1.0,0.4,3.7,,2.5,23677.0,0.203,0.067,107.0,6.0,-0.06,2.1,0.8,0.016,1.9,,,,,,,,,1.5,,0.056,0.031,,2025-01-01
2024-10-01,MWG,3,2024,33.6,3.7,15.5,,0.118,0.047,67.0,78.0,34.0,3.5,2028.0,18416.0,,,,,,0.402,,,0.7,1.8,1.2,0.346,4528.0,0.202,0.031,0.023,0.9,0.4,3.5,2.9,2.5,27604.0,0.358,0.111,111.0,5.5,-0.027,2.1,0.7,0.031,1.0,,,,,,,,,1.5,,0.129,0.03,,2024-10-01
2024-07-01,MWG,2,2024,41.4,3.5,19.6,,0.089,0.035,66.0,78.0,35.0,5.9,1507.0,17873.0,,,,,,0.397,,,0.7,1.8,1.2,1.101,4012.0,0.214,0.042,0.034,0.9,0.3,3.9,2.8,2.5,26428.0,0.218,0.059,109.0,5.5,-0.02,2.0,0.8,0.042,1.1,,,,,,,,,1.5,,0.291,0.033,,2024-07-01
2024-04-01,MWG,1,2024,70.6,2.9,24.4,,0.043,0.018,66.0,77.0,31.0,3.8,717.0,17298.0,,,,,,0.398,,,0.7,1.8,1.1,5.255,3108.0,0.213,0.032,0.029,0.9,0.4,4.5,2.9,2.5,24838.0,0.214,0.06,111.0,5.6,-0.032,2.1,0.7,0.032,1.2,,,,,,,,,1.4,,0.201,0.083,,2024-04-01
2024-01-01,MWG,4,2023,370.1,2.7,26.6,,0.007,0.003,61.0,91.0,33.0,0.8,114.0,15974.0,,,,,,0.388,,,0.6,1.7,1.0,-0.759,2588.0,0.197,0.009,0.003,1.1,0.4,5.5,3.2,2.6,21185.0,0.23,0.067,119.0,5.9,-0.065,2.0,0.4,0.009,0.8,,,,,,,,,1.6,,-0.217,0.004,,2024-01-01
2023-10-01,MWG,3,2023,109.5,3.3,18.0,,0.03,0.012,60.0,101.0,40.0,0.1,476.0,15913.0,,,,,,0.397,,,0.7,1.7,0.9,-0.555,3305.0,0.187,0.001,0.001,1.0,0.4,4.7,2.9,2.5,20350.0,0.101,0.035,121.0,6.1,-0.265,2.0,0.2,0.001,8.0,,,,,,,,,1.5,,-0.245,0.002,,2023-10-01
2023-07-01,MWG,2,2023,39.8,2.7,12.2,,0.069,0.026,47.0,99.0,39.0,0.0,1070.0,15887.0,,,,,,0.391,,,0.6,1.6,0.9,-0.416,4378.0,0.185,0.0,0.001,1.0,0.4,3.5,2.8,2.6,19623.0,0.148,0.058,107.0,7.7,-0.332,2.0,0.1,0.0,147.9,,,,,,,,,1.6,,-0.439,-0.03,,2023-07-01
2023-04-01,MWG,1,2023,20.7,2.3,11.1,,0.117,0.046,44.0,102.0,39.0,0.4,1831.0,16379.0,,,,,,0.444,,,0.8,1.8,0.9,-0.347,7810.0,0.192,0.004,0.001,0.7,0.3,2.5,1.9,2.3,19295.0,0.116,0.035,107.0,8.2,-0.435,2.1,0.1,0.004,1.5,,,,,,,,,1.3,,-0.169,0.001,,2023-04-01
2023-01-01,MWG,4,2022,15.0,2.6,7.2,,0.185,0.069,42.0,98.0,39.0,2.9,2805.0,16365.0,,,,,,0.428,,,0.8,1.7,0.7,-0.187,9395.0,0.259,0.034,0.02,0.7,0.3,2.0,1.8,2.3,18631.0,0.211,0.088,101.0,8.7,-0.456,2.2,0.7,0.034,0.9,,,,,,,,,1.3,,-0.057,0.027,,2023-01-01
2022-10-01,MWG,3,2022,18.2,3.9,7.7,,0.24,0.091,34.0,84.0,27.0,4.0,3450.0,15941.0,,,,,,0.38,,,0.6,1.6,0.7,0.025,9968.0,0.231,0.054,0.028,1.0,0.4,1.9,2.8,2.6,18121.0,0.303,0.105,91.0,10.8,-0.453,2.5,0.6,0.054,0.8,,,,,,,,,1.6,,-0.018,0.041,,2022-10-01
