index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,DHC,4,2024,11.7,1.4,11.7,,0.126,0.079,85.0,59.0,40.0,9.1,3007.0,24857.0,,,,,,0.617,,,1.6,1.8,1.3,-0.097,3399.0,0.112,0.067,0.056,0.4,0.2,2.7,138.7,1.6,950.0,0.285,0.202,103.0,4.3,-0.065,1.2,0.9,0.067,1.0,,,,,,,,,0.6,,-0.086,0.025,,2025-01-01
2024-10-01,DHC,3,2024,11.2,1.5,10.5,,0.141,0.088,82.0,64.0,38.0,12.2,3329.0,24253.0,,,,,,0.608,,,1.6,1.7,1.3,0.086,3720.0,0.127,0.085,0.086,0.4,0.3,2.5,109.9,1.6,886.0,0.244,0.172,108.0,4.5,-0.056,1.2,0.9,0.085,1.2,,,,,,,,,0.6,,0.016,0.041,,2024-10-01
2024-07-01,DHC,2,2024,12.7,1.7,11.0,,0.133,0.083,79.0,76.0,42.0,14.6,3067.0,23296.0,,,,,,0.607,,,1.6,1.7,1.2,-0.114,3662.0,0.108,0.071,0.059,0.4,0.2,2.4,372.7,1.6,819.0,0.19,0.126,114.0,4.6,-0.037,1.2,0.9,0.071,1.0,,,,,,,,,0.6,,-0.093,-0.015,,2024-07-01
2024-04-01,DHC,1,2024,12.3,1.8,10.8,,0.149,0.094,81.0,86.0,65.0,12.7,3460.0,23660.0,,,,,,0.643,,,1.8,1.7,1.2,-0.099,4038.0,0.128,0.082,0.069,0.3,0.2,1.8,,1.6,779.0,0.134,0.081,102.0,4.5,-0.097,1.1,0.9,0.082,1.0,,,,,,,,,0.6,,-0.15,0.03,,2024-04-01
2024-01-01,DHC,4,2023,9.7,1.6,9.7,,0.172,0.107,70.0,75.0,58.0,13.5,3839.0,22966.0,,,,,,0.634,,,1.7,1.7,1.2,-0.023,4753.0,0.138,0.103,0.092,0.4,0.2,1.7,,1.6,723.0,0.134,0.081,87.0,5.2,-0.081,1.1,0.9,0.103,1.0,,,,,,,,,0.6,,-0.018,-0.003,,2024-01-01
2023-10-01,DHC,3,2023,11.0,1.9,10.0,,0.173,0.11,71.0,76.0,55.0,8.4,3929.0,23034.0,,,,,,0.647,,,1.8,1.7,1.1,-0.026,4840.0,0.135,0.09,0.07,0.3,0.2,1.5,,1.5,702.0,0.114,0.066,92.0,5.1,-0.169,1.2,0.9,0.09,0.9,,,,,,,,,0.5,,-0.034,0.009,,2023-10-01
2023-07-01,DHC,2,2023,9.5,1.7,9.6,,0.182,0.111,62.0,80.0,52.0,10.8,4036.0,22839.0,,,,,,0.639,,,1.8,1.7,1.0,-0.062,5011.0,0.172,0.128,0.115,0.4,0.2,1.6,,1.6,676.0,0.09,0.054,90.0,5.9,-0.164,1.2,0.9,0.128,1.0,,,,,,,,,0.6,,-0.086,0.001,,2023-07-01
2023-04-01,DHC,1,2023,8.6,1.6,9.1,,0.19,0.12,60.0,75.0,62.0,11.1,4303.0,22812.0,,,,,,0.618,,,1.6,1.6,0.9,-0.084,5483.0,0.173,0.117,0.102,0.3,0.2,1.1,,1.6,647.0,0.095,0.052,73.0,6.1,-0.117,1.3,0.9,0.117,1.0,,,,,,,,,0.6,,-0.149,0.05,,2023-04-01
2023-01-01,DHC,4,2022,6.4,1.4,7.7,,0.22,0.143,46.0,52.0,42.0,15.2,4698.0,21722.0,,,,,,0.607,,,1.5,1.5,0.9,-0.027,6445.0,0.126,0.096,0.087,0.3,0.2,1.0,,1.6,532.0,0.108,0.059,56.0,7.9,-0.116,1.5,0.9,0.096,1.1,,,,,,,,,0.6,,-0.014,-0.031,,2023-01-01
2022-10-01,DHC,3,2022,9.1,2.0,7.3,,0.224,0.144,49.0,51.0,50.0,17.3,4827.0,22422.0,,,,,,0.621,,,1.6,1.6,1.0,-0.056,6534.0,0.129,0.087,0.066,0.3,0.2,0.8,,1.6,615.0,0.121,0.071,51.0,7.4,-0.029,1.5,0.9,0.087,0.9,,,,,,,,,0.6,,-0.112,0.037,,2022-10-01
