index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,AAA,4,2024,9.4,0.6,8.8,,0.068,0.029,62.0,34.0,21.0,1.6,946.0,13926.0,,,,,,0.387,,,0.8,1.6,1.3,-0.063,1792.0,0.118,0.02,0.018,0.6,0.3,5.0,1.7,2.6,2415.0,0.388,0.714,76.0,5.9,-0.337,1.0,0.8,0.02,1.2,,,,,,,,,1.2,,0.059,0.053,,2025-01-01
2024-10-01,AAA,3,2024,9.6,0.7,9.1,,0.072,0.031,86.0,32.0,22.0,-0.9,1010.0,13221.0,,,,,,0.388,,,0.9,1.7,1.4,-0.167,1692.0,0.108,,0.007,0.6,0.3,5.2,3.6,2.6,2820.0,0.32,0.609,97.0,4.2,-0.311,0.9,,,0.9,,,,,,,,,1.1,,-0.169,-0.094,,2024-10-01
2024-07-01,AAA,2,2024,9.1,0.8,6.3,,0.083,0.039,76.0,42.0,22.0,2.7,1212.0,14589.0,,,,,,0.455,,,1.0,1.7,1.5,0.253,2037.0,0.129,0.039,0.049,0.5,0.2,4.0,4.6,2.2,2545.0,0.355,0.641,96.0,4.8,-0.478,1.0,0.8,0.039,1.6,,,,,,,,,1.0,,0.082,0.018,,2024-07-01
2024-04-01,AAA,1,2024,11.6,0.8,8.0,,0.067,0.033,69.0,29.0,20.0,3.9,967.0,14327.0,,,,,,0.469,,,1.1,1.6,1.4,0.28,1883.0,0.112,0.046,0.045,0.4,0.2,4.2,7.2,2.1,2094.0,0.333,0.451,78.0,5.3,-0.399,1.1,0.8,0.046,1.2,,,,,,,,,0.9,,0.12,0.024,,2024-04-01
2024-01-01,AAA,4,2023,12.5,0.7,9.3,,0.053,0.026,63.0,40.0,22.0,1.7,755.0,13992.0,,,,,,0.464,,,1.1,1.5,1.3,1.964,1681.0,0.115,0.031,0.035,0.5,0.3,4.8,7.3,2.2,1941.0,0.411,0.651,82.0,5.8,-0.287,1.1,0.9,0.031,1.3,,,,,,,,,0.9,,0.694,-0.058,,2024-01-01
2023-10-01,AAA,3,2023,36.6,0.6,16.4,,0.017,0.009,75.0,42.0,22.0,2.2,255.0,14846.0,,,,,,0.489,,,1.2,1.8,1.6,0.245,992.0,0.091,0.029,0.028,0.5,0.3,8.6,1.9,2.0,2652.0,0.262,0.425,94.0,4.9,-0.209,1.2,0.8,0.029,1.3,,,,,,,,,0.8,,-0.078,0.018,,2023-10-01
2023-07-01,AAA,2,2023,52.7,0.7,15.3,,0.015,0.007,59.0,52.0,25.0,1.2,204.0,14581.0,,,,,,0.496,,,1.3,1.7,1.2,-0.355,1076.0,0.084,0.02,0.015,0.5,0.3,8.9,1.8,2.0,2444.0,0.216,0.428,86.0,6.2,-0.02,1.2,0.7,0.02,1.1,,,,,,,,,0.8,,-0.108,0.001,,2023-07-01
2023-04-01,AAA,1,2023,29.2,0.6,16.3,,0.023,0.011,51.0,28.0,18.0,1.6,317.0,14572.0,,,,,,0.511,,,1.3,1.7,1.4,-0.22,1207.0,0.068,0.02,0.015,0.5,0.3,8.1,1.8,2.0,2409.0,0.293,0.387,61.0,7.2,-0.048,1.4,0.7,0.02,1.1,,,,,,,,,0.7,,-0.111,0.01,,2023-04-01
2023-01-01,AAA,4,2022,16.8,0.5,14.4,,0.03,0.015,54.0,35.0,16.0,-2.9,407.0,14429.0,,,,,,0.512,,,1.3,1.8,1.2,-0.504,1357.0,0.01,,,0.5,0.3,6.7,1.5,2.0,2428.0,0.268,0.407,73.0,6.8,-0.073,1.5,,,0.9,,,,,,,,,0.7,,-0.334,-0.017,,2023-01-01
2022-10-01,AAA,3,2022,12.0,0.7,8.3,,0.061,0.03,51.0,40.0,17.0,2.7,821.0,14685.0,,,,,,0.498,,,1.3,1.8,1.2,0.059,2037.0,0.094,0.033,0.024,0.5,0.3,4.6,1.5,2.0,2813.0,0.212,0.425,73.0,7.2,-0.1,1.5,0.8,0.033,1.0,,,,,,,,,0.8,,-0.076,0.152,,2022-10-01
2022-07-01,AAA,2,2022,14.6,0.9,9.1,,0.062,0.029,40.0,38.0,18.0,2.9,775.0,12743.0,,,,,,0.446,,,1.0,1.5,1.0,-0.003,2204.0,0.075,0.023,0.019,0.6,0.3,5.1,2.1,2.2,1812.0,0.183,0.342,60.0,9.1,-0.278,1.6,0.7,0.023,1.1,,,,,,,,,1.0,,-0.151,0.012,,2022-07-01
2022-04-01,AAA,1,2022,24.0,1.5,10.2,,0.07,0.03,35.0,30.0,19.0,3.1,778.0,12596.0,,,,,,0.46,,,1.1,1.4,1.2,0.045,2598.0,0.098,0.031,0.022,0.7,0.3,5.3,2.1,2.2,1724.0,0.288,0.331,46.0,10.3,-0.335,1.5,0.7,0.031,1.0,,,,,,,,,0.9,,0.041,0.001,,2022-04-01
2022-01-01,AAA,4,2021,27.1,1.6,9.8,,0.068,0.031,38.0,29.0,18.0,1.9,744.0,12587.0,,,,,,0.482,,,1.2,1.6,1.3,0.01,2496.0,0.091,0.016,0.014,0.6,0.3,5.0,1.8,2.1,2076.0,0.364,0.458,50.0,9.6,-0.31,1.4,0.6,0.016,1.4,,,,,,,,,0.8,,-0.014,0.017,,2022-01-01
2021-10-01,AAA,3,2021,21.3,1.3,11.8,,0.068,0.031,51.0,34.0,20.0,2.2,736.0,12382.0,,,,,,0.475,,,1.1,1.4,1.2,-0.054,2531.0,0.093,0.021,0.018,0.6,0.3,4.9,3.2,2.1,1660.0,0.272,0.253,64.0,7.2,-0.348,1.2,0.7,0.021,1.3,,,,,,,,,0.9,,-0.171,-0.006,,2021-10-01
2021-07-01,AAA,2,2021,22.1,1.4,10.2,,0.077,0.034,56.0,43.0,22.0,2.9,778.0,12454.0,,,,,,0.494,,,1.2,1.5,1.2,0.067,3052.0,0.112,0.039,0.026,0.7,0.4,5.0,4.5,2.0,1758.0,0.425,0.394,77.0,6.6,-0.2,1.1,0.7,0.039,0.9,,,,,,,,,0.8,,-0.1,0.303,,2021-07-01
2021-04-01,AAA,1,2021,20.1,1.5,12.4,,0.085,0.033,60.0,57.0,26.0,2.6,730.0,9555.0,,,,,,0.398,,,0.8,1.3,1.0,0.063,3392.0,0.105,0.043,0.033,1.0,0.4,5.8,3.8,2.5,1165.0,0.234,0.202,91.0,6.1,-0.134,1.0,0.7,0.043,1.1,,,,,,,,,1.2,,0.039,0.015,,2021-04-01
2021-01-01,AAA,4,2020,18.5,1.4,11.3,,0.08,0.032,60.0,60.0,33.0,1.5,686.0,9411.0,,,,,,0.42,,,0.9,1.2,0.9,-0.005,3264.0,0.098,0.033,0.027,0.9,0.4,5.7,4.8,2.4,678.0,0.239,0.267,86.0,6.1,-0.123,0.9,0.8,0.033,1.0,,,,,,,,,1.1,,-0.054,0.016,,2021-01-01
2020-10-01,AAA,3,2020,14.8,1.1,9.6,,0.082,0.033,86.0,52.0,29.0,2.2,689.0,9261.0,,,,,,0.431,,,0.9,1.5,1.2,0.06,3450.0,0.108,0.057,0.041,0.9,0.4,5.5,1.7,2.3,1410.0,0.06,0.088,109.0,4.2,-0.08,0.9,0.8,0.057,0.9,,,,,,,,,1.1,,-0.08,0.177,,2020-10-01
2020-07-01,AAA,2,2020,15.0,1.2,9.4,,0.084,0.031,79.0,54.0,31.0,1.7,650.0,7866.0,,,,,,0.386,,,0.7,1.4,1.1,-0.205,3747.0,0.101,0.051,0.037,1.1,0.5,6.1,2.0,2.6,1170.0,0.083,0.111,102.0,4.6,-0.107,0.9,0.9,0.051,0.8,,,,,,,,,1.4,,-0.141,0.025,,2020-07-01
2020-04-01,AAA,1,2020,9.3,1.0,8.2,,0.109,0.04,80.0,66.0,29.0,1.6,818.0,7677.0,,,,,,0.378,,,0.7,1.5,1.1,-0.43,4363.0,0.114,0.053,0.037,1.2,0.5,5.2,1.8,2.6,1493.0,0.089,0.124,116.0,4.6,-0.193,1.0,0.8,0.053,0.9,,,,,,,,,1.4,,-0.201,-0.146,,2020-04-01
2020-01-01,AAA,4,2019,7.2,1.1,6.4,,0.17,0.06,28.0,47.0,26.0,1.9,1434.0,8990.0,,,,,,0.367,,,0.7,1.5,1.2,0.016,5463.0,0.096,0.053,0.032,1.2,0.5,4.1,1.7,2.7,1748.0,0.107,0.165,48.0,13.0,-0.205,1.2,1.3,0.053,0.8,,,,,,,,,1.4,,-0.006,0.021,,2020-01-01
2019-10-01,AAA,3,2019,8.8,1.4,6.4,,0.171,0.063,38.0,56.0,27.0,1.9,1412.0,8809.0,,,,,,0.362,,,0.7,1.6,1.3,0.047,5497.0,0.084,0.043,0.027,1.2,0.5,3.6,1.6,2.8,1966.0,0.072,0.108,67.0,9.6,-0.392,1.3,1.3,0.043,0.8,,,,,,,,,1.5,,0.007,-0.008,,2019-10-01
