index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,ASM,4,2024,16.7,0.6,12.6,,0.034,0.008,137.0,153.0,18.0,0.9,494.0,14648.0,,,,,,0.237,,,0.5,1.7,1.2,-0.137,3685.0,0.111,0.055,,1.7,0.6,9.4,1.0,4.2,5809.0,0.256,0.68,272.0,2.7,-0.039,0.6,,0.055,0.1,,,,,,,,,1.8,,0.029,-0.003,,2025-01-01
2024-10-01,ASM,3,2024,16.3,0.6,12.8,,0.04,0.011,95.0,141.0,23.0,1.4,572.0,14695.0,,,,,,0.262,,,0.6,1.4,0.9,0.019,3583.0,0.107,0.072,0.015,1.4,0.5,8.5,1.5,3.8,3509.0,0.082,0.226,214.0,3.8,-0.016,0.6,0.6,0.072,0.4,,,,,,,,,1.6,,-0.013,0.009,,2024-10-01
2024-07-01,ASM,2,2024,17.7,0.7,13.4,,0.039,0.01,90.0,138.0,20.0,1.6,561.0,14562.0,,,,,,0.261,,,0.6,1.4,0.9,0.041,3630.0,0.117,0.08,0.026,1.4,0.5,8.7,1.6,3.8,3200.0,0.09,0.222,209.0,4.0,-0.03,0.6,0.7,0.08,0.5,,,,,,,,,1.6,,-0.043,0.018,,2024-07-01
2024-04-01,ASM,1,2024,22.0,0.8,12.7,,0.038,0.01,90.0,135.0,18.0,1.4,539.0,14298.0,,,,,,0.261,,,0.6,1.4,0.8,-0.051,3792.0,0.126,0.08,0.023,1.4,0.5,8.1,1.5,3.8,2991.0,0.083,0.185,208.0,4.1,-0.031,0.6,0.7,0.08,0.4,,,,,,,,,1.6,,-0.037,0.007,,2024-04-01
2024-01-01,ASM,4,2023,16.6,0.7,11.8,,0.041,0.011,78.0,133.0,18.0,0.8,568.0,14205.0,,,,,,0.259,,,0.6,1.4,0.8,-0.118,3937.0,0.098,0.05,0.006,1.4,0.5,7.8,1.4,3.9,3230.0,0.174,0.369,193.0,4.7,-0.036,0.6,0.5,0.05,0.2,,,,,,,,,1.6,,-0.051,0.005,,2024-01-01
2023-10-01,ASM,3,2023,14.2,0.6,11.1,,0.045,0.012,69.0,110.0,23.0,1.2,644.0,14140.0,,,,,,0.27,,,0.7,1.4,0.9,-0.31,4147.0,0.106,0.068,0.016,1.3,0.5,6.9,1.4,3.7,2714.0,0.11,0.24,157.0,5.3,-0.075,0.6,0.6,0.068,0.4,,,,,,,,,1.5,,-0.077,0.007,,2023-10-01
2023-07-01,ASM,2,2023,10.3,0.7,9.9,,0.065,0.018,83.0,102.0,22.0,1.3,934.0,14039.0,,,,,,0.27,,,0.7,1.4,0.9,-0.296,4494.0,0.119,0.087,0.025,1.3,0.5,6.0,1.4,3.7,2544.0,0.042,0.121,163.0,4.4,-0.199,0.7,0.7,0.087,0.4,,,,,,,,,1.5,,-0.09,-0.017,,2023-07-01
2023-04-01,ASM,1,2023,5.5,0.5,9.7,,0.093,0.026,75.0,92.0,22.0,1.4,1328.0,14288.0,,,,,,0.272,,,0.7,1.4,0.9,-0.221,4940.0,0.125,0.086,0.023,1.3,0.5,5.5,1.3,3.7,2667.0,0.077,0.152,145.0,4.8,-0.197,0.7,0.7,0.086,0.4,,,,,,,,,1.5,,-0.149,0.055,,2023-04-01
2023-01-01,ASM,4,2022,4.1,0.5,8.0,,0.125,0.034,62.0,93.0,24.0,1.3,1705.0,13542.0,,,,,,0.262,,,0.7,1.3,0.8,-0.127,5803.0,0.105,0.06,0.014,1.3,0.5,5.1,1.5,3.8,1891.0,0.104,0.284,131.0,5.9,-0.22,0.7,0.6,0.06,0.4,,,,,,,,,1.4,,-0.018,-0.084,,2023-01-01
2022-10-01,ASM,3,2022,6.2,0.8,8.1,,0.139,0.039,64.0,90.0,28.0,2.6,1952.0,14787.0,,,,,,0.285,,,0.8,1.3,0.9,-0.13,5908.0,0.133,0.094,0.046,1.1,0.5,4.9,1.5,3.5,1989.0,0.119,0.297,127.0,5.7,-0.189,0.7,0.6,0.094,0.8,,,,,,,,,1.3,,0.072,-0.003,,2022-10-01
