index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,VIB,4,2024,8.5,1.5,,,0.181,0.016,,,,,2418.0,14051.0,0.036,0.258,0.035,0.501,0.039,0.085,0.129,0.332,0.1,,,0.003,,,,,,,,,11.8,,,,,,,,,,,0.534,0.364,0.669,0.657,1.173,0.571,0.023,0.371,10.8,0.01,,0.048,0.217,2025-01-01
2024-10-01,VIB,3,2024,8.0,1.4,,,0.189,0.017,,,,,2411.0,13407.0,0.04,0.178,0.039,0.471,0.042,0.09,0.134,0.361,0.1,,,-0.071,,,,,,,,,11.2,,,,,,,,,,,0.511,0.324,0.68,0.668,1.164,0.584,0.026,0.363,10.2,0.012,,0.042,0.211,2024-10-01
2024-07-01,VIB,2,2024,6.9,1.4,,,0.214,0.019,,,,,2595.0,12873.0,0.043,0.217,0.037,0.481,0.044,0.089,0.138,0.358,0.1,,,-0.08,,,,,,,,,11.2,,,,,,,,,,,0.513,0.334,0.659,0.647,1.126,0.585,0.024,0.384,10.2,0.015,,-0.002,0.188,2024-07-01
2024-04-01,VIB,1,2024,7.2,1.6,,,0.237,0.022,,,,,2822.0,12894.0,0.046,0.241,0.036,0.498,0.05,0.093,0.143,0.352,0.1,,,-0.018,,,,,,,,,10.8,,,,,,,,,,,0.518,0.376,0.663,0.647,1.143,0.58,0.023,0.38,9.8,0.014,,0.013,0.168,2024-04-01
2024-01-01,VIB,4,2023,5.5,1.2,,,0.243,0.023,,,,,2874.0,12734.0,0.048,0.258,0.031,0.51,0.055,0.093,0.142,0.303,0.1,,,-0.035,,,,,,,,,10.8,,,,,,,,,,,0.557,0.326,0.667,0.65,1.126,0.592,0.02,0.374,9.8,0.015,,0.053,0.148,2024-01-01
2023-10-01,VIB,3,2023,5.2,1.3,,,0.267,0.024,,,,,2979.0,12097.0,0.049,0.224,0.037,0.414,0.056,0.094,0.147,0.285,0.1,,,-0.01,,,,,,,,,10.7,,,,,,,,,,,0.572,0.356,0.658,0.639,1.15,0.572,0.024,0.382,9.7,0.011,,0.063,0.086,2023-10-01
2023-07-01,VIB,2,2023,5.3,1.4,,,0.288,0.025,,,,,3008.0,11382.0,0.047,0.179,0.036,0.391,0.052,0.09,0.144,0.29,0.1,,,0.019,,,,,,,,,11.2,,,,,,,,,,,0.568,0.44,0.638,0.62,1.143,0.558,0.023,0.4,10.2,0.007,,0.041,0.058,2023-07-01
2023-04-01,VIB,1,2023,4.8,1.3,,,0.3,0.025,,,,,2954.0,10932.0,0.047,0.127,0.036,0.38,0.048,0.091,0.142,0.318,0.1,,,0.039,,,,,,,,,11.0,,,,,,,,,,,0.546,0.437,0.658,0.642,1.15,0.572,0.023,0.381,10.0,0.005,,-0.002,0.07,2023-04-01
2023-01-01,VIB,4,2022,4.2,1.1,,,0.297,0.026,,,,,2842.0,10959.0,0.047,0.165,0.025,0.539,0.043,0.095,0.141,0.334,0.1,,,0.009,,,,,,,,,10.5,,,,,,,,,,,0.533,0.473,0.7,0.676,1.159,0.604,0.017,0.335,9.5,0.003,,0.071,0.151,2023-01-01
2022-10-01,VIB,3,2022,4.9,1.4,,,0.319,0.027,,,,,2816.0,10230.0,0.048,0.171,0.023,0.54,0.039,0.089,0.135,0.361,0.1,,,0.155,,,,,,,,,11.2,,,,,,,,,,,0.511,0.483,0.693,0.663,1.196,0.579,0.016,0.339,10.2,0.004,,0.079,0.204,2022-10-01
2022-07-01,VIB,2,2022,5.5,1.4,,,0.295,0.023,,,,,2438.0,9482.0,0.044,0.197,0.024,0.541,0.036,0.081,0.127,0.326,0.1,,,0.07,,,,,,,,,12.3,,,,,,,,,,,0.539,0.476,0.668,0.637,1.125,0.594,0.016,0.359,11.3,0.004,,0.086,0.212,2022-07-01
