index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,BID,4,2024,11.4,2.0,,,0.192,0.01,,,,,3574.0,20951.0,0.023,0.408,0.014,1.337,0.034,0.052,0.07,0.355,0.1,,,0.054,,,,,,,,,19.1,,,,,,,,,,,0.515,0.283,0.767,0.745,1.053,0.728,0.011,0.259,18.1,0.012,,0.044,0.157,2025-01-01
2024-10-01,BID,3,2024,12.1,2.0,,,0.189,0.01,,,,,3393.0,20070.0,0.025,0.189,0.017,1.157,0.038,0.054,0.071,0.365,0.1,,,0.025,,,,,,,,,18.6,,,,,,,,,,,0.509,0.302,0.785,0.758,1.042,0.754,0.013,0.24,17.6,0.012,,0.028,0.181,2024-10-01
2024-07-01,BID,2,2024,10.8,1.8,,,0.191,0.01,,,,,3310.0,19531.0,0.025,0.266,0.015,1.322,0.04,0.053,0.072,0.332,0.1,,,0.043,,,,,,,,,18.7,,,,,,,,,,,0.535,0.323,0.778,0.747,1.042,0.746,0.011,0.247,17.7,0.013,,0.044,0.156,2024-07-01
2024-04-01,BID,1,2024,13.6,2.3,,,0.191,0.01,,,,,3174.0,18704.0,0.025,0.211,0.015,1.528,0.046,0.055,0.072,0.314,0.1,,,0.016,,,,,,,,,18.0,,,,,,,,,,,0.549,0.345,0.797,0.77,1.034,0.771,0.012,0.232,17.0,0.012,,0.05,0.123,2024-04-01
2024-01-01,BID,4,2023,11.5,2.0,,,0.198,0.01,,,,,3124.0,17820.0,0.026,0.278,0.013,1.818,0.047,0.053,0.069,0.38,0.1,,,0.102,,,,,,,,,18.7,,,,,,,,,,,0.487,0.3,0.797,0.773,1.043,0.764,0.01,0.233,17.7,0.011,,0.032,0.168,2024-01-01
2023-10-01,BID,3,2023,11.5,1.9,,,0.186,0.009,,,,,2835.0,17265.0,0.027,0.229,0.016,1.584,0.049,0.056,0.072,0.338,0.1,,,-0.034,,,,,,,,,17.9,,,,,,,,,,,0.531,0.264,0.802,0.775,1.044,0.768,0.012,0.23,16.9,0.013,,0.043,0.106,2023-10-01
2023-07-01,BID,2,2023,10.8,1.9,,,0.202,0.01,,,,,2936.0,16549.0,0.028,0.215,0.016,1.515,0.045,0.054,0.07,0.369,0.1,,,0.013,,,,,,,,,18.6,,,,,,,,,,,0.504,0.322,0.791,0.767,1.054,0.75,0.012,0.241,17.6,0.013,,0.039,0.098,2023-07-01
2023-04-01,BID,1,2023,11.7,2.1,,,0.209,0.01,,,,,2897.0,15925.0,0.029,0.193,0.015,1.713,0.041,0.052,0.069,0.28,0.1,,,0.105,,,,,,,,,19.2,,,,,,,,,,,0.579,0.322,0.782,0.758,1.067,0.733,0.012,0.252,18.2,0.01,,0.054,0.126,2023-04-01
2023-01-01,BID,4,2022,10.8,1.9,,,0.198,0.009,,,,,2622.0,15107.0,0.029,0.179,0.012,2.168,0.036,0.049,0.068,0.441,0.1,,,0.115,,,,,,,,,20.3,,,,,,,,,,,0.443,0.237,0.741,0.718,1.033,0.717,0.008,0.291,19.3,0.01,,0.033,0.124,2023-01-01
2022-10-01,BID,3,2022,10.6,1.7,,,0.181,0.009,,,,,2352.0,14632.0,0.028,0.197,0.013,2.138,0.034,0.049,0.068,0.311,0.1,,,0.249,,,,,,,,,20.3,,,,,,,,,,,0.553,0.305,0.751,0.73,1.057,0.711,0.01,0.284,19.3,0.009,,0.075,0.125,2022-10-01
2022-07-01,BID,2,2022,13.0,1.8,,,0.151,0.007,,,,,1883.0,13616.0,0.028,0.194,0.01,2.608,0.034,0.047,0.063,0.287,0.0,,,0.13,,,,,,,,,21.1,,,,,,,,,,,0.572,0.287,0.77,0.749,1.055,0.731,0.008,0.263,20.1,0.011,,0.045,0.143,2022-07-01
2022-04-01,BID,1,2022,19.1,2.4,,,0.139,0.007,,,,,1666.0,13024.0,0.029,0.21,0.01,2.592,0.035,0.049,0.063,0.266,0.1,,,-0.101,,,,,,,,,20.6,,,,,,,,,,,0.591,0.224,0.788,0.767,1.015,0.776,0.007,0.245,19.6,0.013,,-0.14,0.149,2022-04-01
2022-01-01,BID,4,2021,17.8,2.2,,,0.132,0.006,,,,,1854.0,15150.0,0.029,0.288,0.01,2.194,0.036,0.049,0.064,0.403,0.1,,,0.058,,,,,,,,,20.4,,,,,,,,,,,0.478,0.151,0.79,0.769,0.981,0.805,0.008,0.241,19.4,0.015,,0.004,0.116,2022-01-01
2021-10-01,BID,3,2021,17.8,2.1,,,0.124,0.006,,,,,1752.0,15089.0,0.03,0.2,0.016,1.402,0.039,0.051,0.065,0.333,0.1,,,-0.006,,,,,,,,,19.6,,,,,,,,,,,0.53,0.139,0.813,0.788,1.014,0.801,0.013,0.219,18.6,0.016,,0.017,0.16,2021-10-01
2021-07-01,BID,2,2021,21.2,2.5,,,0.127,0.007,,,,,1763.0,14831.0,0.029,0.252,0.016,1.323,0.041,0.051,0.065,0.238,0.1,,,0.2,,,,,,,,,19.4,,,,,,,,,,,0.611,0.216,0.815,0.79,1.003,0.812,0.013,0.216,18.4,0.015,,0.028,0.139,2021-07-01
2021-04-01,BID,1,2021,23.1,2.4,,,0.108,0.006,,,,,1469.0,14431.0,0.025,0.258,0.018,1.076,0.044,0.053,0.067,0.276,0.1,,,0.041,,,,,,,,,18.9,,,,,,,,,,,0.58,0.186,0.817,0.791,1.006,0.812,0.014,0.211,17.9,0.015,,-0.085,0.116,2021-04-01
2021-01-01,BID,4,2020,26.9,2.4,,,0.094,0.005,,,,,1410.0,15773.0,0.024,0.317,0.018,0.884,0.047,0.053,0.066,0.408,0.1,,,-0.159,,,,,,,,,19.0,,,,,,,,,,,0.466,0.11,0.828,0.801,0.99,0.837,0.014,0.198,18.0,0.016,,-0.02,0.087,2021-01-01
2020-10-01,BID,3,2020,18.9,2.0,,,0.126,0.006,,,,,1678.0,16099.0,0.025,0.262,0.02,0.871,0.05,0.055,0.071,0.317,0.1,,,0.036,,,,,,,,,18.0,,,,,,,,,,,0.549,0.175,0.808,0.78,1.0,0.808,0.015,0.219,17.0,0.016,,0.023,0.067,2020-10-01
2020-07-01,BID,2,2020,18.2,1.9,,,0.125,0.006,,,,,1620.0,15744.0,0.025,0.359,0.02,0.81,0.052,0.055,0.07,0.366,0.1,,,0.034,,,,,,,,,18.2,,,,,,,,,,,0.511,0.189,0.816,0.788,1.007,0.811,0.016,0.211,17.2,0.015,,0.005,0.07,2020-07-01
2020-04-01,BID,1,2020,15.3,1.5,,,0.122,0.006,,,,,1566.0,15670.0,0.027,0.193,0.017,0.861,0.052,0.055,0.072,0.307,0.1,,,-0.066,,,,,,,,,18.2,,,,,,,,,,,0.552,0.127,0.792,0.765,1.005,0.788,0.013,0.233,17.2,0.016,,0.019,0.079,2020-04-01
2020-01-01,BID,4,2019,43.2,4.7,,,0.134,0.006,,,,,1677.0,15373.0,0.026,0.31,0.017,0.742,0.05,0.052,0.07,0.471,0.1,,,0.177,,,,,,,,,19.2,,,,,,,,,,,0.415,0.217,0.774,0.75,1.002,0.772,0.013,0.248,18.2,0.017,,0.31,0.13,2020-01-01
2019-10-01,BID,3,2019,42.0,5.1,,,0.135,0.005,,,,,1425.0,11738.0,0.027,0.245,0.021,0.782,0.05,0.042,0.055,0.303,0.0,,,0.009,,,,,,,,,24.0,,,,,,,,,,,0.563,0.162,0.778,0.753,0.99,0.786,0.016,0.243,23.0,0.018,,0.032,0.108,2019-10-01
2019-07-01,BID,2,2019,34.0,4.2,,,0.137,0.005,,,,,1413.0,11372.0,0.027,0.239,0.02,0.727,0.048,0.041,0.054,0.353,0.0,,,-0.027,,,,,,,,,24.3,,,,,,,,,,,0.517,0.146,0.784,0.761,1.005,0.781,0.015,0.233,23.3,0.016,,0.015,0.146,2019-07-01
2019-04-01,BID,1,2019,37.4,4.9,,,0.145,0.006,,,,,1452.0,11199.0,0.027,0.202,0.017,0.702,0.048,0.042,0.055,0.28,0.0,,,-0.206,,,,,,,,,23.7,,,,,,,,,,,0.578,0.189,0.787,0.763,1.009,0.779,0.013,0.229,22.7,0.018,,-0.176,0.166,2019-04-01
2019-01-01,BID,4,2018,17.9,2.4,,,0.151,0.006,,,,,1829.0,13598.0,0.028,0.197,0.017,0.743,0.047,0.042,0.055,0.42,0.0,,,-0.116,,,,,,,,,24.0,,,,,,,,,,,0.451,0.148,0.777,0.753,0.999,0.778,0.013,0.239,23.0,0.019,,0.018,0.142,2019-01-01
2018-10-01,BID,3,2018,16.2,2.5,,,0.177,0.007,,,,,2069.0,13356.0,0.029,0.25,0.018,0.87,0.049,0.042,0.055,0.39,0.0,,,0.031,,,,,,,,,23.6,,,,,,,,,,,0.483,0.167,0.787,0.764,1.016,0.774,0.013,0.23,22.6,0.019,,0.01,0.17,2018-10-01
2018-07-01,BID,2,2018,12.3,1.9,,,0.17,0.007,,,,,2008.0,13227.0,0.03,0.226,0.015,0.85,0.047,0.042,0.057,0.394,0.0,,,0.145,,,,,,,,,23.8,,,,,,,,,,,0.484,0.185,0.755,0.733,0.963,0.784,0.011,0.26,22.8,0.023,,0.047,0.152,2018-07-01
2018-04-01,BID,1,2018,23.5,3.3,,,0.153,0.006,,,,,1754.0,12631.0,0.03,0.187,0.016,0.807,0.048,0.041,0.058,0.246,0.0,,,0.022,,,,,,,,,24.2,,,,,,,,,,,0.613,0.179,0.74,0.716,0.966,0.766,0.012,0.277,23.2,0.023,,0.037,0.158,2018-04-01
