index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,DXG,4,2024,52.2,1.3,18.6,,0.025,0.009,1170.0,2056.0,145.0,3.5,290.0,12015.0,,,,,,0.359,,,1.1,2.5,1.2,0.778,1815.0,0.503,0.269,0.103,0.4,0.2,4.9,0.9,2.8,15739.0,0.082,0.095,3081.0,0.3,-0.168,0.2,0.5,0.269,0.7,,,,,,,,,0.9,,0.056,-0.02,,2025-01-01
2024-10-01,DXG,3,2024,98.2,1.3,19.7,,0.014,0.005,1233.0,2136.0,202.0,2.5,163.0,12267.0,,,,,,0.37,,,1.2,2.6,1.2,-0.208,1719.0,0.499,0.231,0.03,0.3,0.2,4.8,1.0,2.7,16319.0,0.071,0.083,3168.0,0.3,-0.152,0.2,0.2,0.231,0.5,,,,,,,,,0.8,,-0.079,0.003,,2024-10-01
2024-07-01,DXG,2,2024,74.5,1.3,16.7,,0.018,0.006,1150.0,2047.0,191.0,2.8,205.0,12231.0,,,,,,0.368,,,1.2,2.5,1.2,-0.407,1867.0,0.478,0.224,0.029,0.3,0.2,4.5,1.2,2.7,15873.0,0.069,0.09,3007.0,0.3,-0.22,0.2,0.2,0.224,0.6,,,,,,,,,0.9,,0.154,0.003,,2024-07-01
2024-04-01,DXG,1,2024,54.8,1.6,17.4,,0.031,0.01,1288.0,2221.0,247.0,2.2,347.0,12198.0,,,,,,0.358,,,1.1,2.4,1.2,0.716,1618.0,0.444,0.239,0.029,0.3,0.2,5.2,0.9,2.8,16005.0,0.09,0.138,3262.0,0.3,-0.258,0.1,0.2,0.239,0.5,,,,,,,,,0.9,,0.208,0.129,,2024-04-01
2024-01-01,DXG,4,2023,91.7,1.7,26.3,,0.019,0.006,1459.0,2573.0,183.0,2.7,202.0,10802.0,,,,,,0.327,,,1.0,2.3,1.0,-1.633,1340.0,0.459,0.236,0.034,0.4,0.2,6.7,1.0,3.1,14606.0,0.019,0.024,3849.0,0.3,-0.338,0.1,0.4,0.236,0.4,,,,,,,,,1.0,,2.61,0.005,,2024-01-01
2023-10-01,DXG,3,2023,-53.7,1.6,103.1,,-0.029,-0.009,1649.0,2920.0,140.0,2.3,-319.0,10748.0,,,,,,0.307,,,0.9,2.2,1.0,0.44,371.0,0.489,0.272,0.056,0.4,0.2,25.5,0.8,3.3,14793.0,0.045,0.048,4429.0,0.2,-0.348,0.1,0.4,0.272,0.6,,,,,,,,,1.1,,0.91,0.007,,2023-10-01
2023-07-01,DXG,2,2023,-60.8,1.3,173.3,,-0.021,-0.006,1555.0,2843.0,79.0,0.6,-221.0,10678.0,,,,,,0.305,,,0.9,2.1,1.0,-0.107,194.0,0.406,0.115,0.219,0.4,0.2,50.6,1.0,3.3,14403.0,0.032,0.045,4319.0,0.2,-0.345,0.1,0.6,0.115,3.0,,,,,,,,,1.2,,-0.581,0.016,,2023-07-01
2023-04-01,DXG,1,2023,-45.9,1.1,76.9,,-0.024,-0.007,1179.0,2313.0,54.0,0.0,-248.0,10506.0,,,,,,0.3,,,0.9,2.2,1.0,-2.203,463.0,0.44,,,0.4,0.2,18.2,0.6,3.3,15007.0,0.044,0.053,3438.0,0.3,-0.382,0.1,,,19.6,,,,,,,,,1.2,,-0.686,-0.175,,2023-04-01
2023-01-01,DXG,4,2022,58.5,0.9,20.3,,0.017,0.005,883.0,1806.0,73.0,-1.6,206.0,12736.0,,,,,,0.298,,,0.8,2.2,1.1,-0.821,1476.0,0.441,,,0.4,0.2,5.7,0.5,3.4,15030.0,0.066,0.112,2616.0,0.4,-0.361,0.2,,,1.6,,,,,,,,,1.2,,-0.376,-0.039,,2023-01-01
2022-10-01,DXG,3,2022,16.7,1.5,12.9,,0.092,0.028,709.0,1425.0,50.0,1.9,1154.0,13252.0,,,,,,0.305,,,0.9,2.1,1.1,0.138,2367.0,0.543,0.176,0.122,0.4,0.2,4.4,1.1,3.3,14940.0,0.074,0.125,2084.0,0.5,-0.212,0.2,0.5,0.176,1.4,,,,,,,,,1.1,,-0.142,0.02,,2022-10-01
2022-07-01,DXG,2,2022,18.2,1.4,10.7,,0.082,0.025,721.0,1278.0,41.0,2.4,1013.0,12992.0,,,,,,0.308,,,0.9,2.1,1.1,-0.185,2760.0,0.512,0.159,0.086,0.4,0.2,4.2,1.3,3.2,13985.0,0.174,0.302,1958.0,0.5,-0.241,0.2,0.4,0.159,1.3,,,,,,,,,1.1,,-0.344,0.018,,2022-07-01
2022-04-01,DXG,1,2022,35.5,3.5,10.3,,0.113,0.033,456.0,976.0,45.0,5.8,1243.0,12764.0,,,,,,0.319,,,0.9,1.9,1.0,-0.235,4206.0,0.578,0.337,0.151,0.3,0.1,2.4,4.0,3.1,11914.0,0.137,0.12,1387.0,0.8,-0.236,0.3,0.5,0.337,0.9,,,,,,,,,1.1,,-0.158,0.036,,2022-04-01
2022-01-01,DXG,4,2021,20.4,2.7,10.5,,0.154,0.045,389.0,898.0,44.0,2.1,1626.0,12321.0,,,,,,0.31,,,0.9,1.9,1.0,0.381,4994.0,0.493,0.121,0.122,0.3,0.2,1.9,2.0,3.2,11973.0,0.205,0.123,1244.0,0.9,-0.16,0.4,0.8,0.121,1.3,,,,,,,,,1.1,,0.056,0.031,,2022-01-01
2021-10-01,DXG,3,2021,16.2,1.6,10.5,,0.111,0.033,460.0,993.0,46.0,2.5,1177.0,11951.0,,,,,,0.298,,,0.8,1.9,1.0,-0.054,4727.0,0.601,0.268,0.04,0.5,0.2,2.4,2.3,3.4,11729.0,0.315,0.2,1407.0,0.8,-0.359,0.3,0.2,0.268,0.7,,,,,,,,,1.2,,-0.08,0.0,,2021-10-01
2021-07-01,DXG,2,2021,16.8,1.7,8.0,,0.119,0.037,520.0,969.0,64.0,7.8,1245.0,11949.0,,,,,,0.306,,,0.9,2.2,1.3,27.028,5137.0,0.549,0.299,0.084,0.5,0.3,2.4,0.8,3.3,13303.0,0.351,0.317,1425.0,0.7,-0.307,0.3,0.3,0.299,0.9,,,,,,,,,1.1,,0.511,0.275,,2021-07-01
2021-04-01,DXG,1,2021,469.7,2.2,10.5,,0.005,0.001,726.0,1710.0,69.0,8.8,44.0,9371.0,,,,,,0.26,,,0.6,1.9,1.0,-1.063,3400.0,0.588,0.347,0.18,0.7,0.3,3.6,0.5,3.8,10365.0,0.241,0.217,2367.0,0.5,-0.245,0.2,0.6,0.347,0.9,,,,,,,,,1.7,,0.973,-0.08,,2021-04-01
2021-01-01,DXG,4,2020,-19.6,1.4,21.5,,-0.065,-0.02,1221.0,3061.0,73.0,1.7,-708.0,10188.0,,,,,,0.264,,,0.6,1.9,0.9,4.501,1723.0,0.511,0.125,,0.7,0.3,5.8,0.5,3.8,9543.0,0.195,0.143,4209.0,0.3,-0.249,0.1,,0.125,0.5,,,,,,,,,1.6,,-0.473,-0.051,,2021-01-01
2020-10-01,DXG,3,2020,-68.2,0.8,12.1,,-0.013,-0.004,859.0,1735.0,32.0,4.2,-128.0,10734.0,,,,,,0.295,,,0.7,2.3,1.1,-1.456,3271.0,0.798,0.485,0.126,0.7,0.3,3.3,0.3,3.4,10524.0,0.18,0.157,2563.0,0.4,-0.32,0.2,0.3,0.485,0.8,,,,,,,,,1.4,,-0.183,0.02,,2020-10-01
2020-07-01,DXG,2,2020,34.5,0.9,7.4,,0.029,0.009,710.0,1277.0,38.0,1.8,281.0,10525.0,,,,,,0.314,,,0.7,2.5,1.2,-0.824,4002.0,0.747,0.353,,0.7,0.3,2.6,0.2,3.2,10418.0,0.146,0.207,1949.0,0.5,-0.451,0.2,,0.353,-2.5,,,,,,,,,1.4,,-0.042,-0.086,,2020-07-01
2020-04-01,DXG,1,2020,4.2,0.6,6.8,,0.159,0.055,639.0,1082.0,40.0,3.3,1601.0,11516.0,,,,,,0.331,,,0.7,2.3,1.2,-0.216,4178.0,0.605,0.263,0.112,0.6,0.3,2.3,0.3,3.0,10493.0,0.085,0.138,1681.0,0.6,-0.721,0.3,0.5,0.263,0.8,,,,,,,,,1.4,,-0.147,-0.018,,2020-04-01
2020-01-01,DXG,4,2019,6.2,1.1,4.4,,0.203,0.072,100.0,762.0,66.0,13.1,2041.0,11725.0,,,,,,0.352,,,0.9,2.3,1.4,-0.089,4900.0,0.472,0.331,0.154,0.5,0.2,1.7,0.3,2.8,9790.0,0.086,0.145,797.0,3.6,-1.055,0.3,2.2,0.331,1.0,,,,,,,,,1.2,,-0.242,0.204,,2020-01-01
2019-10-01,DXG,3,2019,6.8,1.6,4.8,,0.259,0.085,91.0,851.0,56.0,13.4,2239.0,9740.0,,,,,,0.323,,,0.8,2.0,1.3,0.025,6467.0,0.656,0.485,0.241,0.4,0.2,1.4,0.5,3.1,7800.0,0.188,0.219,886.0,4.0,-2.712,0.3,2.1,0.485,1.0,,,,,,,,,1.3,,0.189,0.063,,2019-10-01
