index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,TVD,4,2024,6.1,0.9,2.2,,0.137,0.042,11.0,13.0,25.0,9.9,2098.0,15052.0,,,,,,0.271,,,0.4,1.1,1.0,0.297,8424.0,0.105,0.067,0.048,1.2,0.3,2.0,0.5,3.7,174.0,0.05,0.058,-1.0,32.8,-0.551,2.9,0.8,0.067,0.9,,,,,,,,,2.7,,-0.092,0.139,,2025-01-01
2024-10-01,TVD,3,2024,7.5,0.9,1.7,,0.118,0.034,13.0,22.0,29.0,-6.0,1618.0,13218.0,,,,,,0.284,,,0.4,1.2,0.8,-0.482,9281.0,,,,0.9,0.3,1.5,0.0,3.5,212.0,0.494,0.616,6.0,28.5,-0.418,2.8,,,1.2,,,,,,,,,2.5,,-0.216,-0.08,,2024-10-01
2024-07-01,TVD,2,2024,4.0,0.9,2.2,,0.22,0.057,11.0,22.0,34.0,4.9,3125.0,14363.0,,,,,,0.236,,,0.3,1.2,1.0,0.041,11840.0,0.061,0.03,0.019,1.1,0.3,1.3,0.3,4.2,255.0,0.053,0.066,-1.0,33.3,-0.409,2.6,0.8,0.03,0.8,,,,,,,,,3.2,,0.035,-0.129,,2024-07-01
2024-04-01,TVD,1,2024,4.7,0.9,2.2,,0.188,0.057,15.0,23.0,31.0,4.8,3000.0,16490.0,,,,,,0.309,,,0.4,1.3,1.0,0.024,11442.0,0.061,0.03,0.02,0.8,0.3,1.2,0.2,3.2,302.0,0.065,0.084,7.0,24.4,-0.313,2.7,0.8,0.03,0.8,,,,,,,,,2.2,,-0.089,0.058,,2024-04-01
2024-01-01,TVD,4,2023,4.5,0.9,2.2,,0.191,0.056,13.0,18.0,30.0,6.9,2930.0,15592.0,,,,,,0.354,,,0.5,1.3,1.0,-0.398,12555.0,0.118,0.069,0.046,1.0,0.3,1.4,0.4,2.8,223.0,0.072,0.081,1.0,27.5,-0.243,2.7,0.8,0.069,0.8,,,,,,,,,1.8,,-0.129,0.095,,2024-01-01
2023-10-01,TVD,3,2023,2.7,0.9,2.0,,0.377,0.1,1.0,18.0,22.0,1.9,4871.0,14238.0,,,,,,0.285,,,0.4,1.2,0.9,-0.008,14414.0,0.047,0.016,0.006,1.1,0.3,1.1,0.3,3.5,217.0,0.074,0.071,-3.0,285.5,-0.433,3.3,0.7,0.016,0.5,,,,,,,,,2.5,,-0.056,0.017,,2023-10-01
2023-07-01,TVD,2,2023,3.0,1.1,1.8,,0.388,0.097,-4.0,21.0,21.0,3.3,4912.0,14006.0,,,,,,0.282,,,0.4,1.1,0.7,0.064,15272.0,0.062,0.033,0.018,1.1,0.3,1.0,0.3,3.5,137.0,0.055,0.062,-5.0,,-0.402,3.0,0.8,0.033,0.7,,,,,,,,,2.5,,0.007,-0.094,,2023-07-01
2023-04-01,TVD,1,2023,2.8,0.8,2.0,,0.33,0.091,5.0,27.0,17.0,3.1,4615.0,15460.0,,,,,,0.299,,,0.4,1.2,0.8,0.101,15172.0,0.065,0.032,0.017,0.9,0.3,1.1,0.3,3.3,214.0,0.033,0.031,16.0,67.1,-0.358,3.1,0.8,0.032,0.7,,,,,,,,,2.3,,-0.026,0.028,,2023-04-01
2023-01-01,TVD,4,2022,1.7,0.5,1.9,,0.306,0.074,-2.0,22.0,35.0,12.0,4191.0,15045.0,,,,,,0.249,,,0.3,1.2,0.9,0.762,15577.0,0.12,0.092,0.067,1.3,0.3,1.2,0.3,4.0,243.0,0.019,0.019,-15.0,,-0.301,2.7,0.8,0.092,0.9,,,,,,,,,3.0,,0.178,0.299,,2023-01-01
2022-10-01,TVD,3,2022,4.8,1.0,2.0,,0.212,0.046,-13.0,31.0,28.0,0.4,2378.0,11583.0,,,,,,0.243,,,0.3,0.8,0.5,-0.028,13218.0,0.044,0.004,0.01,1.3,0.3,1.4,0.3,4.1,-166.0,0.033,0.035,-9.0,,-0.218,2.6,1.0,0.004,2.4,,,,,,,,,3.1,,-0.065,0.024,,2022-10-01
