index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,GEX,4,2024,11.9,1.4,6.6,,0.123,0.03,40.0,115.0,37.0,5.4,1889.0,16276.0,,,,,,0.26,,,0.8,1.3,0.8,0.566,7790.0,0.238,0.137,0.056,0.7,0.3,2.7,1.0,3.8,5917.0,0.175,0.211,119.0,9.0,-0.225,0.6,0.4,0.137,1.0,,,,,,,,,1.3,,0.18,0.042,,2025-01-01
2024-10-01,GEX,3,2024,18.0,1.4,7.4,,0.08,0.019,52.0,124.0,35.0,3.7,1206.0,15624.0,,,,,,0.25,,,0.7,1.3,0.8,-0.022,6600.0,0.191,0.105,0.011,0.8,0.3,3.3,1.2,4.0,5876.0,0.12,0.156,141.0,7.1,-0.247,0.6,0.2,0.105,0.6,,,,,,,,,1.4,,-0.06,0.012,,2024-10-01
2024-07-01,GEX,2,2024,17.9,1.4,6.6,,0.083,0.02,55.0,127.0,38.0,2.9,1233.0,15435.0,,,,,,0.253,,,0.7,1.3,0.8,0.993,7019.0,0.181,0.095,0.103,0.8,0.3,2.9,1.1,4.0,5609.0,0.194,0.244,143.0,6.6,-0.273,0.6,0.6,0.095,1.8,,,,,,,,,1.4,,-0.124,0.065,,2024-07-01
2024-04-01,GEX,1,2024,40.2,1.7,6.6,,0.044,0.01,34.0,123.0,34.0,2.1,618.0,14497.0,,,,,,0.231,,,0.7,1.2,0.7,0.607,8014.0,0.18,0.096,0.016,0.9,0.4,2.8,0.9,4.3,2719.0,0.15,0.167,124.0,10.7,-0.276,0.6,0.3,0.096,0.6,,,,,,,,,1.5,,-0.024,0.009,,2024-04-01
2024-01-01,GEX,4,2023,61.3,1.6,5.9,,0.027,0.006,25.0,130.0,43.0,1.0,385.0,14373.0,,,,,,0.224,,,0.6,1.1,0.6,-0.239,8211.0,0.143,0.04,,0.9,0.4,2.6,1.0,4.5,1544.0,0.156,0.191,112.0,14.6,-0.3,0.6,,0.04,0.0,,,,,,,,,1.6,,-0.028,-0.002,,2024-01-01
2023-10-01,GEX,3,2023,41.1,1.4,6.0,,0.035,0.008,42.0,140.0,44.0,2.0,506.0,14397.0,,,,,,0.228,,,0.7,1.2,0.7,0.328,8452.0,0.186,0.097,0.016,0.9,0.3,2.5,0.8,4.4,3119.0,0.18,0.209,139.0,8.6,-0.329,0.5,0.3,0.097,0.5,,,,,,,,,1.5,,0.11,0.01,,2023-10-01
2023-07-01,GEX,2,2023,50.8,1.4,6.0,,0.026,0.006,56.0,144.0,49.0,3.1,380.0,14254.0,,,,,,0.234,,,0.7,1.2,0.7,15.969,7614.0,0.211,0.134,0.04,0.8,0.3,2.9,0.7,4.3,3632.0,0.17,0.231,151.0,6.5,-0.26,0.5,0.4,0.134,0.8,,,,,,,,,1.5,,-0.02,0.023,,2023-07-01
2023-04-01,GEX,1,2023,552.4,0.9,6.4,,0.002,0.0,75.0,137.0,42.0,1.9,22.0,13938.0,,,,,,0.228,,,0.7,1.2,0.7,-0.949,7766.0,0.198,0.104,,0.9,0.3,3.1,0.8,4.4,2962.0,0.193,0.21,170.0,4.9,-0.247,0.5,,0.104,0.2,,,,,,,,,1.5,,-0.034,-0.009,,2023-04-01
2023-01-01,GEX,4,2022,28.1,0.9,4.9,,0.031,0.007,55.0,148.0,55.0,1.8,441.0,14062.0,,,,,,0.231,,,0.7,1.1,0.6,-0.245,8042.0,0.178,0.084,0.011,0.8,0.3,2.8,0.7,4.3,2563.0,0.15,0.277,148.0,6.6,-0.235,0.6,0.3,0.084,0.5,,,,,,,,,1.5,,-0.057,-0.01,,2023-01-01
2022-10-01,GEX,3,2022,32.5,1.3,5.0,,0.042,0.009,50.0,140.0,56.0,1.7,585.0,14200.0,,,,,,0.227,,,0.6,1.2,0.7,-0.309,8529.0,0.189,0.078,0.002,0.8,0.3,2.7,0.7,4.4,3682.0,0.207,0.347,133.0,7.3,-0.435,0.6,0.1,0.078,0.5,,,,,,,,,1.6,,-0.172,-0.032,,2022-10-01
