index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,BCG,4,2024,13.4,0.5,24.6,,0.048,0.009,687.0,405.0,284.0,0.1,458.0,11308.0,,,,,,0.214,,,0.9,1.7,1.4,0.9,1625.0,0.189,0.016,0.112,0.5,0.2,10.3,0.4,4.7,8964.0,0.034,0.133,808.0,0.5,-0.031,0.1,1.1,0.016,6.4,,,,,,,,,1.2,,-0.09,0.012,,2025-01-01
2024-10-01,BCG,3,2024,27.1,0.6,22.2,,0.026,0.005,626.0,422.0,247.0,0.7,241.0,11169.0,,,,,,0.217,,,0.9,1.8,1.5,1.45,1785.0,0.284,0.151,0.116,0.6,0.3,10.2,0.4,4.6,9628.0,0.023,0.095,801.0,0.6,-0.04,0.1,0.3,0.151,2.2,,,,,,,,,1.1,,-0.013,0.013,,2024-10-01
2024-07-01,BCG,2,2024,77.0,0.7,22.9,,0.011,0.002,631.0,453.0,252.0,0.6,98.0,11021.0,,,,,,0.214,,,0.9,1.9,1.5,0.147,1809.0,0.302,0.166,0.118,0.6,0.3,10.8,0.4,4.7,9798.0,0.056,0.213,832.0,0.6,-0.029,0.1,0.3,0.166,2.1,,,,,,,,,1.2,,-0.224,0.418,,2024-07-01
2024-04-01,BCG,1,2024,93.1,1.0,23.0,,0.011,0.002,496.0,486.0,300.0,0.5,85.0,7774.0,,,,,,0.161,,,0.7,1.6,1.3,0.008,2332.0,0.28,0.129,0.014,0.7,0.3,10.9,0.4,6.2,7305.0,0.024,0.069,682.0,0.7,-0.035,0.1,0.1,0.129,0.9,,,,,,,,,1.4,,0.048,0.0,,2024-04-01
2024-01-01,BCG,4,2023,94.1,1.0,21.3,,0.011,0.002,640.0,426.0,180.0,0.3,85.0,7771.0,,,,,,0.163,,,0.7,1.6,1.3,-2.197,2225.0,0.255,0.1,,0.7,0.3,11.4,0.3,6.1,7496.0,0.043,0.184,885.0,0.6,-0.029,0.1,,0.1,0.0,,,,,,,,,1.4,,0.226,0.013,,2024-01-01
2023-10-01,BCG,3,2023,-126.2,1.2,26.5,,-0.009,-0.001,751.0,398.0,161.0,0.3,-71.0,7671.0,,,,,,0.157,,,0.5,1.4,1.1,0.494,1815.0,0.283,0.117,0.006,1.0,0.3,15.3,0.5,6.4,5515.0,0.045,0.147,988.0,0.5,-0.062,0.1,0.2,0.117,0.3,,,,,,,,,1.9,,-0.097,-0.001,,2023-10-01
2023-07-01,BCG,2,2023,-175.9,1.1,24.0,,-0.006,-0.001,634.0,389.0,138.0,0.6,-47.0,7676.0,,,,,,0.155,,,0.5,1.3,1.1,-1.492,2011.0,0.373,0.213,0.108,1.0,0.3,13.7,1.0,6.4,5050.0,0.05,0.184,886.0,0.6,-0.08,0.1,0.6,0.213,0.8,,,,,,,,,2.0,,0.134,0.014,,2023-07-01
2023-04-01,BCG,1,2023,59.2,0.8,32.1,,0.014,0.002,541.0,413.0,118.0,0.2,96.0,7568.0,,,,,,0.144,,,0.5,1.3,1.0,-0.751,1773.0,0.294,0.14,0.019,1.0,0.3,17.6,0.6,6.9,4371.0,0.042,0.104,836.0,0.7,-0.405,0.1,0.4,0.14,0.4,,,,,,,,,2.2,,-0.376,-0.023,,2023-04-01
2023-01-01,BCG,4,2022,14.7,0.7,21.4,,0.066,0.008,563.0,318.0,193.0,-0.2,389.0,7748.0,,,,,,0.155,,,0.5,1.6,1.3,-0.466,2840.0,0.108,,,1.1,0.3,12.1,0.2,6.5,6570.0,0.046,0.141,689.0,0.6,-0.51,0.1,,,5.2,,,,,,,,,2.2,,-0.08,-0.031,,2023-01-01
2022-10-01,BCG,3,2022,15.3,1.4,19.3,,0.122,0.016,773.0,349.0,148.0,0.7,730.0,7994.0,,,,,,0.161,,,0.5,2.3,2.0,-0.178,3088.0,0.301,0.168,0.022,1.1,0.4,11.7,0.2,6.2,11163.0,0.097,0.338,973.0,0.5,-0.361,0.1,0.4,0.168,0.3,,,,,,,,,2.2,,-0.049,-0.025,,2022-10-01
