index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,CMG,4,2024,29.2,3.3,12.6,,0.119,0.043,32.0,13.0,48.0,7.7,1531.0,13500.0,,,,,,0.37,,,0.9,1.3,1.2,-0.011,4774.0,0.194,0.081,0.055,0.5,0.2,2.0,1.0,2.7,801.0,0.184,0.07,-4.0,11.5,-0.243,1.1,0.7,0.081,0.9,,,,,,,,,1.2,,0.025,0.047,,2025-01-01
2024-10-01,CMG,3,2024,29.6,3.5,15.0,,0.124,0.045,26.0,13.0,47.0,3.4,1548.0,12897.0,,,,,,0.356,,,0.8,1.2,1.1,-0.026,4657.0,0.15,0.031,0.027,0.5,0.2,2.2,1.2,2.8,625.0,0.165,0.057,-8.0,13.9,-0.218,1.1,0.7,0.031,1.3,,,,,,,,,1.2,,0.016,0.002,,2024-10-01
2024-07-01,CMG,2,2024,34.6,4.3,15.2,,0.128,0.047,22.0,15.0,59.0,5.6,1589.0,12871.0,,,,,,0.372,,,0.9,1.2,1.2,-0.002,4582.0,0.189,0.057,0.046,0.5,0.2,2.0,0.9,2.7,661.0,0.138,0.047,-22.0,16.3,-0.133,1.0,0.7,0.057,1.1,,,,,,,,,1.1,,0.016,0.031,,2024-07-01
2024-04-01,CMG,1,2024,22.6,2.9,16.0,,0.132,0.05,25.0,13.0,49.0,8.5,1592.0,12483.0,,,,,,0.385,,,1.0,1.1,1.1,0.037,4512.0,0.21,0.045,0.033,0.5,0.2,1.9,1.3,2.6,399.0,0.153,0.048,-11.0,14.6,-0.355,1.1,0.6,0.045,1.2,,,,,,,,,1.0,,0.035,0.013,,2024-04-01
2024-01-01,CMG,4,2023,25.5,3.2,14.0,,0.129,0.046,37.0,15.0,51.0,6.3,1535.0,12322.0,,,,,,0.358,,,0.8,1.2,1.1,0.06,4358.0,0.192,0.074,0.061,0.5,0.2,2.1,1.2,2.8,583.0,0.186,0.072,1.0,10.0,-0.379,1.1,0.7,0.074,1.1,,,,,,,,,1.2,,-0.08,0.017,,2024-01-01
2023-10-01,CMG,3,2023,23.3,2.8,13.4,,0.125,0.046,27.0,19.0,48.0,2.4,1447.0,12115.0,,,,,,0.371,,,0.9,1.2,1.1,-0.027,4738.0,0.175,0.038,0.038,0.5,0.2,2.1,1.2,2.7,490.0,0.122,0.052,-2.0,13.5,-0.404,1.1,0.8,0.038,1.3,,,,,,,,,1.1,,-0.176,0.02,,2023-10-01
2023-07-01,CMG,2,2023,21.9,2.7,11.7,,0.131,0.047,22.0,18.0,53.0,4.8,1488.0,11873.0,,,,,,0.36,,,0.8,1.1,1.0,0.013,5747.0,0.172,0.055,0.047,0.5,0.2,2.0,1.2,2.8,240.0,0.08,0.037,-13.0,16.7,-0.486,1.2,0.8,0.055,1.1,,,,,,,,,1.2,,0.026,0.014,,2023-07-01
2023-04-01,CMG,1,2023,19.1,2.4,12.2,,0.134,0.048,36.0,22.0,48.0,1.7,1469.0,11705.0,,,,,,0.377,,,0.9,1.2,1.1,0.031,5601.0,0.193,0.029,0.023,0.4,0.2,2.0,2.0,2.7,605.0,0.119,0.051,10.0,10.1,-0.211,1.2,0.8,0.029,1.1,,,,,,,,,1.1,,-0.014,0.018,,2023-04-01
2023-01-01,CMG,4,2022,19.8,2.5,11.3,,0.131,0.047,51.0,21.0,50.0,5.2,1425.0,11501.0,,,,,,0.351,,,0.8,1.3,1.2,0.046,5678.0,0.174,0.058,0.048,0.5,0.2,2.0,0.6,2.8,922.0,0.121,0.059,22.0,7.1,-0.362,1.2,0.8,0.058,1.0,,,,,,,,,1.3,,0.049,0.048,,2023-01-01
2022-10-01,CMG,3,2022,23.7,2.9,11.9,,0.131,0.048,43.0,23.0,47.0,3.7,1362.0,10970.0,,,,,,0.357,,,0.8,1.2,1.1,0.038,5415.0,0.201,0.057,0.042,0.5,0.2,2.0,1.0,2.8,645.0,0.101,0.048,18.0,8.6,-0.364,1.2,0.7,0.057,1.0,,,,,,,,,1.2,,-0.115,0.018,,2022-10-01
2022-07-01,CMG,2,2022,22.8,2.8,11.9,,0.129,0.047,45.0,20.0,51.0,5.8,1312.0,10781.0,,,,,,0.354,,,0.8,1.2,1.1,0.148,6119.0,0.188,0.062,0.047,0.5,0.2,2.2,1.0,2.8,686.0,0.11,0.052,14.0,8.1,-0.451,1.1,0.8,0.062,1.0,,,,,,,,,1.3,,0.083,0.053,,2022-07-01
2022-04-01,CMG,1,2022,28.2,3.2,14.5,,0.117,0.043,53.0,25.0,50.0,4.4,1142.0,10242.0,,,,,,0.346,,,0.8,1.4,1.2,-0.081,5649.0,0.187,0.041,0.019,0.6,0.3,2.4,0.8,2.9,917.0,0.13,0.052,27.0,7.0,-0.583,1.1,0.6,0.041,0.8,,,,,,,,,1.3,,0.008,-0.103,,2022-04-01
2022-01-01,CMG,4,2021,25.2,2.7,15.0,,0.114,0.043,71.0,25.0,52.0,6.6,1244.0,11414.0,,,,,,0.362,,,0.8,1.5,1.3,0.126,5603.0,0.187,0.069,0.054,0.5,0.2,2.4,0.7,2.8,1217.0,0.151,0.055,44.0,5.2,-0.523,1.1,0.7,0.069,1.1,,,,,,,,,1.3,,0.071,0.048,,2022-01-01
