index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,HAG,4,2024,13.6,1.6,10.3,,0.135,0.046,-156.0,84.0,117.0,1.6,955.0,8146.0,,,,,,0.385,,,0.7,0.7,0.6,-0.444,2108.0,0.391,0.281,0.134,0.8,0.3,3.6,4.6,2.6,-3601.0,0.016,0.011,-189.0,,-0.14,0.3,1.1,0.281,0.4,,,,,,,,,1.4,,0.145,0.028,,2025-01-01
2024-10-01,HAG,3,2024,6.3,1.4,11.3,,0.265,0.083,-140.0,90.0,103.0,3.5,1717.0,7928.0,,,,,,0.373,,,0.7,0.9,0.8,0.006,1841.0,0.426,0.353,0.232,0.8,0.3,4.1,1.4,2.7,-663.0,0.013,0.009,-153.0,,-0.115,0.3,0.9,0.353,0.7,,,,,,,,,1.5,,0.03,0.066,,2024-10-01
2024-07-01,HAG,2,2024,7.1,1.6,10.5,,0.28,0.086,-66.0,76.0,79.0,2.2,1706.0,7436.0,,,,,,0.371,,,0.7,1.0,0.9,0.105,1787.0,0.317,0.229,0.173,0.8,0.3,4.2,1.3,2.7,-350.0,0.016,0.012,-68.0,,-0.118,0.3,1.0,0.229,0.7,,,,,,,,,1.5,,0.163,0.204,,2024-07-01
2024-04-01,HAG,1,2024,8.5,2.1,14.8,,0.28,0.078,-74.0,65.0,64.0,2.1,1544.0,6176.0,,,,,,0.309,,,0.5,0.9,0.8,-0.045,1537.0,0.402,0.278,0.173,1.1,0.4,5.6,1.3,3.2,-1125.0,0.006,0.003,-73.0,,-0.095,0.3,0.9,0.278,0.7,,,,,,,,,2.0,,0.027,0.019,,2024-04-01
2024-01-01,HAG,4,2023,8.2,2.2,15.2,,0.299,0.082,-54.0,67.0,57.0,-0.1,1616.0,6059.0,,,,,,0.298,,,0.5,0.9,0.8,0.723,1496.0,0.114,0.029,0.531,1.2,0.4,5.8,1.6,3.4,-1256.0,0.006,0.003,-44.0,,-0.086,0.3,0.9,0.029,19.5,,,,,,,,,2.2,,-0.261,0.202,,2024-01-01
2023-10-01,HAG,3,2023,8.2,1.5,11.6,,0.197,0.049,-90.0,81.0,58.0,2.1,938.0,5039.0,,,,,,0.248,,,0.3,0.6,0.5,-0.039,2025.0,0.275,0.218,0.169,1.4,0.4,4.4,1.0,4.0,-4016.0,0.011,0.004,-66.0,,-0.084,0.3,0.9,0.218,0.8,,,,,,,,,2.9,,0.016,0.063,,2023-10-01
2023-07-01,HAG,2,2023,8.3,1.7,8.6,,0.219,0.051,-53.0,79.0,47.0,0.4,976.0,4741.0,,,,,,0.24,,,0.3,0.8,0.7,-0.154,1993.0,0.149,0.086,0.063,1.5,0.4,4.6,1.0,4.2,-2004.0,0.01,0.006,-22.0,,-0.101,0.3,1.3,0.086,0.5,,,,,,,,,3.0,,-0.315,-0.022,,2023-07-01
2023-04-01,HAG,1,2023,6.3,1.5,6.1,,0.251,0.062,-112.0,65.0,35.0,1.9,1154.0,4850.0,,,,,,0.249,,,0.3,0.9,0.8,0.035,2908.0,0.243,0.187,0.172,1.5,0.4,3.1,1.0,4.0,-1504.0,0.008,0.005,-82.0,,-0.098,0.3,1.0,0.187,1.0,,,,,,,,,2.9,,0.022,0.018,,2023-04-01
2023-01-01,HAG,4,2022,8.2,1.9,5.8,,0.247,0.062,-59.0,71.0,35.0,2.8,1116.0,4763.0,,,,,,0.252,,,0.4,0.9,0.8,0.143,2844.0,0.26,0.394,0.18,1.6,0.4,3.1,0.7,4.0,-807.0,0.014,0.01,-23.0,,-0.157,0.3,1.0,0.394,0.4,,,,,,,,,2.8,,0.287,0.065,,2023-01-01
2022-10-01,HAG,3,2022,13.6,3.0,8.5,,0.214,0.055,60.0,79.0,37.0,2.4,976.0,4474.0,,,,,,0.245,,,0.3,1.1,1.0,0.484,2211.0,0.195,0.28,0.25,1.7,0.4,4.1,0.5,4.1,758.0,0.027,0.015,102.0,6.0,-0.247,0.2,1.0,0.28,0.9,,,,,,,,,2.9,,-0.045,0.067,,2022-10-01
