index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,VSH,4,2024,27.7,2.6,10.9,,0.097,0.049,88.0,41.0,54.0,6.6,1897.0,19824.0,,,,,,0.544,,,1.2,2.3,2.0,0.19,5992.0,0.624,0.6,0.452,0.7,0.4,2.5,0.0,1.8,614.0,0.079,0.03,75.0,4.1,-0.002,0.2,0.9,0.6,0.9,,,,,,,,,0.8,,0.048,-0.013,,2025-01-01
2024-10-01,VSH,3,2024,30.4,2.4,11.0,,0.077,0.042,142.0,40.0,50.0,2.3,1594.0,20086.0,,,,,,0.552,,,1.2,3.4,3.0,0.161,5720.0,0.399,0.372,0.196,0.7,0.4,2.7,0.0,1.8,669.0,0.076,0.031,132.0,2.6,-0.003,0.2,0.9,0.372,0.6,,,,,,,,,0.8,,0.002,0.019,,2024-10-01
2024-07-01,VSH,2,2024,35.3,2.5,11.0,,0.067,0.034,54.0,40.0,56.0,2.3,1373.0,19718.0,,,,,,0.517,,,1.1,1.0,0.9,-0.375,5707.0,0.438,0.409,0.163,0.7,0.4,2.7,0.2,1.9,-11.0,0.109,0.043,39.0,6.8,-0.008,0.2,0.8,0.409,0.5,,,,,,,,,0.9,,-0.144,0.013,,2024-07-01
2024-04-01,VSH,1,2024,21.6,2.4,10.0,,0.103,0.054,130.0,38.0,51.0,1.4,2197.0,19457.0,,,,,,0.497,,,1.0,1.4,1.3,-0.478,6669.0,0.339,0.312,0.005,0.8,0.4,2.4,0.0,2.0,406.0,0.061,0.023,117.0,2.8,-0.005,0.2,0.8,0.312,0.0,,,,,,,,,1.0,,-0.245,0.0,,2024-04-01
2024-01-01,VSH,4,2023,10.3,2.2,7.1,,0.207,0.103,55.0,37.0,55.0,3.9,4207.0,19449.0,,,,,,0.482,,,0.9,1.2,1.1,-0.133,8828.0,0.552,0.521,0.359,0.8,0.4,1.9,0.1,2.1,268.0,0.029,0.012,37.0,6.7,-0.006,0.3,0.9,0.521,0.7,,,,,,,,,1.1,,-0.116,-0.094,,2024-01-01
2023-10-01,VSH,3,2023,8.2,1.8,6.2,,0.236,0.119,60.0,37.0,59.0,1.6,4851.0,21476.0,,,,,,0.532,,,1.1,2.2,2.0,-0.145,9991.0,0.419,0.388,0.067,0.7,0.4,1.7,0.0,1.9,728.0,0.018,0.008,37.0,6.1,-0.005,0.3,0.7,0.388,0.3,,,,,,,,,0.9,,-0.094,0.005,,2023-10-01
2023-07-01,VSH,2,2023,7.1,1.9,5.5,,0.283,0.136,41.0,35.0,75.0,3.8,5677.0,21368.0,,,,,,0.508,,,1.0,1.5,1.4,0.004,11022.0,0.624,0.602,0.398,0.8,0.4,1.6,0.0,2.0,540.0,0.024,0.012,1.0,9.0,-0.002,0.3,0.9,0.602,0.7,,,,,,,,,1.0,,0.0,-0.081,,2023-07-01
2023-04-01,VSH,1,2023,5.9,1.4,5.6,,0.27,0.132,75.0,35.0,74.0,5.8,5657.0,23259.0,,,,,,0.549,,,1.2,3.2,3.0,0.058,11017.0,0.712,0.696,0.534,0.7,0.4,1.7,0.0,1.8,1045.0,0.007,0.004,37.0,4.9,0.0,0.3,0.9,0.696,0.8,,,,,,,,,0.8,,0.026,0.093,,2023-04-01
2023-01-01,VSH,4,2022,5.0,1.3,5.5,,0.28,0.128,7.0,35.0,117.0,6.4,5349.0,21271.0,,,,,,0.518,,,1.1,1.9,1.7,0.176,10738.0,0.675,0.635,0.397,0.8,0.4,1.8,0.0,1.9,505.0,0.026,0.014,-76.0,52.7,-0.005,0.3,0.9,0.635,0.7,,,,,,,,,0.9,,0.123,0.082,,2023-01-01
2022-10-01,VSH,3,2022,6.8,1.6,5.6,,0.254,0.11,-22.0,35.0,127.0,3.9,4547.0,19653.0,,,,,,0.48,,,0.9,1.4,1.2,0.324,9566.0,0.617,0.597,0.338,0.9,0.5,2.1,0.0,2.1,219.0,0.004,0.002,-114.0,,-0.007,0.3,0.9,0.597,0.6,,,,,,,,,1.1,,0.171,0.05,,2022-10-01
2022-07-01,VSH,2,2022,11.1,2.0,6.6,,0.196,0.081,-36.0,36.0,144.0,3.9,3435.0,18719.0,,,,,,0.449,,,0.8,1.3,1.1,0.177,8168.0,0.618,0.594,0.389,1.1,0.5,2.6,0.0,2.2,165.0,0.045,0.024,-145.0,,-0.015,0.2,0.9,0.594,0.7,,,,,,,,,1.2,,0.077,0.002,,2022-07-01
2022-04-01,VSH,1,2022,8.1,1.3,8.4,,0.169,0.069,-38.0,38.0,115.0,5.1,2919.0,18685.0,,,,,,0.434,,,0.8,1.4,1.2,0.781,7587.0,0.694,0.682,0.499,1.1,0.5,2.9,0.0,2.3,261.0,0.001,0.001,-115.0,,-0.032,0.2,0.9,0.682,0.8,,,,,,,,,1.3,,0.354,0.101,,2022-04-01
2022-01-01,VSH,4,2021,14.8,1.4,9.9,,0.106,0.039,-156.0,46.0,200.0,3.0,1639.0,16976.0,,,,,,0.4,,,0.7,0.6,0.5,0.087,5603.0,0.555,0.52,0.304,1.3,0.5,4.4,0.0,2.5,-388.0,0.013,0.007,-310.0,,-0.046,0.2,0.9,0.52,0.7,,,,,,,,,1.5,,0.442,0.05,,2022-01-01
2021-10-01,VSH,3,2021,17.8,1.7,13.9,,0.102,0.037,-214.0,61.0,260.0,0.5,1508.0,16160.0,,,,,,0.384,,,0.6,0.5,0.4,-0.167,3886.0,0.224,0.194,,1.4,0.5,6.4,0.1,2.6,-552.0,0.034,0.02,-412.0,,-0.11,0.1,,0.194,-0.8,,,,,,,,,1.6,,0.208,-0.011,,2021-10-01
2021-07-01,VSH,2,2021,11.8,1.3,17.7,,0.122,0.044,-259.0,91.0,377.0,2.3,1811.0,16338.0,,,,,,0.381,,,0.6,0.5,0.4,0.472,3217.0,0.532,0.515,0.271,1.4,0.5,7.8,0.1,2.6,-640.0,0.004,0.002,-544.0,,-0.109,0.1,0.9,0.515,0.6,,,,,,,,,1.6,,1.173,0.034,,2021-07-01
2021-04-01,VSH,1,2021,14.9,1.2,32.5,,0.085,0.031,-490.0,165.0,550.0,424.1,1230.0,15796.0,,,,,,0.378,,,0.6,0.4,0.3,0.545,1480.0,0.697,0.668,0.533,1.5,0.6,16.8,0.1,2.6,-726.0,0.009,0.007,-876.0,,-1.423,0.1,0.8,0.668,1.0,,,,,,,,,1.6,,0.546,0.121,,2021-04-01
2021-01-01,VSH,4,2020,21.5,1.2,52.4,,0.058,0.02,-745.0,184.0,667.0,257.4,796.0,14096.0,,,,,,0.344,,,0.5,0.3,0.2,1.42,958.0,0.565,0.516,1.048,1.7,0.6,28.2,0.2,2.9,-987.0,0.005,0.003,-1227.0,,-1.532,0.0,0.8,0.516,2.5,,,,,,,,,1.9,,0.135,0.051,,2021-01-01
2020-10-01,VSH,3,2020,60.7,1.5,56.6,,0.025,0.009,-753.0,201.0,623.0,118.9,329.0,13411.0,,,,,,0.337,,,0.5,0.3,0.2,0.76,843.0,0.442,0.387,0.311,1.8,0.6,30.1,0.1,3.0,-773.0,0.002,0.001,-1176.0,,-2.705,0.0,0.8,0.387,1.0,,,,,,,,,2.0,,0.347,0.009,,2020-10-01
2020-07-01,VSH,2,2020,85.9,1.2,74.2,,0.014,0.005,-820.0,244.0,688.0,-6.5,186.0,13286.0,,,,,,0.335,,,0.5,0.4,0.3,-0.463,626.0,0.09,,,1.8,0.6,40.4,0.1,3.0,-690.0,0.029,0.023,-1264.0,,-1.834,0.0,,,1.0,,,,,,,,,2.0,,-0.239,-0.003,,2020-07-01
2020-04-01,VSH,1,2020,45.6,1.2,52.8,,0.026,0.01,-249.0,238.0,720.0,-2.7,348.0,13325.0,,,,,,0.348,,,0.5,0.4,0.2,-0.483,823.0,0.065,,,1.7,0.6,29.8,0.1,2.9,-603.0,0.007,0.006,-731.0,,-2.116,0.0,,,1.2,,,,,,,,,1.9,,-0.338,0.001,,2020-04-01
2020-01-01,VSH,4,2019,30.7,1.6,33.0,,0.052,0.019,73.0,311.0,1628.0,184.0,673.0,13307.0,,,,,,0.349,,,0.5,0.5,0.4,0.177,1244.0,0.548,0.494,0.449,1.7,0.6,19.5,0.1,2.9,-403.0,0.023,0.019,-1244.0,5.0,-1.717,0.0,1.1,0.494,1.0,,,,,,,,,1.9,,0.196,0.015,,2020-01-01
2019-10-01,VSH,3,2019,31.8,1.4,42.7,,0.045,0.017,56.0,306.0,1103.0,-22.8,572.0,13112.0,,,,,,0.368,,,0.6,0.4,0.3,-0.135,1040.0,-0.04,-0.175,-0.1,1.6,0.6,21.7,0.1,2.7,-468.0,0.009,0.006,-740.0,6.5,-0.897,0.0,0.9,-0.175,0.5,,,,,,,,,1.7,,-0.127,-0.001,,2019-10-01
2019-07-01,VSH,2,2019,25.5,1.3,35.2,,0.052,0.02,82.0,319.0,936.0,127.3,660.0,13129.0,,,,,,0.372,,,0.6,0.5,0.3,-0.311,1191.0,0.421,0.368,0.327,1.5,0.6,18.1,0.1,2.7,-412.0,0.005,0.004,-535.0,4.5,-0.293,0.1,1.1,0.368,1.0,,,,,,,,,1.7,,-0.225,0.011,,2019-07-01
2019-04-01,VSH,1,2019,16.9,1.2,26.9,,0.074,0.03,142.0,291.0,520.0,264.8,958.0,12985.0,,,,,,0.381,,,0.6,1.4,1.1,-0.26,1537.0,0.661,0.621,0.557,1.5,0.6,13.4,0.0,2.6,192.0,0.017,0.013,-86.0,2.6,-0.847,0.1,1.1,0.621,1.0,,,,,,,,,1.6,,-0.216,0.024,,2019-04-01
2019-01-01,VSH,4,2018,12.2,1.2,20.0,,0.104,0.042,55.0,332.0,265.0,45.9,1296.0,12676.0,,,,,,0.376,,,0.6,1.9,1.3,-0.075,1961.0,0.312,0.201,0.368,1.6,0.6,10.2,0.0,2.7,376.0,0.053,0.041,122.0,6.6,-0.82,0.1,1.2,0.201,2.2,,,,,,,,,1.7,,-0.075,0.008,,2019-01-01
2018-10-01,VSH,3,2018,11.8,1.3,17.9,,0.114,0.047,44.0,275.0,203.0,345.4,1401.0,12577.0,,,,,,0.387,,,0.6,2.1,1.6,-0.056,2119.0,0.385,0.312,0.219,1.5,0.6,9.0,0.0,2.6,530.0,0.06,0.051,115.0,8.3,-1.785,0.1,1.1,0.312,0.8,,,,,,,,,1.6,,-0.027,0.006,,2018-10-01
2018-07-01,VSH,2,2018,11.0,1.3,20.7,,0.121,0.051,73.0,468.0,580.0,180.2,1483.0,12505.0,,,,,,0.4,,,0.7,2.2,1.7,0.108,2177.0,0.682,0.644,0.61,1.4,0.6,8.2,0.1,2.5,571.0,0.051,0.041,-39.0,5.0,-1.858,0.1,1.1,0.644,1.1,,,,,,,,,1.5,,0.102,-0.035,,2018-07-01
2018-04-01,VSH,1,2018,11.7,1.2,17.9,,0.105,0.047,132.0,459.0,3360.0,471.6,1338.0,12953.0,,,,,,0.426,,,0.7,4.8,4.1,0.109,1975.0,0.748,0.727,0.656,1.3,0.5,8.6,0.0,2.3,964.0,0.046,0.04,-2769.0,2.8,-1.686,0.1,1.1,0.727,1.0,,,,,,,,,1.3,,0.111,0.052,,2018-04-01
2018-01-01,VSH,4,2017,12.7,1.2,17.9,,0.099,0.044,86.0,445.0,-8608.0,137.8,1206.0,12316.0,,,,,,0.431,,,0.8,4.2,3.6,-0.014,1778.0,0.47,0.405,0.439,1.2,0.5,9.0,0.0,2.3,846.0,0.052,0.043,9139.0,4.3,-1.638,0.1,1.1,0.405,1.2,,,,,,,,,1.3,,-0.019,0.018,,2018-01-01
2017-10-01,VSH,3,2017,13.4,1.4,17.4,,0.103,0.047,61.0,423.0,-1234.0,99.1,1223.0,12103.0,,,,,,0.443,,,0.8,5.3,4.8,-0.065,1812.0,0.481,0.414,0.411,1.2,0.5,8.3,0.0,2.3,966.0,0.107,0.089,1718.0,5.9,-0.001,0.1,1.1,0.414,1.1,,,,,,,,,1.3,,-0.052,0.013,,2017-10-01
2017-07-01,VSH,2,2017,11.6,1.3,15.6,,0.111,0.053,90.0,625.0,426.0,234.4,1308.0,11948.0,,,,,,0.449,,,0.8,6.5,5.1,-0.032,1911.0,0.606,0.56,0.57,1.1,0.5,7.1,0.0,2.2,1343.0,0.174,0.144,290.0,4.0,-0.213,0.1,1.1,0.56,1.2,,,,,,,,,1.2,,0.001,-0.045,,2017-07-01
2017-04-01,VSH,1,2017,9.8,1.1,16.4,,0.11,0.056,91.0,680.0,352.0,1915.2,1352.0,12516.0,,,,,,0.47,,,0.9,7.6,6.2,0.237,1910.0,0.708,0.68,0.645,1.0,0.5,6.5,0.0,2.1,1765.0,0.183,0.138,419.0,4.0,-0.001,0.1,1.1,0.68,1.1,,,,,,,,,1.1,,0.212,0.043,,2017-04-01
2017-01-01,VSH,4,2016,11.8,1.1,18.2,,0.092,0.046,100.0,748.0,426.0,63.7,1092.0,12005.0,,,,,,0.461,,,0.9,4.3,3.5,0.095,1576.0,0.507,0.46,0.472,1.1,0.5,7.8,0.1,2.2,1715.0,0.001,0.001,421.0,3.7,-0.001,0.1,1.2,0.46,1.2,,,,,,,,,1.2,,0.07,0.02,,2017-01-01
2016-10-01,VSH,3,2016,12.9,1.1,20.4,,0.084,0.045,161.0,459.0,143.0,28.2,998.0,11771.0,,,,,,0.477,,,0.9,4.1,3.4,0.058,1473.0,0.585,0.536,0.532,1.0,0.5,7.1,0.2,2.1,1833.0,0.241,0.212,477.0,2.3,-0.001,0.1,1.1,0.536,1.1,,,,,,,,,1.1,,0.034,0.021,,2016-10-01
