index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,FTS,4,2024,22.8,3.1,25.0,,0.146,0.063,1176.0,,1.0,,1854.0,13460.0,,,,,,0.422,,,0.7,1.7,1.7,0.261,2580.0,0.64,0.553,0.501,1.3,0.6,6.4,,2.4,3939.0,0.137,0.044,,0.3,-0.042,0.1,0.9,0.553,1.0,,,,,,,,,1.4,,0.207,0.04,,2025-01-01
2024-10-01,FTS,3,2024,31.3,3.6,29.4,,0.119,0.056,1297.0,,0.0,,1470.0,12939.0,,,,,,0.455,,,0.8,1.8,1.8,-0.186,2138.0,0.549,0.448,0.359,1.1,0.5,6.0,,2.2,3776.0,0.119,0.038,,0.3,-0.026,0.1,0.8,0.448,1.0,,,,,,,,,1.2,,-0.164,0.021,,2024-10-01
2024-07-01,FTS,2,2024,22.4,3.2,25.2,,0.152,0.072,1135.0,,1.0,,1807.0,12675.0,,,,,,0.426,,,0.7,1.7,1.7,0.038,2557.0,0.677,0.611,0.526,1.1,0.5,4.2,,2.3,3691.0,0.191,0.055,,0.3,-0.037,0.1,0.8,0.611,1.0,,,,,,,,,1.3,,-0.188,0.029,,2024-07-01
2024-04-01,FTS,1,2024,25.3,3.6,23.4,,0.149,0.078,1158.0,,1.0,,1740.0,12321.0,,,,,,0.463,,,0.9,1.8,1.8,0.197,3149.0,0.696,0.631,0.557,0.9,0.4,3.8,,2.2,3583.0,0.111,0.035,,0.3,-0.066,0.2,0.9,0.631,1.0,,,,,,,,,1.2,,0.17,0.034,,2024-04-01
2024-01-01,FTS,4,2023,21.7,2.7,23.5,,0.127,0.066,1276.0,,1.0,,1454.0,11911.0,,,,,,0.443,,,0.8,1.8,1.8,-0.099,2693.0,0.471,0.334,0.232,0.9,0.4,4.0,,2.3,3455.0,0.344,0.11,,0.3,-0.054,0.1,0.7,0.334,1.0,,,,,,,,,1.3,,-0.082,0.012,,2024-01-01
2023-10-01,FTS,3,2023,19.1,2.6,18.7,,0.144,0.073,1204.0,,1.0,,1614.0,11774.0,,,,,,0.493,,,1.0,1.9,1.9,0.974,2933.0,0.71,0.644,0.565,0.7,0.3,2.9,,2.0,3409.0,0.221,0.082,,0.3,-0.089,0.1,0.9,0.644,1.0,,,,,,,,,1.0,,0.497,0.054,,2023-10-01
2023-07-01,FTS,2,2023,25.2,1.8,28.5,,0.075,0.04,1603.0,,2.0,,817.0,11173.0,,,,,,0.552,,,1.2,2.2,2.2,0.354,1959.0,0.708,0.639,0.539,0.4,0.2,3.7,,1.8,3222.0,0.1,0.038,,0.2,-0.082,0.1,0.8,0.639,1.0,,,,,,,,,0.8,,0.121,0.013,,2023-07-01
2023-04-01,FTS,1,2023,26.7,1.5,25.3,,0.057,0.028,1684.0,,1.0,,603.0,11034.0,,,,,,0.621,,,1.6,2.5,2.5,-0.42,1748.0,0.646,0.538,0.445,0.4,0.3,4.5,,1.6,3180.0,0.177,0.089,,0.2,-0.095,0.1,0.8,0.538,1.0,,,,,,,,,0.6,,-0.342,0.008,,2023-04-01
2023-01-01,FTS,4,2022,11.5,1.1,13.3,,0.101,0.043,1273.0,,3.0,,1041.0,10944.0,,,,,,0.633,,,1.7,2.6,2.6,-0.207,2658.0,0.613,0.508,0.418,0.4,0.2,2.5,,1.6,3148.0,0.078,0.047,,0.3,-0.087,0.1,0.8,0.508,1.0,,,,,,,,,0.6,,-0.19,0.028,,2023-01-01
2022-10-01,FTS,3,2022,15.3,1.9,8.3,,0.132,0.063,1045.0,,0.0,,1313.0,10648.0,,,,,,0.519,,,1.1,2.0,2.0,-0.47,3283.0,,,,0.3,0.2,2.0,,1.9,3060.0,0.202,0.155,,0.3,-0.125,0.2,,,1.0,,,,,,,,,0.9,,-0.482,0.014,,2022-10-01
