index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,DIG,4,2024,112.9,1.5,204.1,,0.014,0.006,2484.0,3197.0,79.0,-9.2,171.0,12699.0,,,,,,0.418,,,0.8,2.1,1.0,0.273,114.0,0.393,0.262,0.199,0.5,0.2,49.9,0.5,2.4,8288.0,0.111,0.076,5601.0,0.1,-0.015,0.1,0.7,0.262,1.1,,,,,,,,,1.3,,-8.391,0.003,,2025-01-01
2024-10-01,DIG,3,2024,172.2,1.8,-1401.9,,0.011,0.005,2586.0,2866.0,70.0,-2.7,134.0,12667.0,,,,,,0.426,,,0.8,2.1,1.1,-0.108,-15.0,0.092,,0.15,0.5,0.2,-344.1,0.7,2.3,8759.0,0.186,0.137,5383.0,0.1,-0.046,0.1,,,0.2,,,,,,,,,1.3,,-1.231,0.01,,2024-10-01
2024-07-01,DIG,2,2024,175.9,2.1,378.9,,0.012,0.006,2174.0,2485.0,81.0,8.7,150.0,12542.0,,,,,,0.414,,,0.7,2.0,1.1,-4.933,67.0,0.252,0.159,0.198,0.5,0.2,86.4,1.0,2.4,8536.0,0.203,0.128,4577.0,0.2,-0.045,0.1,0.9,0.159,1.4,,,,,,,,,1.3,,-1.579,0.015,,2024-07-01
2024-04-01,DIG,1,2024,-838.8,2.6,-246.4,,-0.003,-0.001,3184.0,3431.0,89.0,-9.7,-38.0,12351.0,,,,,,0.424,,,0.8,2.0,1.1,-1.136,-116.0,,,,0.5,0.2,-49.7,0.8,2.4,7358.0,0.25,0.131,6526.0,0.1,-0.06,0.1,,,1.0,,,,,,,,,1.3,,-2.442,-0.023,,2024-04-01
2024-01-01,DIG,4,2023,94.5,2.1,405.3,,0.023,0.011,2488.0,2900.0,125.0,2.3,283.0,12645.0,,,,,,0.457,,,0.9,2.0,1.1,0.558,80.0,0.237,0.087,0.153,0.4,0.2,71.2,0.7,2.2,7064.0,0.29,0.136,5263.0,0.1,-0.052,0.1,0.9,0.087,2.0,,,,,,,,,1.1,,0.143,0.01,,2024-01-01
2023-10-01,DIG,3,2023,138.1,2.0,447.5,,0.015,0.007,2898.0,2956.0,97.0,1.3,181.0,12516.0,,,,,,0.54,,,1.3,2.7,1.2,0.194,70.0,0.285,0.086,0.072,0.4,0.2,94.9,0.4,1.9,7061.0,0.027,0.013,5758.0,0.1,-0.02,0.1,0.8,0.086,1.1,,,,,,,,,0.8,,-0.436,0.001,,2023-10-01
2023-07-01,DIG,2,2023,138.3,1.7,216.2,,0.012,0.006,2403.0,2431.0,71.0,-0.2,152.0,12506.0,,,,,,0.543,,,1.3,2.7,1.2,-0.448,124.0,0.192,,0.065,0.3,0.2,56.7,0.5,1.8,6998.0,0.019,0.013,4763.0,0.2,-0.018,0.1,0.6,,-1.7,,,,,,,,,0.8,,-0.742,0.001,,2023-07-01
2023-04-01,DIG,1,2023,49.0,1.1,69.0,,0.022,0.011,1629.0,1705.0,35.0,0.1,275.0,12489.0,,,,,,0.551,,,1.3,2.9,1.3,0.101,481.0,0.215,0.007,0.401,0.4,0.2,15.2,0.4,1.8,7159.0,0.026,0.013,3299.0,0.2,-0.04,0.1,0.8,0.007,77.7,,,,,,,,,0.8,,-0.267,0.01,,2023-04-01
2023-01-01,DIG,4,2022,57.2,1.2,44.1,,0.02,0.01,1291.0,1403.0,39.0,0.7,250.0,12363.0,,,,,,0.511,,,1.1,2.8,1.3,-0.842,656.0,0.281,0.081,0.011,0.5,0.3,12.0,0.4,2.0,6953.0,0.032,0.021,2655.0,0.3,-0.045,0.1,1.1,0.081,0.1,,,,,,,,,0.9,,-0.445,0.031,,2023-01-01
2022-10-01,DIG,3,2022,18.7,2.5,24.3,,0.156,0.065,924.0,1201.0,35.0,1.0,1584.0,11987.0,,,,,,0.462,,,0.9,3.4,1.8,-0.044,1183.0,0.268,0.11,,0.7,0.3,7.1,0.2,2.2,8585.0,0.131,0.095,2090.0,0.4,-0.046,0.2,,0.11,0.2,,,,,,,,,1.1,,-0.165,-0.031,,2022-10-01
2022-07-01,DIG,2,2022,17.5,2.3,24.3,,0.164,0.072,712.0,1142.0,37.0,1.6,1657.0,12368.0,,,,,,0.47,,,0.9,3.3,1.8,0.036,1416.0,0.421,0.326,0.149,0.7,0.3,5.3,0.2,2.1,8456.0,0.162,0.108,1818.0,0.5,-0.04,0.2,0.8,0.326,0.5,,,,,,,,,1.1,,0.038,0.011,,2022-07-01
2022-04-01,DIG,1,2022,47.4,6.2,48.5,,0.16,0.069,601.0,955.0,72.0,2.6,1599.0,12231.0,,,,,,0.455,,,0.9,2.7,1.7,0.023,1364.0,0.332,0.19,0.122,0.7,0.3,6.0,0.2,2.2,7002.0,0.206,0.065,1484.0,0.6,-0.008,0.2,0.7,0.19,0.9,,,,,,,,,1.1,,0.01,0.011,,2022-04-01
2022-01-01,DIG,4,2021,50.7,6.6,60.6,,0.158,0.067,558.0,906.0,108.0,5.7,1563.0,12095.0,,,,,,0.438,,,0.8,2.4,1.6,0.488,1350.0,0.433,0.305,0.895,0.6,0.3,5.8,0.1,2.3,6550.0,0.13,0.031,1356.0,0.7,-0.005,0.2,0.8,0.305,3.7,,,,,,,,,1.2,,0.42,0.461,,2022-01-01
2021-10-01,DIG,3,2021,24.2,3.1,114.6,,0.141,0.059,582.0,927.0,44.0,48.6,1051.0,8280.0,,,,,,0.363,,,0.6,1.6,0.9,-0.038,951.0,0.329,0.146,0.08,0.7,0.2,6.5,0.2,2.8,3726.0,0.47,0.06,1465.0,0.6,-0.008,0.2,0.7,0.146,0.8,,,,,,,,,1.7,,-0.218,0.055,,2021-10-01
2021-07-01,DIG,2,2021,19.2,2.7,61.1,,0.153,0.066,325.0,777.0,39.0,6.9,1093.0,7850.0,,,,,,0.396,,,0.7,1.2,0.5,-0.021,1216.0,0.347,0.2,0.082,0.4,0.1,3.5,1.0,2.5,1480.0,0.075,0.014,1064.0,1.1,-0.027,0.3,0.8,0.2,0.5,,,,,,,,,1.5,,-0.022,0.008,,2021-07-01
2021-04-01,DIG,1,2021,17.3,2.5,28.6,,0.157,0.068,369.0,798.0,43.0,4.6,1116.0,7791.0,,,,,,0.401,,,0.7,1.3,0.5,0.052,1243.0,0.246,0.142,0.083,0.3,0.1,3.4,0.5,2.5,1521.0,0.06,0.028,1125.0,1.0,-0.027,0.3,0.7,0.142,0.8,,,,,,,,,1.5,,0.136,0.007,,2021-04-01
2021-01-01,DIG,4,2020,16.6,2.3,30.9,,0.149,0.065,384.0,832.0,60.0,6.4,1061.0,7738.0,,,,,,0.399,,,0.7,1.2,0.5,0.375,1094.0,0.272,0.128,0.811,0.3,0.1,4.0,0.8,2.5,1302.0,0.086,0.043,1157.0,0.9,-0.027,0.2,0.8,0.128,8.1,,,,,,,,,1.5,,-0.272,0.17,,2021-01-01
2020-10-01,DIG,3,2020,12.6,1.5,20.1,,0.121,0.06,477.0,674.0,36.0,42.1,771.0,6616.0,,,,,,0.506,,,1.1,2.2,0.9,0.014,1503.0,0.243,0.172,0.071,0.3,0.2,2.7,0.5,2.0,3551.0,0.045,0.022,1115.0,0.8,-0.04,0.3,0.8,0.172,0.6,,,,,,,,,0.9,,0.077,0.034,,2020-10-01
2020-07-01,DIG,2,2020,10.3,1.2,16.4,,0.124,0.06,515.0,809.0,37.0,10.6,761.0,6398.0,,,,,,0.482,,,1.0,2.0,0.8,0.062,1396.0,0.216,0.153,0.103,0.3,0.2,3.0,0.7,2.1,3345.0,0.066,0.044,1287.0,0.7,-0.031,0.3,0.8,0.153,0.9,,,,,,,,,1.0,,0.046,-0.005,,2020-07-01
2020-04-01,DIG,1,2020,9.2,1.0,13.1,,0.125,0.06,577.0,967.0,28.0,0.7,716.0,6432.0,,,,,,0.487,,,1.0,2.3,0.8,-0.171,1335.0,0.236,0.016,0.03,0.3,0.2,3.6,0.5,2.1,3982.0,0.03,0.032,1516.0,0.6,-0.07,0.3,0.6,0.016,2.9,,,,,,,,,1.0,,-0.021,-0.19,,2020-04-01
