index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,ANV,4,2024,95.2,1.6,32.4,,0.017,0.01,55.0,168.0,16.0,1.0,181.0,10505.0,,,,,,0.575,,,1.4,1.3,0.5,0.153,971.0,0.102,0.017,0.004,0.6,0.4,9.4,14.7,1.7,645.0,0.078,0.048,207.0,6.6,-0.146,1.0,0.4,0.017,0.6,,,,,,,,,0.7,,-0.396,-0.021,,2025-01-01
2024-10-01,ANV,3,2024,104.5,1.5,30.6,,0.014,0.008,71.0,197.0,21.0,3.4,157.0,10734.0,,,,,,0.573,,,1.3,1.4,0.4,1.773,1606.0,0.129,0.053,0.021,0.6,0.4,8.7,9.9,1.7,785.0,0.025,0.015,247.0,5.2,-0.123,0.9,0.8,0.053,0.5,,,,,,,,,0.7,,0.224,0.004,,2024-10-01
2024-07-01,ANV,2,2024,279.4,1.5,34.9,,0.005,0.003,75.0,218.0,20.0,2.0,56.0,10689.0,,,,,,0.579,,,1.4,1.4,0.3,-1.45,1312.0,0.124,0.044,,0.6,0.3,10.9,13.3,1.7,815.0,0.011,0.007,274.0,4.9,-0.094,0.9,,0.044,-0.1,,,,,,,,,0.7,,0.671,-0.006,,2024-07-01
2024-04-01,ANV,1,2024,-135.6,1.6,60.2,,-0.011,-0.006,86.0,230.0,26.0,2.2,-126.0,10759.0,,,,,,0.566,,,1.3,1.5,0.3,-1.803,785.0,0.1,0.048,0.017,0.7,0.4,19.0,10.1,1.8,914.0,0.014,0.009,290.0,4.3,-0.062,0.8,0.6,0.048,0.6,,,,,,,,,0.8,,-0.45,0.005,,2024-04-01
2024-01-01,ANV,4,2023,97.5,1.4,31.1,,0.015,0.008,67.0,214.0,21.0,1.3,157.0,10705.0,,,,,,0.558,,,1.3,1.4,0.3,-0.719,1428.0,0.103,0.038,,0.7,0.4,10.3,12.3,1.8,844.0,0.014,0.01,261.0,5.4,-0.047,0.8,,0.038,0.1,,,,,,,,,0.8,,-0.358,-0.045,,2024-01-01
2023-10-01,ANV,3,2023,30.6,1.5,20.3,,0.051,0.027,76.0,222.0,26.0,1.1,559.0,11207.0,,,,,,0.557,,,1.3,1.5,0.3,-0.444,2224.0,0.077,0.028,0.001,0.7,0.4,7.1,9.6,1.8,1023.0,0.01,0.008,272.0,4.8,-0.041,0.8,0.1,0.028,0.2,,,,,,,,,0.8,,-0.321,0.0,,2023-10-01
2023-07-01,ANV,2,2023,17.0,1.5,15.3,,0.093,0.049,71.0,218.0,24.0,-0.4,1005.0,11203.0,,,,,,0.544,,,1.2,1.4,0.3,-0.521,3275.0,0.045,,,0.7,0.4,5.0,10.4,1.8,1005.0,0.013,0.008,265.0,5.1,-0.059,0.8,,,2.9,,,,,,,,,0.8,,-0.426,-0.017,,2023-07-01
2023-04-01,ANV,1,2023,6.9,1.3,9.5,,0.201,0.103,70.0,218.0,21.0,4.0,2101.0,11395.0,,,,,,0.531,,,1.1,1.5,0.4,-0.17,5709.0,0.176,0.113,0.08,0.7,0.4,2.8,6.8,1.9,1108.0,0.01,0.006,266.0,5.2,-0.145,0.9,0.9,0.113,0.8,,,,,,,,,0.9,,-0.156,0.053,,2023-04-01
2023-01-01,ANV,4,2022,4.2,1.0,7.7,,0.258,0.13,51.0,211.0,21.0,4.4,2530.0,10824.0,,,,,,0.527,,,1.1,1.3,0.4,0.085,6768.0,0.206,0.128,0.093,0.7,0.4,2.3,11.6,1.9,792.0,0.011,0.007,241.0,7.1,-0.24,0.9,0.8,0.128,0.9,,,,,,,,,0.9,,0.066,-0.007,,2023-01-01
2022-10-01,ANV,3,2022,7.7,1.7,7.5,,0.234,0.118,56.0,215.0,23.0,6.5,2331.0,10902.0,,,,,,0.51,,,1.0,1.3,0.4,0.273,6349.0,0.232,0.136,0.097,0.7,0.4,2.6,12.7,2.0,834.0,0.018,0.013,249.0,6.5,-0.278,0.9,0.9,0.136,0.8,,,,,,,,,1.0,,0.284,0.043,,2022-10-01
