index,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth,date
2025-01-01,SZC,4,2024,26.2,2.5,25.1,,0.125,0.04,295.0,1396.0,146.0,11.7,1678.0,17254.0,,,,,,0.378,,,0.6,1.6,0.7,0.068,2462.0,0.423,0.339,0.327,0.8,0.3,6.8,0.4,2.6,1155.0,0.227,0.089,1545.0,1.2,-0.838,0.1,0.8,0.339,1.2,,,,,,,,,1.6,,0.027,0.025,,2025-01-01
2024-10-01,SZC,3,2024,23.9,2.2,24.8,,0.12,0.039,287.0,1173.0,96.0,8.9,1572.0,16836.0,,,,,,0.369,,,0.6,1.7,0.8,0.016,2399.0,0.519,0.403,0.362,0.8,0.3,6.6,0.3,2.7,1263.0,0.338,0.135,1363.0,1.3,-1.428,0.1,0.8,0.403,1.1,,,,,,,,,1.7,,-0.082,0.02,,2024-10-01
2024-07-01,SZC,2,2024,25.0,2.3,21.9,,0.121,0.038,260.0,1065.0,91.0,15.3,1547.0,16505.0,,,,,,0.36,,,0.6,1.7,0.8,0.023,2613.0,0.57,0.517,0.39,0.9,0.3,6.8,0.4,2.8,1285.0,0.45,0.197,1235.0,1.4,-1.231,0.1,0.8,0.517,0.9,,,,,,,,,1.8,,0.011,0.0,,2024-07-01
2024-04-01,SZC,1,2024,28.4,2.6,23.2,,0.121,0.038,361.0,981.0,99.0,9.8,1512.0,16508.0,,,,,,0.369,,,0.6,2.2,1.1,0.244,2584.0,0.461,0.418,0.305,0.9,0.3,7.2,0.2,2.7,1721.0,0.436,0.186,1243.0,1.0,-1.021,0.1,0.8,0.418,0.9,,,,,,,,,1.7,,-0.038,0.71,,2024-04-01
2024-01-01,SZC,4,2023,29.3,3.7,30.9,,0.134,0.033,100.0,1157.0,126.0,6.2,1216.0,9652.0,,,,,,0.25,,,0.3,1.1,0.2,0.092,2685.0,0.358,0.265,0.217,1.5,0.4,9.0,0.3,4.0,252.0,0.128,0.032,1130.0,3.7,-0.983,0.1,0.9,0.265,1.0,,,,,,,,,3.0,,0.062,0.033,,2024-01-01
2023-10-01,SZC,3,2023,25.4,3.0,31.1,,0.126,0.032,-179.0,586.0,44.0,6.7,1113.0,9341.0,,,,,,0.263,,,0.4,1.1,0.2,0.188,2528.0,0.412,0.348,0.265,1.4,0.4,8.4,0.2,3.8,150.0,0.11,0.028,363.0,,-1.545,0.1,0.8,0.348,0.9,,,,,,,,,2.8,,0.058,0.034,,2023-10-01
2023-07-01,SZC,2,2023,25.7,2.7,27.6,,0.109,0.027,-242.0,654.0,47.0,10.5,936.0,9035.0,,,,,,0.256,,,0.3,1.0,0.2,0.26,2390.0,0.478,0.45,0.333,1.5,0.4,9.7,0.3,3.9,60.0,0.099,0.037,365.0,,-1.695,0.1,0.8,0.45,0.9,,,,,,,,,2.9,,0.258,0.052,,2023-07-01
2023-04-01,SZC,1,2023,26.5,2.3,32.8,,0.09,0.022,-194.0,612.0,44.0,2.1,743.0,8589.0,,,,,,0.245,,,0.3,1.1,0.2,-0.322,1900.0,0.543,0.393,0.186,1.6,0.4,12.0,0.1,4.1,193.0,0.13,0.051,374.0,,-1.723,0.1,0.8,0.393,0.6,,,,,,,,,3.1,,-0.268,0.008,,2023-04-01
2023-01-01,SZC,4,2022,15.9,2.0,19.8,,0.132,0.033,-151.0,448.0,45.0,4.9,1096.0,8524.0,,,,,,0.242,,,0.3,1.1,0.3,-0.134,2596.0,0.346,0.262,0.192,1.7,0.4,9.3,0.2,4.1,195.0,0.173,0.086,252.0,,-1.857,0.1,0.8,0.262,0.9,,,,,,,,,3.1,,-0.096,0.025,,2023-01-01
2022-10-01,SZC,3,2022,21.5,3.3,17.6,,0.157,0.04,-408.0,4.0,158.0,3.4,1266.0,8315.0,,,,,,0.248,,,0.3,0.3,0.3,-0.159,2873.0,0.383,0.27,0.189,1.5,0.4,7.8,0.2,4.0,-889.0,0.168,0.084,-561.0,,-2.043,0.1,0.8,0.27,0.8,,,,,,,,,3.0,,-0.141,0.016,,2022-10-01
2022-07-01,SZC,2,2022,19.6,3.6,16.2,,0.193,0.049,-410.0,4.0,178.0,7.9,1506.0,8186.0,,,,,,0.249,,,0.3,0.3,0.3,-0.151,3343.0,0.352,0.307,0.233,1.5,0.4,6.6,0.3,4.0,-948.0,0.172,0.073,-583.0,,-2.201,0.2,0.8,0.307,0.9,,,,,,,,,3.0,,-0.129,0.043,,2022-07-01
2022-04-01,SZC,1,2022,28.2,6.4,18.1,,0.232,0.059,-327.0,5.0,211.0,54.4,1774.0,7846.0,,,,,,0.25,,,0.3,0.2,0.2,-0.342,3840.0,0.369,0.34,0.272,1.5,0.4,5.6,0.1,4.0,-877.0,0.075,0.021,-534.0,,-2.5,0.2,0.8,0.34,1.0,,,,,,,,,3.0,,-0.006,-0.358,,2022-04-01
2022-01-01,SZC,4,2021,20.6,4.6,22.0,,0.237,0.065,-438.0,7.0,290.0,37.0,2696.0,12213.0,,,,,,0.261,,,0.4,0.3,0.3,0.159,3863.0,0.64,0.534,0.461,1.5,0.4,5.0,0.2,3.8,-907.0,0.136,0.031,-722.0,,-3.569,0.1,0.8,0.534,1.0,,,,,,,,,2.8,,0.183,0.049,,2022-01-01
2021-10-01,SZC,3,2021,19.8,4.0,25.8,,0.212,0.06,-453.0,6.0,408.0,45.6,2327.0,11645.0,,,,,,0.257,,,0.3,0.3,0.3,0.118,3265.0,0.609,0.493,0.409,1.6,0.4,4.9,0.2,3.9,-924.0,0.16,0.035,-854.0,,-5.826,0.1,0.8,0.493,1.0,,,,,,,,,2.9,,0.13,0.05,,2021-10-01
2021-07-01,SZC,2,2021,17.8,3.3,27.2,,0.197,0.059,-363.0,5.0,238.0,75.4,2081.0,11091.0,,,,,,0.257,,,0.3,0.2,0.2,0.179,2888.0,0.668,0.581,0.488,1.6,0.4,5.5,0.2,3.9,-960.0,0.072,0.017,-596.0,,-5.966,0.1,0.8,0.581,1.0,,,,,,,,,2.9,,0.003,-0.01,,2021-07-01
