index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2011-07-01,HCM,2,2011,105.0,-0.327,0.092,-27.0,78.0,,,,,,58.0,47.0,47.0,-0.2,0.122,,,,,,,2011-07-01,2011-04-01
2011-04-01,HCM,1,2011,96.0,-0.093,-0.143,-27.0,70.0,,,,,,51.0,42.0,42.0,-0.245,0.5,,,,,,,2011-04-01,2011-01-01
2011-01-01,HCM,4,2010,113.0,-0.312,0.015,-58.0,55.0,,,,,,36.0,28.0,28.0,-0.533,-0.123,,,,,,,2011-01-01,2010-10-01
2010-10-01,HCM,3,2010,111.0,-0.242,-0.292,-46.0,65.0,,,,,,40.0,32.0,32.0,-0.666,-0.459,,,,,,,2010-10-01,2010-07-01
2010-07-01,HCM,2,2010,157.0,0.116,0.473,-67.0,90.0,-15.0,75.0,,,0.0,75.0,59.0,59.0,-0.339,0.06,,,,,,78.0,2010-07-01,2010-04-01
2010-04-01,HCM,1,2010,106.0,17.294,-0.349,-24.0,82.0,,,,,,68.0,55.0,55.0,0.571,-0.073,,,,,,,2010-04-01,2010-01-01
2010-01-01,HCM,4,2009,163.0,0.098,0.118,-81.0,83.0,-15.0,68.0,3.201,,0.0,68.0,60.0,60.0,2.694,-0.372,,,,,,74.0,2010-01-01,2009-10-01
2009-10-01,HCM,3,2009,146.0,0.362,0.043,-11.0,135.0,,,,,,124.0,95.0,95.0,0.015,0.07,,,,,,,2009-10-01,2009-07-01
2009-07-01,HCM,2,2009,140.0,,23.136,-45.0,95.0,,,,,,107.0,89.0,89.0,,1.519,,,,,,,2009-07-01,2009-04-01
2009-04-01,HCM,1,2009,6.0,-0.88,-0.961,42.0,47.0,,,,,,38.0,35.0,35.0,0.319,1.181,,,,,,,2009-04-01,2009-01-01
2009-01-01,HCM,4,2008,149.0,,0.386,-57.0,91.0,-75.0,16.0,,,0.0,16.0,16.0,16.0,,-0.827,,,,,,,2009-01-01,2008-10-01
2008-10-01,HCM,3,2008,107.0,,,-4.0,103.0,,,,,,93.0,93.0,93.0,,,,,,,,,2008-10-01,2008-07-01
2008-04-01,HCM,1,2008,49.0,,,-5.0,44.0,,,,,,33.0,27.0,27.0,,,,,,,,,2008-04-01,2008-01-01
