index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2013-04-01,VND,1,2013,62.0,-0.001,0.447,-17.0,45.0,,,,,,27.0,27.0,27.0,-0.103,2.107,,,,,,,2013-04-01,2013-01-01
2013-01-01,VND,4,2012,43.0,-0.298,-0.143,-17.0,26.0,,,,,,9.0,9.0,9.0,,-0.124,,,,,,,2013-01-01,2012-10-01
2012-10-01,VND,3,2012,50.0,-0.129,-0.409,-25.0,26.0,,,,,,10.0,10.0,10.0,-0.155,-0.662,,,,,,,2012-10-01,2012-07-01
2012-07-01,VND,2,2012,85.0,0.138,0.364,-39.0,46.0,,,,,,30.0,30.0,30.0,,-0.024,,,,,,,2012-07-01,2012-04-01
2012-04-01,VND,1,2012,62.0,-0.251,0.017,-16.0,46.0,,,,,,30.0,30.0,30.0,,,,,,,,,2012-04-01,2012-01-01
2012-01-01,VND,4,2011,61.0,-0.333,0.062,-123.0,-62.0,,,,,,-79.0,-72.0,-72.0,,,,,,,,,2012-01-01,2011-10-01
2011-10-01,VND,3,2011,58.0,-0.552,-0.227,-31.0,27.0,,,,,,12.0,12.0,12.0,-0.71,,,,,,,,2011-10-01,2011-07-01
2011-07-01,VND,2,2011,75.0,-0.56,-0.102,-141.0,-66.0,-21.0,-87.0,,,0.0,-96.0,-99.0,-99.0,,,,,,,,-85.0,2011-07-01,2011-04-01
2011-04-01,VND,1,2011,83.0,-0.42,-0.095,-107.0,-24.0,,,,,,-42.0,-42.0,-42.0,,,,,,,,,2011-04-01,2011-01-01
2011-01-01,VND,4,2010,92.0,0.025,-0.286,-191.0,-99.0,,,,,,-117.0,-117.0,-117.0,,,,,,,,,2011-01-01,2010-10-01
2010-10-01,VND,3,2010,129.0,,-0.241,-56.0,73.0,,,,,,53.0,41.0,41.0,,-0.544,,,,,,,2010-10-01,2010-07-01
2010-07-01,VND,2,2010,170.0,,0.182,-35.0,135.0,,,,,,117.0,90.0,90.0,,0.094,,,,,,,2010-07-01,2010-04-01
2010-04-01,VND,1,2010,144.0,,0.599,-21.0,123.0,,,,,,109.0,82.0,82.0,,0.518,,,,,,,2010-04-01,2010-01-01
2010-01-01,VND,4,2009,90.0,,,-8.0,82.0,-20.0,61.0,,,0.0,62.0,54.0,54.0,,,,,,,,,2010-01-01,2009-10-01
