index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,VND,4,2024,1212.0,-0.373,-0.046,-630.0,582.0,-124.0,458.0,-0.637,-0.423,-182.0,275.0,251.0,251.0,-0.694,-0.502,,,,,,475.0,2025-01-01,2024-10-01
2024-10-01,VND,3,2024,1270.0,-0.278,-0.129,-379.0,891.0,-97.0,794.0,-0.317,0.379,-173.0,620.0,505.0,505.0,-0.21,0.465,,,,,,809.0,2024-10-01,2024-07-01
2024-07-01,VND,2,2024,1458.0,-0.091,0.053,-803.0,655.0,-79.0,576.0,-0.392,-0.375,-154.0,426.0,345.0,345.0,-0.196,-0.441,,,,,,590.0,2024-07-01,2024-04-01
2024-04-01,VND,1,2024,1385.0,0.073,-0.283,-310.0,1075.0,-154.0,922.0,0.602,-0.27,-158.0,767.0,617.0,617.0,3.548,-0.248,,,,,,935.0,2024-04-01,2024-01-01
2024-01-01,VND,4,2023,1932.0,-0.001,0.099,-481.0,1452.0,-190.0,1262.0,2.311,0.085,-276.0,991.0,820.0,820.0,,0.283,,,,,,1274.0,2024-01-01,2023-10-01
2023-10-01,VND,3,2023,1759.0,0.287,0.097,-521.0,1239.0,-76.0,1163.0,2.026,0.228,-366.0,792.0,639.0,639.0,14.097,0.49,,,,,,1174.0,2023-10-01,2023-07-01
2023-07-01,VND,2,2023,1604.0,-0.087,0.242,-571.0,1033.0,-86.0,947.0,0.229,0.646,-412.0,536.0,429.0,429.0,-0.058,2.162,,,,,,959.0,2023-07-01,2023-04-01
2023-04-01,VND,1,2023,1291.0,-0.271,-0.333,-633.0,658.0,-82.0,575.0,-0.472,0.51,-390.0,172.0,136.0,136.0,-0.822,,,,,,,585.0,2023-04-01,2023-01-01
2023-01-01,VND,4,2022,1934.0,-0.068,0.415,-1462.0,472.0,-91.0,381.0,-0.685,-0.008,-367.0,-33.0,-38.0,-38.0,,,,,,,,390.0,2023-01-01,2022-10-01
2022-10-01,VND,3,2022,1367.0,-0.16,-0.222,-884.0,482.0,-98.0,384.0,-0.541,-0.501,-218.0,52.0,42.0,42.0,-0.929,-0.907,,,,,,391.0,2022-10-01,2022-07-01
2022-07-01,VND,2,2022,1757.0,0.556,-0.008,-872.0,885.0,-115.0,770.0,0.212,-0.293,-210.0,562.0,456.0,456.0,0.013,-0.401,,,,,,776.0,2022-07-01,2022-04-01
2022-04-01,VND,1,2022,1771.0,0.628,-0.147,-608.0,1164.0,-75.0,1089.0,0.488,-0.1,-164.0,955.0,761.0,761.0,0.522,-0.092,,,,,,1095.0,2022-04-01,2022-01-01
2022-01-01,VND,4,2021,2076.0,1.812,0.277,-771.0,1305.0,-96.0,1210.0,1.988,0.445,-139.0,1043.0,838.0,838.0,2.273,0.406,,,,,,1214.0,2022-01-01,2021-10-01
2021-10-01,VND,3,2021,1626.0,2.13,0.44,-719.0,908.0,-70.0,837.0,1.152,0.318,-93.0,745.0,596.0,596.0,1.401,0.324,,,,,,843.0,2021-10-01,2021-07-01
2021-07-01,VND,2,2021,1129.0,1.736,0.038,-451.0,678.0,-43.0,635.0,1.447,-0.132,-92.0,548.0,450.0,450.0,2.335,-0.1,,,,,,642.0,2021-07-01,2021-04-01
2021-04-01,VND,1,2021,1088.0,1.445,0.474,-265.0,823.0,-91.0,732.0,3.065,0.808,-89.0,644.0,500.0,500.0,7.596,0.953,,,,,,737.0,2021-04-01,2021-01-01
2021-01-01,VND,4,2020,738.0,0.791,0.421,-194.0,544.0,-139.0,405.0,0.301,0.041,-85.0,318.0,256.0,256.0,0.712,0.031,,,,,,410.0,2021-01-01,2020-10-01
2020-10-01,VND,3,2020,520.0,0.245,0.259,-56.0,463.0,-74.0,389.0,0.546,0.499,-84.0,305.0,248.0,248.0,1.226,0.839,,,,,,394.0,2020-10-01,2020-07-01
2020-07-01,VND,2,2020,413.0,0.049,-0.073,-85.0,327.0,-68.0,260.0,0.744,0.442,-91.0,168.0,135.0,135.0,3.153,1.32,,,,,,264.0,2020-07-01,2020-04-01
2020-04-01,VND,1,2020,445.0,0.387,0.08,-186.0,259.0,-79.0,180.0,-0.117,-0.422,-109.0,72.0,58.0,58.0,-0.346,-0.611,,,,,,185.0,2020-04-01,2020-01-01
2020-01-01,VND,4,2019,412.0,0.207,-0.013,-16.0,396.0,-85.0,311.0,9.093,0.237,-120.0,192.0,149.0,149.0,2.454,0.341,,,,,,316.0,2020-01-01,2019-10-01
2019-10-01,VND,3,2019,418.0,0.219,0.061,-97.0,321.0,-69.0,252.0,0.254,0.691,-112.0,139.0,111.0,111.0,0.056,2.432,,,,,,257.0,2019-10-01,2019-07-01
2019-07-01,VND,2,2019,393.0,-0.032,0.226,-172.0,222.0,-73.0,149.0,-0.154,-0.27,-110.0,37.0,32.0,32.0,-0.62,-0.635,,,,,,154.0,2019-07-01,2019-04-01
2019-04-01,VND,1,2019,321.0,-0.284,-0.06,-34.0,287.0,-83.0,204.0,-0.055,5.61,-94.0,112.0,89.0,89.0,-0.359,1.053,,,,,,209.0,2019-04-01,2019-01-01
2019-01-01,VND,4,2018,342.0,-0.036,-0.003,-212.0,130.0,-99.0,31.0,-0.835,-0.846,-90.0,29.0,43.0,43.0,-0.608,-0.59,,,,,,37.0,2019-01-01,2018-10-01
2018-10-01,VND,3,2018,342.0,0.163,-0.158,-66.0,276.0,-76.0,201.0,0.1,0.141,0.0,132.0,106.0,106.0,-0.067,0.234,,,,,,207.0,2018-10-01,2018-07-01
2018-07-01,VND,2,2018,406.0,0.295,-0.093,-163.0,244.0,-68.0,176.0,0.041,-0.185,-72.0,104.0,86.0,86.0,0.162,-0.383,,,,,,181.0,2018-07-01,2018-04-01
2018-04-01,VND,1,2018,448.0,0.734,0.264,-170.0,278.0,-63.0,216.0,0.288,0.154,-52.0,173.0,139.0,139.0,0.307,0.255,,,,,,220.0,2018-04-01,2018-01-01
2018-01-01,VND,4,2017,354.0,1.157,0.204,-72.0,282.0,-95.0,187.0,3.3,0.025,-51.0,136.0,111.0,111.0,1.903,-0.023,,,,,,192.0,2018-01-01,2017-10-01
2017-10-01,VND,3,2017,294.0,0.829,-0.062,-56.0,239.0,-56.0,182.0,1.985,0.08,-48.0,140.0,113.0,113.0,1.088,0.536,,,,,,185.0,2017-10-01,2017-07-01
2017-07-01,VND,2,2017,314.0,0.35,0.215,-90.0,224.0,-55.0,169.0,0.318,0.009,-52.0,118.0,74.0,74.0,0.132,-0.306,,,,,,173.0,2017-07-01,2017-04-01
2017-04-01,VND,1,2017,258.0,1.398,0.573,-37.0,221.0,-54.0,167.0,4.219,2.852,-45.0,131.0,106.0,106.0,2.738,1.788,,,,,,173.0,2017-04-01,2017-01-01
2017-01-01,VND,4,2016,164.0,0.043,0.021,-53.0,111.0,-67.0,43.0,-0.42,-0.289,-28.0,51.0,38.0,38.0,-0.359,-0.297,,,,,,48.0,2017-01-01,2016-10-01
2016-10-01,VND,3,2016,161.0,0.035,-0.308,-52.0,109.0,-48.0,61.0,0.055,-0.523,-40.0,67.0,54.0,54.0,0.173,-0.167,,,,,,66.0,2016-10-01,2016-07-01
2016-07-01,VND,2,2016,233.0,1.008,1.158,-61.0,172.0,-44.0,128.0,1.84,2.995,-33.0,73.0,65.0,65.0,0.803,1.291,,,,,,133.0,2016-07-01,2016-04-01
2016-04-01,VND,1,2016,108.0,0.023,-0.316,-30.0,78.0,-45.0,32.0,,-0.572,-18.0,36.0,28.0,28.0,-0.291,-0.522,,,,,,37.0,2016-04-01,2016-01-01
2016-01-01,VND,4,2015,157.0,0.296,0.012,-31.0,126.0,-51.0,75.0,,0.295,,75.0,59.0,59.0,0.643,0.286,,,,,,92.0,2016-01-01,2015-10-01
2015-10-01,VND,3,2015,156.0,0.362,0.343,-56.0,99.0,-42.0,58.0,,0.284,,58.0,46.0,46.0,0.063,0.28,,,,,,70.0,2015-10-01,2015-07-01
2015-07-01,VND,2,2015,116.0,0.219,0.1,-33.0,83.0,-38.0,45.0,,,,45.0,36.0,36.0,0.15,-0.099,,,,,,49.0,2015-07-01,2015-04-01
2015-04-01,VND,1,2015,105.0,0.007,-0.133,-24.0,82.0,,,,,,49.0,40.0,40.0,-0.135,0.109,,,,,,,2015-04-01,2015-01-01
2015-01-01,VND,4,2014,121.0,0.681,0.063,-38.0,84.0,,,,,,45.0,36.0,36.0,4.332,-0.168,,,,,,,2015-01-01,2014-10-01
2014-10-01,VND,3,2014,114.0,1.225,0.203,-29.0,85.0,,,,,,53.0,43.0,43.0,0.898,0.384,,,,,,,2014-10-01,2014-07-01
2014-07-01,VND,2,2014,95.0,0.319,-0.092,-28.0,67.0,,,,,,35.0,31.0,31.0,-0.535,-0.323,,,,,,,2014-07-01,2014-04-01
2014-04-01,VND,1,2014,105.0,0.678,0.447,-22.0,82.0,,,,,,59.0,46.0,46.0,0.699,5.836,,,,,,,2014-04-01,2014-01-01
2014-01-01,VND,4,2013,72.0,0.678,0.407,-45.0,27.0,,,,,,1.0,7.0,7.0,-0.228,-0.704,,,,,,,2014-01-01,2013-10-01
2013-10-01,VND,3,2013,51.0,0.021,-0.287,-3.0,49.0,,,,,,28.0,23.0,23.0,1.283,-0.661,,,,,,,2013-10-01,2013-07-01
2013-07-01,VND,2,2013,72.0,-0.154,0.156,23.0,95.0,,,,,,77.0,67.0,67.0,1.275,1.474,,,,,,,2013-07-01,2013-04-01
