index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,CTG,4,2024,16312.0,0.119,0.047,,,-6576.0,21285.0,0.152,-0.029,,12245.0,9871.0,9792.0,0.6,0.874,1103,1240,2631,-2464,14710,,2025-01-01,2024-10-01
2024-10-01,CTG,3,2024,15578.0,0.19,0.016,,,-6095.0,21916.0,0.26,0.116,,6553.0,5193.0,5226.0,0.353,-0.026,574,1801,3963,-9269,15821,,2024-10-01,2024-07-01
2024-07-01,CTG,2,2024,15339.0,0.202,0.011,,,-5074.0,19640.0,0.105,0.03,,6750.0,5409.0,5365.0,0.031,0.082,1328,1886,1087,-7817,14567,,2024-07-01,2024-04-01
2024-04-01,CTG,1,2024,15174.0,0.198,0.041,,,-4807.0,19067.0,0.12,0.032,,6210.0,5003.0,4959.0,0.032,-0.19,1336,1779,778,-8049,14259,,2024-04-01,2024-01-01
2024-01-01,CTG,4,2023,14572.0,0.134,0.113,,,-6304.0,18475.0,0.071,0.062,,7699.0,6143.0,6119.0,0.436,0.584,810,1554,1540,-4473,12171,,2024-01-01,2023-10-01
2023-10-01,CTG,3,2023,13087.0,0.013,0.026,,,-5082.0,17393.0,0.004,-0.021,,4871.0,3895.0,3863.0,0.157,-0.258,1081,1815,1410,-7440,12311,,2023-10-01,2023-07-01
2023-07-01,CTG,2,2023,12757.0,0.062,0.007,,,-4743.0,17772.0,0.115,0.044,,6550.0,5264.0,5203.0,0.12,0.083,1452,1784,1778,-6478,13029,,2023-07-01,2023-04-01
2023-04-01,CTG,1,2023,12666.0,0.248,-0.014,,,-4314.0,17018.0,0.21,-0.013,,5980.0,4831.0,4806.0,0.031,0.128,1331,2001,1020,-6724,12704,,2023-04-01,2023-01-01
2023-01-01,CTG,4,2022,12848.0,0.236,-0.006,,,-6363.0,17245.0,0.242,-0.005,,5349.0,4274.0,4260.0,0.459,0.276,1235,1786,1377,-5533,10882,,2023-01-01,2022-10-01
2022-10-01,CTG,3,2022,12924.0,0.309,0.076,,,-4847.0,17324.0,0.414,0.087,,4157.0,3320.0,3338.0,0.357,-0.281,697,1465,2238,-8321,12477,,2022-10-01,2022-07-01
2022-07-01,CTG,2,2022,12013.0,0.104,0.184,,,-4272.0,15941.0,0.132,0.133,,5785.0,4681.0,4645.0,1.064,-0.004,1256,1560,1111,-5883,11668,,2022-07-01,2022-04-01
2022-04-01,CTG,1,2022,10146.0,-0.047,-0.024,,,-3821.0,14070.0,0.089,0.013,,5822.0,4698.0,4664.0,-0.278,0.597,769,1278,1878,-4427,10249,,2022-04-01,2022-01-01
2022-01-01,CTG,4,2021,10396.0,0.011,0.053,,,-5832.0,13887.0,0.053,0.133,,3678.0,2986.0,2921.0,-0.459,0.187,864,1158,1469,-4377,8055,,2022-01-01,2021-10-01
2021-10-01,CTG,3,2021,9872.0,0.087,-0.093,,,-3647.0,12255.0,0.065,-0.13,,3061.0,2466.0,2460.0,0.053,0.093,864,1154,365,-5548,8609,,2021-10-01,2021-07-01
2021-07-01,CTG,2,2021,10879.0,0.395,0.022,,,-4187.0,14083.0,0.412,0.09,,2790.0,2296.0,2250.0,-0.37,-0.652,714,1357,1134,-7106,9896,,2021-07-01,2021-04-01
2021-04-01,CTG,1,2021,10642.0,0.264,0.035,,,-3512.0,12923.0,0.209,-0.02,,8060.0,6471.0,6462.0,1.676,0.197,559,1283,439,-1350,9410,,2021-04-01,2021-01-01
2021-01-01,CTG,4,2020,10285.0,0.183,0.133,,,-5721.0,13187.0,0.247,0.146,,6756.0,5429.0,5397.0,1.033,1.31,981,1144,777,-710,7466,,2021-01-01,2020-10-01
2020-10-01,CTG,3,2020,9078.0,0.09,0.164,,,-3749.0,11511.0,0.109,0.154,,2904.0,2342.0,2337.0,-0.069,-0.346,694,1057,682,-4858,7762,,2020-10-01,2020-07-01
2020-07-01,CTG,2,2020,7798.0,-0.052,-0.074,,,-3282.0,9975.0,0.003,-0.066,,4486.0,3610.0,3572.0,1.022,0.479,879,1102,195,-2207,6693,,2020-07-01,2020-04-01
2020-04-01,CTG,1,2020,8418.0,0.059,-0.031,,,-3318.0,10685.0,0.109,0.011,,2974.0,2405.0,2414.0,-0.045,-0.091,932,1059,275,-4393,7367,,2020-04-01,2020-01-01
2020-01-01,CTG,4,2019,8692.0,31.884,0.043,,,-5130.0,10573.0,4.809,0.019,,3324.0,2654.0,2655.0,,0.057,-26,1009,898,-2120,5444,,2020-01-01,2019-10-01
2019-10-01,CTG,3,2019,8330.0,0.11,0.012,,,-3753.0,10376.0,0.117,0.044,,3121.0,2517.0,2511.0,0.342,0.421,697,1092,257,-3502,6623,,2019-10-01,2019-07-01
2019-07-01,CTG,2,2019,8227.0,0.142,0.035,,,-3619.0,9940.0,0.169,0.032,,2182.0,1768.0,1767.0,-0.023,-0.301,531,986,196,-4139,6321,,2019-07-01,2019-04-01
2019-04-01,CTG,1,2019,7950.0,0.099,29.075,,,-3238.0,9632.0,0.09,4.292,,3153.0,2539.0,2528.0,0.041,,564,969,149,-3242,6394,,2019-04-01,2019-01-01
2019-01-01,CTG,4,2018,264.0,-0.963,-0.965,,,-3385.0,1820.0,-0.79,-0.804,,-1037.0,-849.0,-833.0,,,210,785,561,527,-1565,,2019-01-01,2018-10-01
2018-10-01,CTG,3,2018,7507.0,0.167,0.042,,,-3581.0,9289.0,0.221,0.093,,2330.0,1873.0,1871.0,-0.04,0.035,452,787,543,-3378,5708,,2018-10-01,2018-07-01
2018-07-01,CTG,2,2018,7207.0,-0.015,-0.004,,,-3663.0,8502.0,-0.012,-0.038,,2238.0,1812.0,1808.0,-0.035,-0.255,260,607,428,-2601,4839,,2018-07-01,2018-04-01
2018-04-01,CTG,1,2018,7234.0,0.173,0.011,,,-3455.0,8835.0,0.144,0.018,,3028.0,2441.0,2429.0,0.195,0.539,652,592,357,-2351,5379,,2018-04-01,2018-01-01
2018-01-01,CTG,4,2017,7156.0,0.403,0.112,,,-5026.0,8681.0,0.401,0.141,,1974.0,1586.0,1578.0,0.01,-0.191,304,572,648,-1681,3655,,2018-01-01,2017-10-01
2017-10-01,CTG,3,2017,6432.0,0.083,-0.121,,,-3369.0,7607.0,0.053,-0.116,,2419.0,1952.0,1950.0,0.099,0.041,249,374,552,-1820,4238,,2017-10-01,2017-07-01
2017-07-01,CTG,2,2017,7319.0,0.243,0.187,,,-3560.0,8608.0,0.335,0.115,,2270.0,1882.0,1873.0,0.258,-0.078,754,397,138,-2779,5048,,2017-07-01,2017-04-01
2017-04-01,CTG,1,2017,6166.0,0.147,0.209,,,-3114.0,7723.0,0.19,0.247,,2544.0,2039.0,2032.0,0.058,0.3,390,512,655,-2065,4609,,2017-04-01,2017-01-01
2017-01-01,CTG,4,2016,5101.0,0.184,-0.141,,,-4144.0,6194.0,0.062,-0.143,,1969.0,1571.0,1562.0,0.252,-0.12,405,499,189,-81,2050,,2017-01-01,2016-10-01
2016-10-01,CTG,3,2016,5939.0,0.21,0.009,,,-3047.0,7227.0,0.222,0.121,,2212.0,1779.0,1775.0,0.247,0.193,211,394,683,-1968,4181,,2016-10-01,2016-07-01
2016-07-01,CTG,2,2016,5886.0,0.194,0.095,,,-3012.0,6448.0,0.123,-0.007,,1868.0,1491.0,1488.0,-0.165,-0.225,107,428,26,-1568,3436,,2016-07-01,2016-04-01
2016-04-01,CTG,1,2016,5378.0,0.146,0.248,,,-2646.0,6492.0,0.235,0.113,,2405.0,1924.0,1919.0,0.542,0.538,337,377,400,-1441,3846,,2016-04-01,2016-01-01
2016-01-01,CTG,4,2015,4309.0,-0.01,-0.122,,,-3354.0,5832.0,-0.032,-0.013,,1620.0,1255.0,1248.0,-0.137,-0.123,142,396,984,-859,2479,,2016-01-01,2015-10-01
2015-10-01,CTG,3,2015,4909.0,0.089,-0.004,,,-2781.0,5912.0,0.147,0.029,,1847.0,1427.0,1423.0,0.141,-0.201,-25,386,642,-1284,3131,,2015-10-01,2015-07-01
2015-07-01,CTG,2,2015,4928.0,0.096,0.05,,,-2403.0,5744.0,0.181,0.093,,2315.0,1787.0,1781.0,-0.054,0.431,17,407,392,-1026,3340,,2015-07-01,2015-04-01
2015-04-01,CTG,1,2015,4692.0,0.111,0.078,,,-2182.0,5256.0,0.054,-0.128,,1564.0,1248.0,1245.0,0.096,-0.139,108,271,185,-1510,3074,,2015-04-01,2015-01-01
2015-01-01,CTG,4,2014,4352.0,0.004,-0.035,,,-2795.0,6026.0,0.153,0.169,,1822.0,1451.0,1447.0,1.904,0.159,156,400,1119,-1409,3232,,2015-01-01,2014-10-01
