index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,VCB,4,2024,13842.0,0.081,0.019,,,-7040.0,17711.0,0.11,0.052,,10703.0,8570.0,8565.0,-0.084,0.0,1660,924,1285,32,10670,,2025-01-01,2024-10-01
2024-10-01,VCB,3,2024,13578.0,0.078,-0.024,,,-5811.0,16836.0,0.067,0.005,,10699.0,8572.0,8567.0,0.179,0.055,1431,1272,555,-326,11025,,2024-10-01,2024-07-01
2024-07-01,VCB,2,2024,13908.0,-0.008,-0.012,,,-5122.0,16752.0,-0.041,-0.031,,10116.0,8125.0,8119.0,0.094,-0.054,1321,1499,24,-1514,11630,,2024-07-01,2024-04-01
2024-04-01,VCB,1,2024,14078.0,-0.009,0.1,,,-5054.0,17280.0,-0.067,0.083,,10718.0,8586.0,8580.0,-0.045,-0.083,1253,1442,508,-1508,12226,,2024-04-01,2024-01-01
2024-01-01,VCB,4,2023,12801.0,-0.136,0.016,,,-5752.0,15959.0,-0.145,0.012,,11693.0,9360.0,9355.0,-0.058,0.287,937,1810,410,1487,10207,,2024-01-01,2023-10-01
2023-10-01,VCB,3,2023,12596.0,-0.078,-0.102,,,-5233.0,15777.0,-0.056,-0.097,,9051.0,7275.0,7269.0,0.199,-0.021,1769,891,521,-1494,10545,,2023-10-01,2023-07-01
2023-07-01,VCB,2,2023,14021.0,0.096,-0.013,,,-5656.0,17470.0,0.094,-0.057,,9278.0,7428.0,7423.0,0.25,-0.174,1569,1622,258,-2536,11814,,2023-07-01,2023-04-01
2023-04-01,VCB,1,2023,14203.0,0.186,-0.041,,,-5274.0,18517.0,0.107,-0.008,,11221.0,8992.0,8986.0,0.129,-0.095,1775,1456,1083,-2022,13243,,2023-04-01,2023-01-01
2023-01-01,VCB,4,2022,14809.0,0.388,0.084,,,-4565.0,18663.0,0.262,0.117,,12419.0,9934.0,9928.0,0.518,0.637,1222,2331,300,-1679,14098,,2023-01-01,2022-10-01
2022-10-01,VCB,3,2022,13664.0,0.31,0.068,,,-6370.0,16714.0,0.261,0.046,,7566.0,6069.0,6065.0,0.32,0.022,1559,1102,389,-2778,10344,,2022-10-01,2022-07-01
2022-07-01,VCB,2,2022,12797.0,0.153,0.069,,,-5816.0,15972.0,0.238,-0.045,,7423.0,5942.0,5937.0,0.499,-0.254,1600,695,881,-2733,10157,,2022-07-01,2022-04-01
2022-04-01,VCB,1,2022,11976.0,0.188,0.123,,,-4509.0,16733.0,0.067,0.132,,9950.0,7967.0,7962.0,0.154,0.217,1563,2711,484,-2274,12224,,2022-04-01,2022-01-01
2022-01-01,VCB,4,2021,10667.0,0.027,0.023,,,-3148.0,14788.0,0.027,0.116,,8175.0,6545.0,6540.0,0.154,0.424,1138,2414,570,-3466,11640,,2022-01-01,2021-10-01
2021-10-01,VCB,3,2021,10428.0,0.195,-0.06,,,-5002.0,13253.0,0.144,0.027,,5738.0,4599.0,4594.0,0.151,0.16,1246,1127,452,-2513,8250,,2021-10-01,2021-07-01
2021-07-01,VCB,2,2021,11096.0,0.374,0.101,,,-4736.0,12903.0,0.202,-0.177,,4942.0,3965.0,3960.0,-0.141,-0.426,1019,428,360,-3225,8167,,2021-07-01,2021-04-01
2021-04-01,VCB,1,2021,10082.0,0.116,-0.03,,,-4779.0,15686.0,0.277,0.09,,8631.0,6908.0,6903.0,0.652,0.218,1154,3438,1012,-2275,10906,,2021-04-01,2021-01-01
2021-01-01,VCB,4,2020,10390.0,0.203,0.191,,,-3430.0,14393.0,0.349,0.242,,7079.0,5674.0,5668.0,0.289,0.42,999,3069,-65,-3884,10963,,2021-01-01,2020-10-01
2020-10-01,VCB,3,2020,8723.0,-0.015,0.08,,,-4579.0,11586.0,-0.034,0.079,,4983.0,3996.0,3991.0,-0.209,-0.134,1067,1257,540,-2025,7008,,2020-10-01,2020-07-01
2020-07-01,VCB,2,2020,8077.0,-0.059,-0.106,,,-3118.0,10734.0,-0.05,-0.126,,5759.0,4616.0,4610.0,0.057,0.104,1215,1156,286,-1856,7616,,2020-07-01,2020-04-01
2020-04-01,VCB,1,2020,9034.0,0.063,0.046,,,-4910.0,12285.0,0.044,0.152,,5223.0,4183.0,4178.0,-0.112,-0.05,1085,1127,1039,-2152,7375,,2020-04-01,2020-01-01
2020-01-01,VCB,4,2019,8640.0,0.083,-0.025,,,-3186.0,10667.0,-0.002,-0.111,,5510.0,4400.0,4397.0,-0.167,-0.129,889,886,252,-1971,7481,,2020-01-01,2019-10-01
2019-10-01,VCB,3,2019,8859.0,0.192,0.033,,,-4182.0,11995.0,0.274,0.061,,6309.0,5052.0,5048.0,0.72,0.158,973,1278,883,-1503,7812,,2019-10-01,2019-07-01
2019-07-01,VCB,2,2019,8580.0,0.262,0.01,,,-4067.0,11303.0,0.221,-0.039,,5425.0,4365.0,4361.0,0.49,-0.074,881,1075,768,-1811,7236,,2019-07-01,2019-04-01
2019-04-01,VCB,1,2019,8499.0,0.371,0.065,,,-4384.0,11768.0,0.186,0.101,,5878.0,4711.0,4707.0,0.343,-0.108,1033,1069,1166,-1506,7384,,2019-04-01,2019-01-01
2019-01-01,VCB,4,2018,7981.0,0.382,0.074,,,-1693.0,10690.0,0.42,0.136,,6617.0,5280.0,5276.0,0.939,0.798,1735,774,201,-2381,8997,,2019-01-01,2018-10-01
2018-10-01,VCB,3,2018,7432.0,0.416,0.093,,,-3986.0,9414.0,0.292,0.017,,3666.0,2938.0,2935.0,0.369,0.003,437,895,651,-1762,5429,,2018-10-01,2018-07-01
