index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,VIC,4,2024,65244.0,1.379,0.038,-55245.0,9999.0,-12678.0,-2679.0,,,-6832.0,5433.0,1182.0,2025.0,,-0.618,,,,,,3027.0,2025-01-01,2024-10-01
2024-10-01,VIC,3,2024,62850.0,0.311,0.485,-49777.0,13074.0,-8669.0,4404.0,-0.07,264.178,-5608.0,4705.0,2015.0,5295.0,,,,,,,,10767.0,2024-10-01,2024-07-01
2024-07-01,VIC,2,2024,42327.0,-0.105,0.947,-35333.0,6995.0,-6978.0,17.0,-0.996,,-5622.0,4093.0,719.0,-3519.0,,,,,,,,5565.0,2024-07-01,2024-04-01
2024-04-01,VIC,1,2024,21739.0,-0.442,-0.207,-23694.0,-1955.0,-6757.0,-8712.0,,,-4830.0,2494.0,1335.0,7934.0,6.442,,,,,,,-3582.0,2024-04-01,2024-01-01
2024-01-01,VIC,4,2023,27428.0,-0.334,-0.428,-30247.0,-2819.0,-8163.0,-10982.0,,,-5380.0,1306.0,495.0,-159.0,,,,,,,,-6146.0,2024-01-01,2023-10-01
2023-10-01,VIC,3,2023,47948.0,0.668,0.014,-36208.0,11740.0,-7004.0,4736.0,53.224,0.057,-5504.0,4475.0,567.0,-669.0,,,,,,,,9392.0,2023-10-01,2023-07-01
2023-07-01,VIC,2,2023,47295.0,2.534,0.214,-36645.0,10651.0,-6172.0,4479.0,,,-3195.0,3636.0,400.0,1824.0,-0.462,0.711,,,,,,8654.0,2023-07-01,2023-04-01
2023-04-01,VIC,1,2023,38963.0,1.137,-0.054,-34528.0,4435.0,-5794.0,-1359.0,,,-3331.0,4264.0,589.0,1066.0,-0.565,-0.316,,,,,,2101.0,2023-04-01,2023-01-01
2023-01-01,VIC,4,2022,41168.0,0.195,0.432,-28363.0,12804.0,-8853.0,3951.0,,44.237,-2954.0,3955.0,410.0,1559.0,,0.647,,,,,,8094.0,2023-01-01,2022-10-01
2022-10-01,VIC,3,2022,28742.0,-0.045,1.147,-22984.0,5758.0,-5671.0,87.0,-0.981,,-3037.0,5252.0,506.0,947.0,,-0.721,,,,,,6413.0,2022-10-01,2022-07-01
2022-07-01,VIC,2,2022,13384.0,-0.643,-0.266,-18103.0,-4719.0,-4745.0,-9464.0,,,-3689.0,1559.0,553.0,3392.0,1.34,0.383,,,,,,-3959.0,2022-07-01,2022-04-01
2022-04-01,VIC,1,2022,18229.0,-0.217,-0.471,-18024.0,205.0,-6324.0,-6119.0,,,-1372.0,1928.0,512.0,2454.0,0.172,,,,,,,-839.0,2022-04-01,2022-01-01
2022-01-01,VIC,4,2021,34458.0,-0.038,0.144,-26218.0,8240.0,-11535.0,-3295.0,,,-2561.0,-6369.0,-9249.0,-5964.0,,,,,,,,1497.0,2022-01-01,2021-10-01
2021-10-01,VIC,3,2021,30112.0,-0.162,-0.196,-18413.0,11698.0,-7049.0,4649.0,1.365,0.76,-2687.0,3315.0,257.0,-351.0,,,,,,,,8239.0,2021-10-01,2021-07-01
2021-07-01,VIC,2,2021,37442.0,0.603,0.607,-26986.0,10456.0,-7815.0,2641.0,,,-2624.0,3614.0,602.0,1450.0,-0.291,-0.308,,,,,,6735.0,2021-07-01,2021-04-01
2021-04-01,VIC,1,2021,23294.0,0.516,-0.35,-20009.0,3285.0,-4829.0,-1544.0,,,-2706.0,2786.0,868.0,2094.0,3.776,0.899,,,,,,1387.0,2021-04-01,2021-01-01
2021-01-01,VIC,4,2020,35821.0,-0.062,-0.003,-30241.0,5580.0,-9778.0,-4198.0,,,-2725.0,4231.0,1551.0,1103.0,-0.761,-0.284,,,,,,-1362.0,2021-01-01,2020-10-01
2020-10-01,VIC,3,2020,35914.0,0.138,0.537,-29613.0,6301.0,-4335.0,1966.0,-0.558,,-3004.0,3609.0,1436.0,1540.0,2.095,-0.247,,,,,,4798.0,2020-10-01,2020-07-01
2020-07-01,VIC,2,2020,23359.0,-0.404,0.52,-19945.0,3414.0,-3758.0,-344.0,,,-3073.0,2694.0,896.0,2046.0,0.502,3.666,,,,,,1630.0,2020-07-01,2020-04-01
2020-04-01,VIC,1,2020,15368.0,-0.296,-0.597,-13383.0,1986.0,-3881.0,-1895.0,,,-2618.0,3428.0,505.0,438.0,-0.578,-0.905,,,,,,635.0,2020-04-01,2020-01-01
2020-01-01,VIC,4,2019,38176.0,0.011,0.209,-29316.0,8860.0,-8935.0,-75.0,,,-2088.0,6255.0,3590.0,4607.0,0.904,8.259,,,,,,3045.0,2020-01-01,2019-10-01
2019-10-01,VIC,3,2019,31571.0,0.346,-0.195,-20291.0,11280.0,-6828.0,4452.0,1.922,-0.297,-2215.0,2544.0,712.0,498.0,-0.189,-0.635,,,,,,6513.0,2019-10-01,2019-07-01
2019-07-01,VIC,2,2019,39220.0,0.216,0.797,-26443.0,12777.0,-6441.0,6336.0,0.402,,-1437.0,4912.0,2391.0,1362.0,6.811,0.312,,,,,,8456.0,2019-07-01,2019-04-01
