index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,VIB,4,2024,3916.0,-0.096,-0.035,,,-1752.0,5275.0,-0.097,0.069,,2401.0,1921.0,1921.0,0.01,0.201,194,654,511,-1123,3524,,2025-01-01,2024-10-01
2024-10-01,VIB,3,2024,4060.0,-0.131,0.029,,,-1782.0,4936.0,-0.181,-0.02,,1998.0,1599.0,1599.0,-0.255,-0.05,206,409,261,-1156,3154,,2024-10-01,2024-07-01
2024-07-01,VIB,2,2024,3946.0,-0.104,-0.022,,,-1806.0,5039.0,-0.061,-0.053,,2103.0,1683.0,1683.0,-0.286,-0.159,50,742,302,-1130,3233,,2024-07-01,2024-04-01
2024-04-01,VIB,1,2024,4036.0,-0.062,-0.069,,,-1871.0,5319.0,0.079,-0.09,,2502.0,2001.0,2001.0,-0.071,0.052,303,754,226,-945,3447,,2024-04-01,2024-01-01
2024-01-01,VIB,4,2023,4333.0,0.108,-0.073,,,-1771.0,5842.0,0.247,-0.03,,2378.0,1902.0,1902.0,-0.142,-0.114,275,860,374,-1693,4072,,2024-01-01,2023-10-01
2023-10-01,VIB,3,2023,4673.0,0.218,0.062,,,-1717.0,6024.0,0.302,0.123,,2683.0,2147.0,2147.0,-0.039,-0.09,439,710,202,-1625,4308,,2023-10-01,2023-07-01
2023-07-01,VIB,2,2023,4402.0,0.19,0.023,,,-1556.0,5364.0,0.164,0.088,,2948.0,2358.0,2358.0,0.074,0.094,6,786,170,-860,3808,,2023-07-01,2023-04-01
2023-04-01,VIB,1,2023,4304.0,0.224,0.101,,,-1568.0,4930.0,0.192,0.052,,2694.0,2155.0,2155.0,0.182,-0.028,-38,618,45,-668,3362,,2023-04-01,2023-01-01
2023-01-01,VIB,4,2022,3911.0,0.15,0.02,,,-1566.0,4687.0,0.041,0.013,,2767.0,2217.0,2217.0,0.037,-0.007,-149,840,85,-353,3120,,2023-01-01,2022-10-01
2022-10-01,VIB,3,2022,3836.0,0.432,0.037,,,-1670.0,4627.0,0.502,0.004,,2791.0,2233.0,2233.0,1.016,0.017,-118,795,113,-166,2957,,2022-10-01,2022-07-01
2022-07-01,VIB,2,2022,3700.0,0.25,0.052,,,-1501.0,4609.0,0.211,0.114,,2744.0,2195.0,2195.0,0.278,0.204,-102,905,105,-363,3107,,2022-07-01,2022-04-01
2022-04-01,VIB,1,2022,3516.0,0.265,0.034,,,-1460.0,4136.0,0.181,-0.081,,2279.0,1823.0,1823.0,0.261,-0.147,-79,648,51,-397,2676,,2022-04-01,2022-01-01
2022-01-01,VIB,4,2021,3400.0,0.327,0.269,,,-1147.0,4502.0,0.336,0.462,,2672.0,2138.0,2138.0,0.505,0.929,63,954,85,-683,3355,,2022-01-01,2021-10-01
2021-10-01,VIB,3,2021,2678.0,0.199,-0.095,,,-1429.0,3080.0,0.016,-0.191,,1385.0,1108.0,1108.0,-0.17,-0.355,-36,414,24,-267,1652,,2021-10-01,2021-07-01
2021-07-01,VIB,2,2021,2960.0,0.556,0.065,,,-1346.0,3807.0,0.49,0.087,,2147.0,1718.0,1718.0,0.676,0.188,20,765,63,-314,2461,,2021-07-01,2021-04-01
2021-04-01,VIB,1,2021,2778.0,0.544,0.085,,,-1361.0,3502.0,0.549,0.039,,1807.0,1446.0,1446.0,0.681,0.018,65,609,50,-334,2141,,2021-04-01,2021-01-01
2021-01-01,VIB,4,2020,2561.0,0.53,0.147,,,-1303.0,3370.0,0.501,0.112,,1776.0,1421.0,1421.0,0.522,0.064,-20,751,77,-290,2066,,2021-01-01,2020-10-01
2020-10-01,VIB,3,2020,2233.0,0.38,0.174,,,-1125.0,3031.0,0.373,0.187,,1668.0,1335.0,1335.0,0.524,0.302,14,616,168,-238,1906,,2020-10-01,2020-07-01
2020-07-01,VIB,2,2020,1902.0,0.241,0.057,,,-1008.0,2554.0,0.311,0.13,,1281.0,1025.0,1025.0,0.268,0.191,13,611,29,-265,1547,,2020-07-01,2020-04-01
2020-04-01,VIB,1,2020,1799.0,0.299,0.075,,,-1029.0,2260.0,0.319,0.007,,1075.0,860.0,860.0,0.328,-0.078,41,411,9,-156,1231,,2020-04-01,2020-01-01
2020-01-01,VIB,4,2019,1675.0,0.289,0.035,,,-993.0,2245.0,0.203,0.017,,1166.0,933.0,933.0,0.143,0.066,-3,522,51,-86,1252,,2020-01-01,2019-10-01
2019-10-01,VIB,3,2019,1619.0,0.271,0.056,,,-913.0,2207.0,0.485,0.133,,1095.0,876.0,876.0,0.921,0.084,-2,512,79,-199,1294,,2019-10-01,2019-07-01
2019-07-01,VIB,2,2019,1532.0,0.273,0.106,,,-775.0,1948.0,0.345,0.137,,1010.0,808.0,808.0,0.597,0.248,-53,417,53,-163,1174,,2019-07-01,2019-04-01
2019-04-01,VIB,1,2019,1385.0,0.316,0.066,,,-748.0,1714.0,0.37,-0.082,,810.0,648.0,648.0,0.563,-0.207,-59,348,41,-156,966,,2019-04-01,2019-01-01
2019-01-01,VIB,4,2018,1299.0,0.184,0.02,,,-694.0,1866.0,0.486,0.255,,1021.0,817.0,817.0,0.305,0.791,-35,214,389,-151,1172,,2019-01-01,2018-10-01
2018-10-01,VIB,3,2018,1274.0,0.428,0.058,,,-682.0,1487.0,0.371,0.026,,570.0,456.0,456.0,1.345,-0.099,-35,206,42,-235,804,,2018-10-01,2018-07-01
2018-07-01,VIB,2,2018,1204.0,0.57,0.144,,,-677.0,1449.0,0.62,0.158,,632.0,506.0,506.0,1.805,0.221,-2,185,62,-139,772,,2018-07-01,2018-04-01
2018-04-01,VIB,1,2018,1053.0,0.519,-0.04,,,-637.0,1251.0,0.486,-0.004,,518.0,414.0,414.0,2.297,-0.338,47,130,22,-95,614,,2018-04-01,2018-01-01
2018-01-01,VIB,4,2017,1097.0,0.399,0.23,,,-601.0,1256.0,0.322,0.158,,782.0,626.0,626.0,1.668,2.219,-48,161,47,127,655,,2018-01-01,2017-10-01
2017-10-01,VIB,3,2017,892.0,0.374,0.163,,,-604.0,1085.0,0.347,0.213,,243.0,194.0,194.0,1.303,0.078,88,79,25,-238,481,,2017-10-01,2017-07-01
2017-07-01,VIB,2,2017,767.0,0.285,0.107,,,-592.0,894.0,0.032,0.062,,226.0,180.0,180.0,0.357,0.435,-15,111,32,-76,302,,2017-07-01,2017-04-01
2017-04-01,VIB,1,2017,693.0,0.164,-0.117,,,-539.0,842.0,0.071,-0.114,,157.0,126.0,126.0,0.134,-0.464,62,58,30,-146,303,,2017-04-01,2017-01-01
2017-01-01,VIB,4,2016,784.0,0.301,0.208,,,-587.0,950.0,0.034,0.181,,294.0,235.0,235.0,0.183,1.779,0,89,77,-70,363,,2017-01-01,2016-10-01
2016-10-01,VIB,3,2016,649.0,0.138,0.087,,,-516.0,805.0,0.28,-0.071,,105.0,84.0,84.0,0.27,-0.365,79,59,18,-184,289,,2016-10-01,2016-07-01
2016-07-01,VIB,2,2016,597.0,-0.048,0.003,,,-508.0,867.0,0.228,0.102,,164.0,133.0,133.0,0.291,0.199,29,64,177,-195,359,,2016-07-01,2016-04-01
