index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,VNM,4,2024,15477.0,-0.009,-0.004,-9267.0,6210.0,-3906.0,2304.0,-0.057,-0.128,-66.0,2643.0,2147.0,2124.0,-0.087,-0.116,,,,,,2807.0,2025-01-01,2024-10-01
2024-10-01,VNM,3,2024,15537.0,-0.006,-0.067,-9136.0,6401.0,-3758.0,2643.0,-0.035,-0.13,-63.0,2942.0,2403.0,2404.0,-0.036,-0.1,,,,,,3207.0,2024-10-01,2024-07-01
2024-07-01,VNM,2,2024,16656.0,0.096,0.18,-9588.0,7068.0,-4031.0,3037.0,0.205,0.255,-64.0,3309.0,2696.0,2670.0,0.215,0.217,,,,,,3561.0,2024-07-01,2024-04-01
2024-04-01,VNM,1,2024,14112.0,0.014,-0.096,-8201.0,5912.0,-3491.0,2420.0,0.171,-0.01,-86.0,2706.0,2207.0,2195.0,0.182,-0.056,,,,,,2925.0,2024-04-01,2024-01-01
2024-01-01,VNM,4,2023,15619.0,0.037,-0.001,-9177.0,6442.0,-3998.0,2444.0,0.185,-0.108,-96.0,2852.0,2351.0,2326.0,0.244,-0.067,,,,,,3207.0,2024-01-01,2023-10-01
2023-10-01,VNM,3,2023,15637.0,-0.028,0.029,-9082.0,6555.0,-3815.0,2740.0,0.019,0.087,-80.0,3076.0,2533.0,2492.0,0.084,0.133,,,,,,3232.0,2023-10-01,2023-07-01
2023-07-01,VNM,2,2023,15195.0,0.018,0.092,-9045.0,6150.0,-3630.0,2520.0,0.057,0.219,-96.0,2728.0,2229.0,2199.0,0.056,0.184,,,,,,3036.0,2023-07-01,2023-04-01
2023-04-01,VNM,1,2023,13918.0,0.003,-0.076,-8520.0,5398.0,-3331.0,2067.0,-0.211,0.003,-82.0,2312.0,1906.0,1857.0,-0.18,-0.007,,,,,,2596.0,2023-04-01,2023-01-01
2023-01-01,VNM,4,2022,15069.0,-0.047,-0.063,-9223.0,5846.0,-3784.0,2062.0,-0.154,-0.233,-53.0,2295.0,1869.0,1869.0,-0.149,-0.187,,,,,,2580.0,2023-01-01,2022-10-01
2022-10-01,VNM,3,2022,16079.0,-0.007,0.077,-9729.0,6350.0,-3662.0,2688.0,-0.171,0.128,-50.0,2860.0,2323.0,2298.0,-0.214,0.103,,,,,,3208.0,2022-10-01,2022-07-01
2022-07-01,VNM,2,2022,14930.0,-0.05,0.076,-8854.0,6077.0,-3693.0,2384.0,-0.273,-0.09,-37.0,2576.0,2102.0,2083.0,-0.265,-0.081,,,,,,2903.0,2022-07-01,2022-04-01
2022-04-01,VNM,1,2022,13878.0,0.052,-0.123,-8253.0,5625.0,-3005.0,2620.0,-0.065,0.075,-26.0,2764.0,2283.0,2266.0,-0.121,0.032,,,,,,3157.0,2022-04-01,2022-01-01
