index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,STB,4,2024,6099.0,0.083,-0.042,,,-3151.0,7410.0,0.105,0.024,,4626.0,3598.0,3598.0,0.593,0.635,286,964,61,367,4259,,2025-01-01,2024-10-01
2024-10-01,STB,3,2024,6365.0,0.312,0.041,,,-3287.0,7238.0,0.221,0.012,,2752.0,2201.0,2201.0,0.347,0.011,228,756,-111,-1199,3950,,2024-10-01,2024-07-01
2024-07-01,STB,2,2024,6117.0,0.063,0.028,,,-4001.0,7154.0,0.062,0.041,,2688.0,2177.0,2177.0,0.131,0.031,323,681,34,-465,3153,,2024-07-01,2024-04-01
2024-04-01,STB,1,2024,5951.0,0.02,0.056,,,-3543.0,6875.0,0.011,0.025,,2654.0,2111.0,2111.0,0.111,-0.065,329,578,16,-678,3332,,2024-04-01,2024-01-01
2024-01-01,STB,4,2023,5633.0,-0.068,0.161,,,-3410.0,6708.0,-0.144,0.132,,2755.0,2259.0,2259.0,0.29,0.382,288,586,201,-544,3299,,2024-01-01,2023-10-01
2023-10-01,STB,3,2023,4851.0,-0.158,-0.157,,,-3015.0,5927.0,-0.16,-0.12,,2085.0,1635.0,1635.0,0.349,-0.151,326,720,30,-827,2912,,2023-10-01,2023-07-01
2023-07-01,STB,2,2023,5751.0,1.21,-0.015,,,-3049.0,6737.0,0.099,-0.009,,2373.0,1925.0,1925.0,1.395,0.013,266,654,66,-1316,3688,,2023-07-01,2023-04-01
2023-04-01,STB,1,2023,5837.0,1.131,-0.034,,,-3416.0,6800.0,0.327,-0.132,,2383.0,1900.0,1900.0,0.491,0.085,276,658,29,-1002,3384,,2023-04-01,2023-01-01
2023-01-01,STB,4,2022,6043.0,1.422,0.049,,,-2646.0,7833.0,0.697,0.11,,1899.0,1751.0,1751.0,1.041,0.445,284,886,619,-3288,5187,,2023-01-01,2022-10-01
2022-10-01,STB,3,2022,5762.0,0.739,1.214,,,-3097.0,7054.0,0.68,0.151,,1532.0,1212.0,1212.0,0.894,0.507,220,1031,41,-2425,3957,,2022-10-01,2022-07-01
2022-07-01,STB,2,2022,2602.0,-0.173,-0.05,,,-2390.0,6129.0,0.291,0.196,,1319.0,804.0,804.0,-0.278,-0.369,247,1741,1540,-2420,3740,,2022-07-01,2022-04-01
2022-04-01,STB,1,2022,2739.0,-0.089,0.098,,,-2832.0,5125.0,0.236,0.111,,1589.0,1274.0,1274.0,0.59,0.485,305,1536,546,-705,2293,,2022-04-01,2022-01-01
2022-01-01,STB,4,2021,2495.0,-0.172,-0.247,,,-2400.0,4614.0,-0.08,0.099,,1151.0,858.0,858.0,0.025,0.341,256,1979,-115,-1064,2215,,2022-01-01,2021-10-01
2021-10-01,STB,3,2021,3313.0,0.091,0.052,,,-2424.0,4198.0,-0.127,-0.115,,825.0,640.0,640.0,-0.107,-0.425,256,590,39,-950,1775,,2021-10-01,2021-07-01
2021-07-01,STB,2,2021,3148.0,0.194,0.046,,,-2336.0,4746.0,0.333,0.145,,1424.0,1113.0,1113.0,2.241,0.389,187,936,475,-986,2410,,2021-07-01,2021-04-01
2021-04-01,STB,1,2021,3008.0,0.059,-0.002,,,-2669.0,4145.0,0.068,-0.174,,1000.0,801.0,801.0,0.019,-0.042,242,837,58,-476,1476,,2021-04-01,2021-01-01
2021-01-01,STB,4,2020,3014.0,0.697,-0.007,,,-3939.0,5016.0,0.329,0.043,,1014.0,837.0,837.0,0.574,0.168,342,1076,584,-64,1077,,2021-01-01,2020-10-01
2020-10-01,STB,3,2020,3036.0,0.038,0.151,,,-2625.0,4810.0,0.197,0.351,,897.0,716.0,716.0,-0.072,1.086,167,1249,358,-1288,2185,,2020-10-01,2020-07-01
2020-07-01,STB,2,2020,2637.0,0.304,-0.071,,,-1973.0,3561.0,0.079,-0.083,,441.0,343.0,343.0,0.118,-0.563,116,698,110,-1148,1588,,2020-07-01,2020-04-01
2020-04-01,STB,1,2020,2840.0,0.155,0.599,,,-2478.0,3883.0,0.096,0.029,,988.0,786.0,786.0,-0.069,0.478,251,721,71,-418,1406,,2020-04-01,2020-01-01
2020-01-01,STB,4,2019,1776.0,-0.159,-0.393,,,-2579.0,3774.0,0.015,-0.061,,726.0,532.0,532.0,-0.381,-0.311,230,1192,576,-469,1195,,2020-01-01,2019-10-01
2019-10-01,STB,3,2019,2925.0,0.413,0.446,,,-2351.0,4019.0,0.364,0.217,,1030.0,772.0,772.0,3.73,1.513,232,747,115,-637,1667,,2019-10-01,2019-07-01
2019-07-01,STB,2,2019,2022.0,0.135,-0.177,,,-2285.0,3301.0,0.237,-0.068,,400.0,307.0,307.0,-0.173,-0.636,110,742,426,-616,1016,,2019-07-01,2019-04-01
2019-04-01,STB,1,2019,2458.0,0.47,0.165,,,-2050.0,3542.0,0.511,-0.047,,1061.0,844.0,844.0,1.128,-0.017,138,642,304,-430,1491,,2019-04-01,2019-01-01
2019-01-01,STB,4,2018,2110.0,0.389,0.019,,,-2372.0,3718.0,0.22,0.262,,932.0,859.0,859.0,1.139,4.264,60,922,626,-414,1346,,2019-01-01,2018-10-01
2018-10-01,STB,3,2018,2070.0,0.22,0.162,,,-1963.0,2946.0,0.317,0.104,,318.0,163.0,163.0,-0.469,-0.56,157,626,92,-664,983,,2018-10-01,2018-07-01
2018-07-01,STB,2,2018,1782.0,0.762,0.066,,,-1744.0,2669.0,0.593,0.139,,492.0,371.0,371.0,0.465,-0.064,140,589,159,-433,926,,2018-07-01,2018-04-01
2018-04-01,STB,1,2018,1672.0,0.59,0.1,,,-1759.0,2343.0,0.39,-0.231,,504.0,397.0,397.0,0.884,-0.012,72,544,55,-81,585,,2018-04-01,2018-01-01
2018-01-01,STB,4,2017,1520.0,0.16,-0.104,,,-1965.0,3049.0,0.496,0.363,,463.0,402.0,402.0,,0.307,49,1330,150,-621,1084,,2018-01-01,2017-10-01
