index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,AGR,4,2024,100.0,0.119,0.024,-4.0,97.0,-34.0,63.0,0.3,0.326,-8.0,54.0,43.0,43.0,0.27,0.371,,,,,,69.0,2025-01-01,2024-10-01
2024-10-01,AGR,3,2024,98.0,-0.017,-0.196,-33.0,65.0,-17.0,47.0,0.204,0.195,-10.0,38.0,31.0,31.0,0.173,0.251,,,,,,47.0,2024-10-01,2024-07-01
2024-07-01,AGR,2,2024,122.0,0.399,0.324,-53.0,69.0,-29.0,40.0,-0.254,-0.232,-9.0,33.0,25.0,25.0,-0.396,-0.292,,,,,,47.0,2024-07-01,2024-04-01
2024-04-01,AGR,1,2024,92.0,0.092,0.028,-22.0,70.0,-18.0,52.0,-0.043,0.068,-7.0,44.0,35.0,35.0,-0.193,0.046,,,,,,51.0,2024-04-01,2024-01-01
2024-01-01,AGR,4,2023,90.0,-0.057,-0.101,-23.0,67.0,-18.0,48.0,-0.124,0.228,-7.0,42.0,34.0,34.0,-0.234,0.267,,,,,,51.0,2024-01-01,2023-10-01
2023-10-01,AGR,3,2023,100.0,0.183,0.144,-26.0,74.0,-35.0,39.0,0.048,-0.26,-6.0,34.0,27.0,27.0,-0.115,-0.356,,,,,,41.0,2023-10-01,2023-07-01
2023-07-01,AGR,2,2023,87.0,0.014,0.033,-5.0,82.0,-29.0,53.0,1.03,-0.014,-1.0,52.0,42.0,42.0,0.93,-0.054,,,,,,56.0,2023-07-01,2023-04-01
2023-04-01,AGR,1,2023,85.0,-0.169,-0.112,-7.0,78.0,-24.0,54.0,0.253,-0.022,0.0,55.0,44.0,44.0,-0.124,-0.007,,,,,,55.0,2023-04-01,2023-01-01
2023-01-01,AGR,4,2022,95.0,-0.232,0.128,-16.0,79.0,-24.0,55.0,-0.432,0.467,0.0,55.0,44.0,44.0,-0.438,0.464,,,,,,57.0,2023-01-01,2022-10-01
2022-10-01,AGR,3,2022,84.0,0.105,-0.019,-23.0,62.0,-24.0,38.0,1.574,0.434,0.0,38.0,30.0,30.0,1.971,0.405,,,,,,39.0,2022-10-01,2022-07-01
2022-07-01,AGR,2,2022,86.0,-0.054,-0.154,-47.0,39.0,-13.0,26.0,-0.783,-0.391,0.0,26.0,22.0,22.0,-0.916,-0.571,,,,,,28.0,2022-07-01,2022-04-01
2022-04-01,AGR,1,2022,102.0,-0.011,-0.179,-38.0,63.0,-20.0,43.0,0.06,-0.557,0.0,61.0,50.0,50.0,0.355,-0.363,,,,,,45.0,2022-04-01,2022-01-01
2022-01-01,AGR,4,2021,124.0,1.121,0.623,-11.0,113.0,-16.0,97.0,3.897,5.653,0.0,98.0,79.0,79.0,3.861,6.745,,,,,,99.0,2022-01-01,2021-10-01
