index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2021-10-01,FPT,3,2021,8725.0,0.155,0.01,-5474.0,3251.0,-1875.0,1376.0,0.154,-0.08,-120.0,1639.0,1375.0,1125.0,0.211,0.125,,,,,,1788.0,2021-10-01,2021-07-01
2021-07-01,FPT,2,2021,8642.0,0.238,0.139,-5202.0,3440.0,-1945.0,1495.0,0.356,0.384,-125.0,1539.0,1260.0,1000.0,0.138,0.104,,,,,,1882.0,2021-07-01,2021-04-01
2021-04-01,FPT,1,2021,7586.0,0.144,-0.125,-4692.0,2895.0,-1814.0,1081.0,0.029,-0.14,-100.0,1397.0,1151.0,906.0,0.213,-0.078,,,,,,1467.0,2021-04-01,2021-01-01
2021-01-01,FPT,4,2020,8667.0,0.067,0.147,-5196.0,3471.0,-2214.0,1257.0,0.215,0.054,-99.0,1447.0,1253.0,983.0,0.298,0.058,,,,,,1646.0,2021-01-01,2020-10-01
2020-10-01,FPT,3,2020,7553.0,0.063,0.082,-4554.0,2999.0,-1806.0,1192.0,0.0,0.081,-86.0,1386.0,1149.0,929.0,-0.033,0.057,,,,,,1565.0,2020-10-01,2020-07-01
2020-07-01,FPT,2,2020,6980.0,0.023,0.053,-4258.0,2722.0,-1619.0,1103.0,0.021,0.05,-101.0,1285.0,1084.0,879.0,0.11,0.176,,,,,,1471.0,2020-07-01,2020-04-01
2020-04-01,FPT,1,2020,6631.0,0.17,-0.183,-4006.0,2624.0,-1574.0,1050.0,0.296,0.015,-100.0,1142.0,937.0,747.0,0.193,-0.013,,,,,,1412.0,2020-04-01,2020-01-01
2020-01-01,FPT,4,2019,8120.0,0.168,0.143,-5049.0,3071.0,-2036.0,1035.0,0.22,-0.132,-121.0,1157.0,972.0,757.0,-0.037,-0.211,,,,,,1381.0,2020-01-01,2019-10-01
2019-10-01,FPT,3,2019,7104.0,0.177,0.041,-4322.0,2783.0,-1590.0,1193.0,0.344,0.104,-101.0,1368.0,1160.0,960.0,0.324,0.213,,,,,,1539.0,2019-10-01,2019-07-01
2019-07-01,FPT,2,2019,6826.0,0.247,0.205,-4248.0,2578.0,-1498.0,1080.0,0.503,0.334,-72.0,1179.0,986.0,792.0,0.332,0.264,,,,,,1413.0,2019-07-01,2019-04-01
2019-04-01,FPT,1,2019,5666.0,0.193,-0.185,-3387.0,2279.0,-1469.0,810.0,0.223,-0.045,-73.0,960.0,794.0,626.0,0.23,-0.204,,,,,,1129.0,2019-04-01,2019-01-01
2019-01-01,FPT,4,2018,6952.0,-0.444,0.152,-4381.0,2571.0,-1723.0,848.0,-0.034,-0.044,-75.0,1115.0,926.0,786.0,-0.446,0.085,,,,,,1142.0,2019-01-01,2018-10-01
2018-10-01,FPT,3,2018,6036.0,-0.443,0.103,-3740.0,2296.0,-1408.0,887.0,0.062,0.234,-62.0,1051.0,890.0,725.0,0.244,0.22,,,,,,1198.0,2018-10-01,2018-07-01
2018-07-01,FPT,2,2018,5474.0,-0.45,0.152,-3474.0,2001.0,-1282.0,719.0,-0.096,0.085,-55.0,906.0,759.0,594.0,0.161,0.168,,,,,,1005.0,2018-07-01,2018-04-01
2018-04-01,FPT,1,2018,4751.0,-0.496,-0.62,-2895.0,1856.0,-1193.0,662.0,0.013,-0.245,-46.0,781.0,653.0,509.0,0.233,-0.641,,,,,,937.0,2018-04-01,2018-01-01
2018-01-01,FPT,4,2017,12496.0,0.008,0.154,-9645.0,2850.0,-1973.0,878.0,-0.136,0.051,-70.0,1940.0,1567.0,1420.0,1.147,1.437,,,,,,1174.0,2018-01-01,2017-10-01
2017-10-01,FPT,3,2017,10831.0,0.11,0.089,-8415.0,2416.0,-1581.0,835.0,0.053,0.051,-85.0,882.0,744.0,583.0,0.245,0.139,,,,,,1088.0,2017-10-01,2017-07-01
2017-07-01,FPT,2,2017,9947.0,0.11,0.056,-7515.0,2432.0,-1637.0,795.0,0.09,0.215,-100.0,783.0,670.0,512.0,-0.008,0.239,,,,,,1045.0,2017-07-01,2017-04-01
2017-04-01,FPT,1,2017,9418.0,0.112,-0.24,-7343.0,2076.0,-1421.0,654.0,0.282,-0.356,-113.0,643.0,540.0,413.0,0.194,-0.375,,,,,,895.0,2017-04-01,2017-01-01
2017-01-01,FPT,4,2016,12400.0,0.187,0.271,-9612.0,2787.0,-1771.0,1016.0,0.205,0.28,-103.0,1002.0,832.0,661.0,-0.002,0.413,,,,,,1273.0,2017-01-01,2016-10-01
2016-10-01,FPT,3,2016,9755.0,0.024,0.089,-7539.0,2217.0,-1423.0,793.0,0.137,0.088,-104.0,754.0,667.0,468.0,0.202,-0.093,,,,,,1051.0,2016-10-01,2016-07-01
2016-07-01,FPT,2,2016,8959.0,-0.04,0.058,-7025.0,1934.0,-1204.0,729.0,-0.024,0.429,-107.0,695.0,630.0,516.0,0.13,0.493,,,,,,940.0,2016-07-01,2016-04-01
2016-04-01,FPT,1,2016,8467.0,-0.02,-0.19,-6780.0,1686.0,-1176.0,510.0,-0.227,-0.394,-64.0,563.0,447.0,346.0,-0.186,-0.478,,,,,,718.0,2016-04-01,2016-01-01
2016-01-01,FPT,4,2015,10449.0,-0.319,0.097,-8290.0,2159.0,-1316.0,843.0,0.333,0.208,-105.0,882.0,781.0,662.0,0.47,0.702,,,,,,1115.0,2016-01-01,2015-10-01
2015-10-01,FPT,3,2015,9527.0,-0.293,0.021,-7613.0,1915.0,-1217.0,698.0,0.223,-0.066,-55.0,618.0,519.0,389.0,0.0,-0.148,,,,,,812.0,2015-10-01,2015-07-01
2015-07-01,FPT,2,2015,9329.0,-0.127,0.08,-7527.0,1802.0,-1055.0,747.0,0.166,0.132,-66.0,705.0,591.0,457.0,0.068,0.075,,,,,,930.0,2015-07-01,2015-04-01
2015-04-01,FPT,1,2015,8641.0,-0.205,-0.436,-6952.0,1690.0,-1029.0,660.0,0.213,0.044,-41.0,645.0,547.0,425.0,0.175,-0.057,,,,,,823.0,2015-04-01,2015-01-01
2015-01-01,FPT,4,2014,15333.0,0.359,0.138,-13565.0,1768.0,-1136.0,632.0,0.146,0.109,-92.0,631.0,534.0,451.0,-0.05,0.158,,,,,,796.0,2015-01-01,2014-10-01
2014-10-01,FPT,3,2014,13477.0,0.123,0.261,-11871.0,1607.0,-1036.0,570.0,0.034,-0.11,-49.0,599.0,504.0,389.0,0.177,-0.09,,,,,,708.0,2014-10-01,2014-07-01
2014-07-01,FPT,2,2014,10685.0,0.144,-0.017,-9131.0,1554.0,-913.0,641.0,-0.059,0.177,-47.0,645.0,557.0,428.0,-0.039,0.183,,,,,,761.0,2014-07-01,2014-04-01
2014-04-01,FPT,1,2014,10867.0,0.262,-0.037,-9522.0,1345.0,-801.0,544.0,-0.014,-0.014,-36.0,582.0,481.0,362.0,0.009,-0.237,,,,,,670.0,2014-04-01,2014-01-01
2014-01-01,FPT,4,2013,11283.0,0.126,-0.06,-9645.0,1638.0,-1086.0,552.0,-0.034,0.001,-33.0,676.0,541.0,474.0,0.056,0.434,,,,,,677.0,2014-01-01,2013-10-01
2013-10-01,FPT,3,2013,12001.0,0.216,0.285,-10655.0,1346.0,-795.0,552.0,0.136,-0.19,-34.0,563.0,465.0,331.0,-0.023,-0.257,,,,,,665.0,2013-10-01,2013-07-01
2013-07-01,FPT,2,2013,9337.0,-0.034,0.084,-7971.0,1365.0,-685.0,681.0,0.16,0.233,-30.0,702.0,584.0,445.0,0.079,0.241,,,,,,779.0,2013-07-01,2013-04-01
2013-04-01,FPT,1,2013,8611.0,-0.037,-0.141,-7418.0,1193.0,-641.0,552.0,-0.037,-0.034,-36.0,574.0,475.0,358.0,0.052,-0.202,,,,,,659.0,2013-04-01,2013-01-01
2013-01-01,FPT,4,2012,10021.0,-0.276,0.015,-8510.0,1511.0,-940.0,571.0,-0.155,0.177,-73.0,651.0,545.0,449.0,-0.03,0.327,,,,,,669.0,2013-01-01,2012-10-01
2012-10-01,FPT,3,2012,9870.0,-0.027,0.021,-8734.0,1136.0,-650.0,485.0,-0.161,-0.173,-69.0,550.0,452.0,338.0,-0.341,-0.179,,,,,,592.0,2012-10-01,2012-07-01
2012-07-01,FPT,2,2012,9667.0,0.036,0.082,-8423.0,1244.0,-657.0,587.0,-0.106,0.024,-86.0,627.0,529.0,412.0,-0.008,0.211,,,,,,678.0,2012-07-01,2012-04-01
2012-04-01,FPT,1,2012,8937.0,-0.124,-0.354,-7820.0,1117.0,-544.0,573.0,-0.115,-0.153,-55.0,578.0,460.0,341.0,0.148,-0.264,,,,,,677.0,2012-04-01,2012-01-01
2012-01-01,FPT,4,2011,13832.0,0.356,0.364,-12179.0,1653.0,-977.0,676.0,0.234,0.169,-55.0,649.0,580.0,463.0,0.523,-0.099,,,,,,761.0,2012-01-01,2011-10-01
2011-10-01,FPT,3,2011,10141.0,-0.195,0.087,-8896.0,1244.0,-666.0,579.0,0.372,-0.118,-99.0,662.0,540.0,513.0,0.827,0.236,,,,,,655.0,2011-10-01,2011-07-01
2011-07-01,FPT,2,2011,9330.0,-0.13,-0.085,-8039.0,1291.0,-635.0,656.0,0.247,0.014,-92.0,688.0,553.0,415.0,0.07,0.401,,,,,,757.0,2011-07-01,2011-04-01
2011-04-01,FPT,1,2011,10199.0,0.272,0.0,-9038.0,1161.0,-513.0,648.0,0.431,0.182,-99.0,516.0,416.0,297.0,0.023,-0.024,,,,,,741.0,2011-04-01,2011-01-01
2011-01-01,FPT,4,2010,10199.0,-0.319,-0.191,-8902.0,1297.0,-749.0,548.0,0.051,0.299,-86.0,474.0,429.0,304.0,0.048,0.081,,,,,,915.0,2011-01-01,2010-10-01
2010-10-01,FPT,3,2010,12603.0,0.504,0.175,-11475.0,1128.0,-706.0,422.0,-0.147,-0.199,-103.0,462.0,373.0,281.0,-0.128,-0.276,,,,,,696.0,2010-10-01,2010-07-01
2010-07-01,FPT,2,2010,10724.0,0.219,0.338,-9531.0,1193.0,-666.0,527.0,0.284,0.163,-52.0,632.0,505.0,388.0,0.674,0.338,,,,,,716.0,2010-07-01,2010-04-01
2010-04-01,FPT,1,2010,8018.0,0.078,-0.465,-7008.0,1009.0,-557.0,453.0,0.063,-0.132,-74.0,455.0,384.0,290.0,0.321,0.001,,,,,,549.0,2010-04-01,2010-01-01
2010-01-01,FPT,4,2009,14984.0,0.644,0.789,-13633.0,1350.0,-829.0,522.0,0.22,0.055,-65.0,426.0,368.0,290.0,-0.123,-0.1,,,,,,,2010-01-01,2009-10-01
2009-10-01,FPT,3,2009,8377.0,0.122,-0.048,-7327.0,1050.0,-556.0,494.0,0.708,0.205,-16.0,485.0,406.0,322.0,1.674,0.389,,,,,,,2009-10-01,2009-07-01
2009-07-01,FPT,2,2009,8799.0,-0.004,0.183,-7864.0,936.0,-525.0,410.0,-0.173,-0.037,-16.0,395.0,315.0,232.0,0.15,0.056,,,,,,,2009-07-01,2009-04-01
2009-04-01,FPT,1,2009,7439.0,-0.115,-0.184,-6563.0,876.0,-450.0,426.0,0.452,-0.004,-13.0,392.0,317.0,220.0,0.18,-0.336,,,,,,,2009-04-01,2009-01-01
2009-01-01,FPT,4,2008,9113.0,-0.028,0.221,-8097.0,1016.0,-589.0,427.0,0.232,0.477,-12.0,406.0,361.0,330.0,0.213,1.743,,,,,,,2009-01-01,2008-10-01
2008-10-01,FPT,3,2008,7464.0,0.197,-0.155,-6743.0,721.0,-432.0,289.0,1.217,-0.416,-19.0,212.0,176.0,120.0,0.372,-0.402,,,,,,,2008-10-01,2008-07-01
2008-07-01,FPT,2,2008,8830.0,0.455,0.051,-7869.0,962.0,-466.0,496.0,0.774,0.69,-28.0,328.0,273.0,202.0,-0.044,0.083,,,,,,,2008-07-01,2008-04-01
2008-04-01,FPT,1,2008,8404.0,0.484,-0.104,-7714.0,690.0,-396.0,293.0,0.77,-0.154,-22.0,303.0,246.0,186.0,0.2,-0.317,,,,,,,2008-04-01,2008-01-01
2008-01-01,FPT,4,2007,9376.0,0.313,0.503,-8481.0,896.0,-549.0,347.0,0.356,1.657,-12.0,367.0,313.0,273.0,0.193,2.103,,,,,,,2008-01-01,2007-10-01
2007-10-01,FPT,3,2007,6238.0,0.144,0.028,-5758.0,480.0,-350.0,131.0,0.227,-0.533,-10.0,153.0,128.0,88.0,0.285,-0.584,,,,,,176.0,2007-10-01,2007-07-01
2007-07-01,FPT,2,2007,6071.0,,0.072,-5509.0,561.0,-282.0,280.0,,0.687,-11.0,300.0,257.0,211.0,,0.36,,,,,,319.0,2007-07-01,2007-04-01
2007-04-01,FPT,1,2007,5664.0,,-0.207,-5261.0,403.0,-237.0,166.0,,-0.352,-10.0,207.0,179.0,155.0,,-0.321,,,,,,203.0,2007-04-01,2007-01-01
2007-01-01,FPT,4,2006,7143.0,0.503,0.31,-6528.0,615.0,-359.0,256.0,0.937,1.405,-11.0,272.0,240.0,228.0,1.353,2.341,,,,,,,2007-01-01,2006-10-01
2006-10-01,FPT,3,2006,5452.0,,,-5118.0,335.0,-228.0,106.0,,,0.0,107.0,93.0,68.0,,,,,,,,,2006-10-01,2006-07-01
2006-07-01,FPT,2,2006,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,2006-07-01,2006-04-01
2006-04-01,FPT,1,2006,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,2006-04-01,2006-01-01
2006-01-01,FPT,4,2005,4754.0,,,-4427.0,327.0,-195.0,132.0,,,-10.0,124.0,108.0,97.0,,,,,,,,,2006-01-01,2005-10-01
2005-10-01,FPT,3,2005,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,2005-10-01,2005-07-01
2005-07-01,FPT,2,2005,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,2005-07-01,2005-04-01
2005-04-01,FPT,1,2005,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,2005-04-01,2005-01-01
