index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,MWG,4,2024,34574.0,0.1,0.013,-27987.0,6587.0,-6039.0,548.0,0.967,-0.491,-323.0,1035.0,852.0,847.0,8.384,0.059,,,,,,1354.0,2025-01-01,2024-10-01
2024-10-01,MWG,3,2024,34147.0,0.127,0.0,-27255.0,6892.0,-5817.0,1075.0,46.519,-0.252,-304.0,1068.0,806.0,800.0,19.655,-0.317,,,,,,1785.0,2024-10-01,2024-07-01
2024-07-01,MWG,2,2024,34134.0,0.158,0.084,-26826.0,7308.0,-5870.0,1438.0,1637.303,0.406,-243.0,1516.0,1172.0,1172.0,66.35,0.299,,,,,,2116.0,2024-07-01,2024-04-01
2024-04-01,MWG,1,2024,31486.0,0.162,0.002,-24774.0,6713.0,-5690.0,1023.0,8.73,2.674,-267.0,1206.0,903.0,902.0,41.434,8.998,,,,,,1742.0,2024-04-01,2024-01-01
2024-01-01,MWG,4,2023,31421.0,0.027,0.037,-25235.0,6186.0,-5908.0,278.0,-0.731,11.303,-329.0,219.0,90.0,90.0,-0.854,1.33,,,,,,980.0,2024-01-01,2023-10-01
2023-10-01,MWG,3,2023,30288.0,-0.054,0.028,-24609.0,5678.0,-5656.0,23.0,-0.987,24.783,-438.0,182.0,39.0,39.0,-0.957,1.226,,,,,,1029.0,2023-10-01,2023-07-01
2023-07-01,MWG,2,2023,29465.0,-0.142,0.087,-24024.0,5441.0,-5440.0,1.0,-1.0,-0.992,-385.0,130.0,17.0,17.0,-0.985,-0.182,,,,,,797.0,2023-07-01,2023-04-01
2023-04-01,MWG,1,2023,27106.0,-0.257,-0.114,-21891.0,5214.0,-5109.0,105.0,-0.943,-0.898,-296.0,159.0,21.0,21.0,-0.985,-0.966,,,,,,981.0,2023-04-01,2023-01-01
2023-01-01,MWG,4,2022,30588.0,-0.154,-0.044,-22659.0,7930.0,-6896.0,1034.0,-0.443,-0.403,-361.0,933.0,619.0,619.0,-0.604,-0.317,,,,,,2031.0,2023-01-01,2022-10-01
2022-10-01,MWG,3,2022,32012.0,0.316,-0.068,-24620.0,7392.0,-5659.0,1733.0,1.056,-0.145,-435.0,1418.0,907.0,906.0,0.154,-0.198,,,,,,2599.0,2022-10-01,2022-07-01
