index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,BVH,4,2024,10506.0,-0.006,0.078,-10451.0,56.0,-2029.0,-1974.0,,,,657.0,539.0,536.0,0.495,-0.001,,,,,,-1861.0,2025-01-01,2024-10-01
2024-10-01,BVH,3,2024,9746.0,0.002,-0.024,-9891.0,-145.0,-1796.0,-1941.0,,,,688.0,561.0,537.0,0.237,0.254,,,,,,-1880.0,2024-10-01,2024-07-01
2024-07-01,BVH,2,2024,9991.0,0.01,0.039,-10393.0,-402.0,-1641.0,-2043.0,,,,534.0,442.0,428.0,0.064,-0.27,,,,,,-1912.0,2024-07-01,2024-04-01
2024-04-01,BVH,1,2024,9619.0,-0.023,-0.09,-10107.0,-489.0,-1664.0,-2153.0,,,,742.0,617.0,586.0,0.109,0.633,,,,,,-2098.0,2024-04-01,2024-01-01
2024-01-01,BVH,4,2023,10570.0,-0.002,0.087,-11360.0,-790.0,-1396.0,-2186.0,,,,448.0,370.0,359.0,0.05,-0.173,,,,,,-2139.0,2024-01-01,2023-10-01
2023-10-01,BVH,3,2023,9726.0,-0.032,-0.017,-10521.0,-795.0,-1547.0,-2342.0,,,,548.0,460.0,434.0,0.129,0.078,,,,,,-2287.0,2023-10-01,2023-07-01
2023-07-01,BVH,2,2023,9891.0,-0.043,0.005,-10686.0,-795.0,-1467.0,-2262.0,,,,507.0,422.0,402.0,0.211,-0.238,,,,,,-2209.0,2023-07-01,2023-04-01
2023-04-01,BVH,1,2023,9846.0,0.012,-0.07,-9958.0,-111.0,-1759.0,-1870.0,,,,657.0,546.0,528.0,0.122,0.547,,,,,,-1820.0,2023-04-01,2023-01-01
2023-01-01,BVH,4,2022,10588.0,0.054,0.054,-10998.0,-410.0,-1301.0,-1710.0,,,,435.0,352.0,342.0,-0.349,-0.111,,,,,,-1687.0,2023-01-01,2022-10-01
2022-10-01,BVH,3,2022,10048.0,0.118,-0.028,-10030.0,18.0,-1590.0,-1572.0,,,,503.0,408.0,384.0,-0.143,0.157,,,,,,-1490.0,2022-10-01,2022-07-01
