index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2022-07-01,BVH,2,2022,10333.0,0.08,0.062,-10199.0,134.0,-1578.0,-1444.0,,,,423.0,341.0,332.0,-0.246,-0.294,,,,,,-1392.0,2022-07-01,2022-04-01
2022-04-01,BVH,1,2022,9728.0,0.117,-0.031,-9389.0,339.0,-1812.0,-1473.0,,,,625.0,501.0,471.0,0.003,-0.103,,,,,,-1418.0,2022-04-01,2022-01-01
2022-01-01,BVH,4,2021,10044.0,0.04,0.118,-10048.0,-5.0,-1370.0,-1375.0,,,,663.0,552.0,525.0,0.149,0.171,,,,,,-1316.0,2022-01-01,2021-10-01
2021-10-01,BVH,3,2021,8985.0,0.028,-0.061,-8703.0,282.0,-1605.0,-1323.0,,,,579.0,473.0,448.0,-0.027,0.017,,,,,,-1265.0,2021-10-01,2021-07-01
2021-07-01,BVH,2,2021,9564.0,0.164,0.098,-9651.0,-87.0,-1579.0,-1666.0,,,,532.0,464.0,440.0,-0.133,-0.061,,,,,,-1608.0,2021-07-01,2021-04-01
2021-04-01,BVH,1,2021,8709.0,0.105,-0.098,-8878.0,-169.0,-1149.0,-1318.0,,,,593.0,499.0,469.0,2.71,0.028,,,,,,-1267.0,2021-04-01,2021-01-01
2021-01-01,BVH,4,2020,9655.0,0.036,0.105,-10254.0,-599.0,-864.0,-1462.0,,,,550.0,475.0,457.0,4.084,-0.009,,,,,,-1409.0,2021-01-01,2020-10-01
2020-10-01,BVH,3,2020,8736.0,0.034,0.063,-9282.0,-545.0,-848.0,-1394.0,,,,555.0,473.0,461.0,0.337,-0.094,,,,,,-1343.0,2020-10-01,2020-07-01
2020-07-01,BVH,2,2020,8215.0,0.01,0.043,-9317.0,-1102.0,-870.0,-1972.0,,,,617.0,542.0,508.0,1.089,3.018,,,,,,-1919.0,2020-07-01,2020-04-01
2020-04-01,BVH,1,2020,7879.0,0.065,-0.155,-8042.0,-163.0,-978.0,-1141.0,,,,187.0,115.0,126.0,-0.685,0.408,,,,,,-1092.0,2020-04-01,2020-01-01
2020-01-01,BVH,4,2019,9321.0,0.142,0.103,-9824.0,-503.0,-894.0,-1397.0,,,,128.0,106.0,90.0,-0.611,-0.739,,,,,,-1348.0,2020-01-01,2019-10-01
2019-10-01,BVH,3,2019,8451.0,0.17,0.039,-8701.0,-250.0,-799.0,-1049.0,,,,424.0,357.0,345.0,3.324,0.417,,,,,,-1004.0,2019-10-01,2019-07-01
2019-07-01,BVH,2,2019,8137.0,0.125,0.1,-8306.0,-169.0,-932.0,-1101.0,,,,310.0,258.0,243.0,-0.261,-0.395,,,,,,-1058.0,2019-07-01,2019-04-01
2019-04-01,BVH,1,2019,7396.0,0.149,-0.094,-7322.0,74.0,-935.0,-861.0,,,,521.0,413.0,402.0,-0.066,0.739,,,,,,-818.0,2019-04-01,2019-01-01
2019-01-01,BVH,4,2018,8163.0,0.145,0.13,-8362.0,-198.0,-825.0,-1023.0,,,,296.0,237.0,231.0,-0.248,1.899,,,,,,-978.0,2019-01-01,2018-10-01
2018-10-01,BVH,3,2018,7225.0,0.209,-0.002,-7631.0,-406.0,-872.0,-1278.0,,,,135.0,97.0,80.0,-0.555,-0.758,,,,,,-1198.0,2018-10-01,2018-07-01
2018-07-01,BVH,2,2018,7236.0,0.234,0.124,-8110.0,-874.0,-967.0,-1841.0,,,,389.0,335.0,329.0,-0.527,-0.234,,,,,,-1800.0,2018-07-01,2018-04-01
2018-04-01,BVH,1,2018,6439.0,0.27,-0.097,-7578.0,-1139.0,-795.0,-1934.0,,,,540.0,445.0,430.0,0.13,0.4,,,,,,-1896.0,2018-04-01,2018-01-01
2018-01-01,BVH,4,2017,7132.0,0.324,0.193,-7113.0,19.0,-843.0,-824.0,,,,378.0,316.0,307.0,0.168,0.716,,,,,,-784.0,2018-01-01,2017-10-01
2017-10-01,BVH,3,2017,5978.0,0.224,0.019,-6050.0,-72.0,-738.0,-810.0,,,,227.0,192.0,179.0,-0.435,-0.743,,,,,,-776.0,2017-10-01,2017-07-01
2017-07-01,BVH,2,2017,5863.0,0.253,0.156,-5369.0,494.0,-849.0,-355.0,,,,853.0,709.0,696.0,0.816,0.83,,,,,,-318.0,2017-07-01,2017-04-01
2017-04-01,BVH,1,2017,5070.0,0.259,-0.059,-4964.0,106.0,-717.0,-612.0,,,,486.0,394.0,380.0,-0.008,0.447,,,,,,-564.0,2017-04-01,2017-01-01
2017-01-01,BVH,4,2016,5388.0,0.282,0.103,-5148.0,240.0,-877.0,-637.0,,,,326.0,274.0,263.0,0.293,-0.17,,,,,,-592.0,2017-01-01,2016-10-01
2016-10-01,BVH,3,2016,4883.0,0.25,0.043,-4803.0,80.0,-622.0,-542.0,,,,397.0,325.0,317.0,0.455,-0.174,,,,,,-508.0,2016-10-01,2016-07-01
2016-07-01,BVH,2,2016,4679.0,0.225,0.162,-4580.0,100.0,-560.0,-461.0,,,,476.0,397.0,383.0,0.1,0.0,,,,,,-429.0,2016-07-01,2016-04-01
2016-04-01,BVH,1,2016,4028.0,0.187,-0.042,-3848.0,180.0,-510.0,-330.0,,,,480.0,393.0,383.0,0.082,0.885,,,,,,-296.0,2016-04-01,2016-01-01
2016-01-01,BVH,4,2015,4203.0,0.189,0.076,-4395.0,-192.0,-610.0,-802.0,,,,252.0,212.0,203.0,-0.4,-0.066,,,,,,-763.0,2016-01-01,2015-10-01
2015-10-01,BVH,3,2015,3905.0,0.183,0.022,-3810.0,95.0,-489.0,-394.0,,,,293.0,228.0,218.0,-0.31,-0.375,,,,,,-351.0,2015-10-01,2015-07-01
2015-07-01,BVH,2,2015,3820.0,0.203,0.126,-3549.0,271.0,-459.0,-187.0,,,,453.0,361.0,349.0,0.494,-0.016,,,,,,-144.0,2015-07-01,2015-04-01
2015-04-01,BVH,1,2015,3393.0,0.678,-0.04,-2998.0,396.0,-621.0,-225.0,,,,457.0,371.0,354.0,-0.12,0.046,,,,,,-192.0,2015-04-01,2015-01-01
2015-01-01,BVH,4,2014,3534.0,0.732,0.07,-3181.0,353.0,-976.0,-624.0,,,,427.0,356.0,339.0,0.109,0.074,,,,,,,2015-01-01,2014-10-01
2014-10-01,BVH,3,2014,3302.0,0.549,0.04,-2957.0,345.0,-751.0,-406.0,,,,395.0,327.0,316.0,0.125,0.352,,,,,,,2014-10-01,2014-07-01
2014-07-01,BVH,2,2014,3175.0,0.446,0.57,-2686.0,489.0,-790.0,-301.0,,,,289.0,238.0,233.0,-0.042,-0.42,,,,,,,2014-07-01,2014-04-01
2014-04-01,BVH,1,2014,2022.0,0.006,-0.009,-1589.0,433.0,-749.0,-316.0,,,,539.0,444.0,403.0,0.434,0.318,,,,,,,2014-04-01,2014-01-01
2014-01-01,BVH,4,2013,2040.0,-0.067,-0.043,-1736.0,305.0,-889.0,-584.0,,,,480.0,352.0,305.0,0.031,0.089,,,,,,,2014-01-01,2013-10-01
2013-10-01,BVH,3,2013,2131.0,0.026,-0.029,-1685.0,446.0,-714.0,-268.0,,,,421.0,315.0,281.0,0.026,0.152,,,,,,,2013-10-01,2013-07-01
2013-07-01,BVH,2,2013,2195.0,0.009,0.091,-1705.0,490.0,-738.0,-248.0,,,,315.0,245.0,244.0,-0.069,-0.132,,,,,,,2013-07-01,2013-04-01
2013-04-01,BVH,1,2013,2011.0,0.009,-0.081,-1492.0,519.0,-738.0,-219.0,,,,420.0,308.0,281.0,-0.327,-0.052,,,,,,,2013-04-01,2013-01-01
2013-01-01,BVH,4,2012,2188.0,-0.002,0.054,-1797.0,391.0,-755.0,-364.0,,,,535.0,304.0,296.0,-0.398,0.083,,,,,,,2013-01-01,2012-10-01
2012-10-01,BVH,3,2012,2077.0,0.076,-0.045,-1701.0,376.0,-660.0,-284.0,,,,279.0,279.0,273.0,0.178,0.045,,,,,,,2012-10-01,2012-07-01
2012-07-01,BVH,2,2012,2175.0,0.082,0.092,-1763.0,411.0,-691.0,-280.0,,,,401.0,301.0,262.0,0.044,-0.373,,,,,,,2012-07-01,2012-04-01
2012-04-01,BVH,1,2012,1992.0,0.133,-0.091,-1557.0,436.0,-674.0,-238.0,,,,626.0,444.0,417.0,0.538,-0.152,,,,,,,2012-04-01,2012-01-01
2012-01-01,BVH,4,2011,2192.0,0.258,0.135,-1560.0,632.0,-683.0,-52.0,,,,529.0,482.0,492.0,1.413,1.12,,,,,,,2012-01-01,2011-10-01
2011-10-01,BVH,3,2011,1931.0,0.23,-0.039,-1589.0,342.0,-668.0,-326.0,,,,355.0,261.0,232.0,0.08,-0.074,,,,,,,2011-10-01,2011-07-01
2011-07-01,BVH,2,2011,2009.0,0.185,0.143,-1645.0,364.0,-607.0,-243.0,,,,320.0,251.0,251.0,-0.167,-0.076,,,,,,,2011-07-01,2011-04-01
2011-04-01,BVH,1,2011,1758.0,0.226,0.009,-1407.0,351.0,-472.0,-121.0,,,,345.0,255.0,271.0,0.165,0.33,,,,,,,2011-04-01,2011-01-01
2011-01-01,BVH,4,2010,1743.0,0.093,0.111,-1546.0,198.0,-577.0,-380.0,,,,275.0,221.0,204.0,-0.184,-0.052,,,,,,,2011-01-01,2010-10-01
2010-10-01,BVH,3,2010,1569.0,0.19,-0.075,-1332.0,238.0,-400.0,-162.0,,,,263.0,190.0,215.0,-0.071,-0.285,,,,,,,2010-10-01,2010-07-01
2010-07-01,BVH,2,2010,1696.0,0.056,0.183,-1355.0,341.0,-485.0,-144.0,,,,404.0,317.0,301.0,1.274,0.292,,,,,,-144.0,2010-07-01,2010-04-01
2010-04-01,BVH,1,2010,1434.0,0.007,-0.101,-1235.0,198.0,-404.0,-206.0,,,,312.0,246.0,233.0,-0.162,-0.068,,,,,,,2010-04-01,2010-01-01
2010-01-01,BVH,4,2009,1595.0,,0.209,-1354.0,241.0,-320.0,-79.0,,,,330.0,251.0,250.0,,0.079,,,,,,,2010-01-01,2009-10-01
2009-10-01,BVH,3,2009,1319.0,,-0.179,-1198.0,121.0,-396.0,-275.0,,,,344.0,289.0,231.0,,0.75,,,,,,,2009-10-01,2009-07-01
2009-07-01,BVH,2,2009,1607.0,,0.129,-1188.0,419.0,-457.0,-38.0,,,,255.0,185.0,132.0,,-0.524,,,,,,,2009-07-01,2009-04-01
2009-04-01,BVH,1,2009,1424.0,,,-1034.0,390.0,-399.0,-9.0,,,,314.0,286.0,278.0,,,,,,,,,2009-04-01,2009-01-01
