index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,FRT,4,2024,11448.0,0.317,0.103,-9373.0,2074.0,-1871.0,204.0,,-0.123,-79.0,169.0,134.0,111.0,,-0.212,,,,,,291.0,2025-01-01,2024-10-01
2024-10-01,FRT,3,2024,10376.0,0.26,0.123,-8485.0,1890.0,-1658.0,233.0,4.119,0.803,-60.0,197.0,165.0,141.0,,4.269,,,,,,314.0,2024-10-01,2024-07-01
2024-07-01,FRT,2,2024,9240.0,0.288,0.022,-7429.0,1811.0,-1682.0,129.0,,0.036,-55.0,72.0,48.0,27.0,,-0.31,,,,,,206.0,2024-07-01,2024-04-01
2024-04-01,FRT,1,2024,9042.0,0.166,0.04,-7234.0,1807.0,-1683.0,124.0,0.834,,-60.0,89.0,61.0,39.0,,,,,,,,198.0,2024-04-01,2024-01-01
2024-01-01,FRT,4,2023,8690.0,0.027,0.055,-7167.0,1523.0,-1585.0,-62.0,,,-64.0,-97.0,-103.0,-101.0,,,,,,,,8.0,2024-01-01,2023-10-01
2023-10-01,FRT,3,2023,8236.0,0.068,0.149,-6865.0,1371.0,-1326.0,45.0,-0.625,,-63.0,1.0,-13.0,-21.0,,,,,,,,107.0,2023-10-01,2023-07-01
2023-07-01,FRT,2,2023,7171.0,0.154,-0.075,-6089.0,1081.0,-1217.0,-135.0,,,-73.0,-200.0,-215.0,-219.0,,,,,,,,-114.0,2023-07-01,2023-04-01
2023-04-01,FRT,1,2023,7753.0,-0.004,-0.083,-6566.0,1186.0,-1119.0,68.0,-0.672,-0.566,-85.0,2.0,2.0,-5.0,,,,,,,,147.0,2023-04-01,2023-01-01
2023-01-01,FRT,4,2022,8458.0,-0.002,0.097,-7127.0,1331.0,-1174.0,156.0,-0.606,0.291,-76.0,117.0,97.0,95.0,-0.718,0.118,,,,,,159.0,2023-01-01,2022-10-01
2022-10-01,FRT,3,2022,7709.0,0.544,0.241,-6513.0,1197.0,-1075.0,121.0,1.725,0.68,-60.0,106.0,85.0,85.0,0.782,0.811,,,,,,123.0,2022-10-01,2022-07-01
2022-07-01,FRT,2,2022,6213.0,0.425,-0.202,-5270.0,943.0,-871.0,72.0,2.517,-0.651,-49.0,59.0,47.0,47.0,0.551,-0.716,,,,,,74.0,2022-07-01,2022-04-01
2022-04-01,FRT,1,2022,7786.0,0.669,-0.082,-6553.0,1233.0,-1026.0,207.0,5.325,-0.479,-46.0,204.0,169.0,165.0,4.321,-0.509,,,,,,208.0,2022-04-01,2022-01-01
2022-01-01,FRT,4,2021,8477.0,1.153,0.698,-7211.0,1266.0,-869.0,397.0,49.716,7.931,-40.0,417.0,335.0,335.0,57.172,6.065,,,,,,397.0,2022-01-01,2021-10-01
2021-10-01,FRT,3,2021,4993.0,0.455,0.145,-4299.0,695.0,-650.0,44.0,,1.169,-37.0,61.0,47.0,47.0,,0.577,,,,,,47.0,2021-10-01,2021-07-01
2021-07-01,FRT,2,2021,4359.0,0.36,-0.066,-3754.0,605.0,-584.0,21.0,5.022,-0.373,-35.0,37.0,30.0,30.0,,-0.027,,,,,,21.0,2021-07-01,2021-04-01
2021-04-01,FRT,1,2021,4665.0,0.14,0.185,-4079.0,585.0,-553.0,33.0,-0.538,3.174,-20.0,39.0,31.0,31.0,-0.161,4.367,,,,,,33.0,2021-04-01,2021-01-01
2021-01-01,FRT,4,2020,3937.0,-0.064,0.147,-3399.0,539.0,-531.0,8.0,,,-17.0,11.0,1.0,6.0,,,,,,,,8.0,2021-01-01,2020-10-01
2020-10-01,FRT,3,2020,3432.0,-0.224,0.071,-2956.0,476.0,-481.0,-5.0,,,-21.0,-8.0,-7.0,0.0,,,,,,,,-4.0,2020-10-01,2020-07-01
2020-07-01,FRT,2,2020,3204.0,-0.196,-0.217,-2741.0,463.0,-460.0,3.0,-0.974,-0.952,-33.0,-21.0,-20.0,-18.0,,,,,,,,4.0,2020-07-01,2020-04-01
2020-04-01,FRT,1,2020,4093.0,0.019,-0.027,-3529.0,564.0,-493.0,71.0,-0.292,,-44.0,47.0,36.0,37.0,-0.427,,,,,,,71.0,2020-04-01,2020-01-01
2020-01-01,FRT,4,2019,4207.0,-0.014,-0.049,-3696.0,511.0,-520.0,-9.0,,,-40.0,-14.0,-26.0,-20.0,,,,,,,,-9.0,2020-01-01,2019-10-01
2019-10-01,FRT,3,2019,4424.0,0.245,0.11,-3870.0,555.0,-456.0,99.0,-0.04,-0.248,-35.0,91.0,72.0,73.0,-0.096,-0.246,,,,,,99.0,2019-10-01,2019-07-01
2019-07-01,FRT,2,2019,3985.0,0.118,-0.008,-3441.0,544.0,-413.0,131.0,0.151,0.311,-30.0,120.0,94.0,97.0,0.173,0.506,,,,,,131.0,2019-07-01,2019-04-01
2019-04-01,FRT,1,2019,4018.0,0.034,-0.058,-3538.0,479.0,-379.0,100.0,0.126,-0.356,-32.0,80.0,64.0,64.0,0.008,-0.465,,,,,,100.0,2019-04-01,2019-01-01
2019-01-01,FRT,4,2018,4266.0,0.08,0.201,-3703.0,563.0,-408.0,155.0,0.134,0.512,-28.0,151.0,120.0,120.0,0.05,0.488,,,,,,155.0,2019-01-01,2018-10-01
2018-10-01,FRT,3,2018,3553.0,,-0.003,-3058.0,495.0,-392.0,103.0,,-0.098,-23.0,101.0,81.0,81.0,,-0.021,,,,,,103.0,2018-10-01,2018-07-01
2018-07-01,FRT,2,2018,3564.0,,-0.083,-3066.0,498.0,-384.0,114.0,,0.282,-22.0,103.0,83.0,83.0,,0.294,,,,,,114.0,2018-07-01,2018-04-01
2018-04-01,FRT,1,2018,3884.0,0.165,-0.016,-3396.0,488.0,-400.0,89.0,0.437,-0.351,-22.0,80.0,64.0,64.0,0.318,-0.443,,,,,,89.0,2018-04-01,2018-01-01
2018-01-01,FRT,4,2017,3949.0,,,-3395.0,554.0,-417.0,137.0,,,-12.0,144.0,115.0,115.0,,,,,,,,,2018-01-01,2017-10-01
2017-04-01,FRT,1,2017,3333.0,,,-2920.0,413.0,-351.0,62.0,,,-29.0,61.0,48.0,48.0,,,,,,,,,2017-04-01,2017-01-01
