index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,VJC,4,2024,19797.0,0.053,0.09,-18787.0,1010.0,-1153.0,-142.0,,,-826.0,108.0,21.0,23.0,-0.815,-0.959,,,,,,-9.0,2025-01-01,2024-10-01
2024-10-01,VJC,3,2024,18164.0,0.276,0.119,-15962.0,2202.0,-678.0,1524.0,2.466,1.06,-717.0,760.0,571.0,572.0,3.23,0.94,,,,,,1663.0,2024-10-01,2024-07-01
2024-07-01,VJC,2,2024,16238.0,-0.022,-0.087,-14229.0,2009.0,-1269.0,740.0,10.536,-0.176,-710.0,324.0,295.0,295.0,,-0.45,,,,,,889.0,2024-07-01,2024-04-01
2024-04-01,VJC,1,2024,17792.0,0.379,-0.053,-16047.0,1745.0,-847.0,898.0,0.849,,-719.0,676.0,539.0,536.0,2.114,3.25,,,,,,1091.0,2024-04-01,2024-01-01
2024-01-01,VJC,4,2023,18797.0,0.592,0.321,-18899.0,-102.0,-1318.0,-1420.0,,,-619.0,277.0,152.0,126.0,,-0.066,,,,,,-1285.0,2024-01-01,2023-10-01
2023-10-01,VJC,3,2023,14235.0,0.227,-0.143,-12994.0,1241.0,-801.0,440.0,4.359,5.856,-485.0,199.0,55.0,135.0,2.324,,,,,,,542.0,2023-10-01,2023-07-01
2023-07-01,VJC,2,2023,16605.0,0.455,0.287,-15889.0,717.0,-652.0,64.0,-0.949,-0.868,-394.0,3.0,-36.0,-37.0,,,,,,,,164.0,2023-07-01,2023-04-01
2023-04-01,VJC,1,2023,12898.0,1.852,0.092,-11836.0,1062.0,-576.0,486.0,,,-375.0,243.0,173.0,172.0,-0.295,,,,,,,580.0,2023-04-01,2023-01-01
2023-01-01,VJC,4,2022,11807.0,3.234,0.018,-15650.0,-3843.0,-614.0,-4457.0,,,-409.0,-2127.0,-2359.0,-2356.0,,,,,,,,-4450.0,2023-01-01,2022-10-01
2022-10-01,VJC,3,2022,11600.0,3.371,0.016,-11237.0,364.0,-282.0,82.0,-0.783,-0.934,-259.0,44.0,43.0,41.0,-0.442,,,,,,,116.0,2022-10-01,2022-07-01
2022-07-01,VJC,2,2022,11412.0,2.254,1.524,-9843.0,1569.0,-322.0,1247.0,,,-353.0,14.0,-99.0,-101.0,,,,,,,,1013.0,2022-07-01,2022-04-01
2022-04-01,VJC,1,2022,4522.0,0.117,0.622,-4779.0,-257.0,-247.0,-504.0,,,-339.0,250.0,244.0,244.0,0.965,,,,,,,-231.0,2022-04-01,2022-01-01
