index,ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda,date,start_date
2025-01-01,SAB,4,2024,8933.0,0.048,0.165,-6433.0,2499.0,-1659.0,840.0,-0.07,-0.292,-5.0,1239.0,991.0,965.0,0.02,-0.137,,,,,,977.0,2025-01-01,2024-10-01
2024-10-01,SAB,3,2024,7670.0,0.034,-0.051,-5392.0,2278.0,-1092.0,1186.0,0.294,-0.129,-6.0,1471.0,1161.0,1119.0,0.072,-0.103,,,,,,1323.0,2024-10-01,2024-07-01
2024-07-01,SAB,2,2024,8086.0,-0.027,0.126,-5646.0,2440.0,-1079.0,1362.0,0.215,0.297,-8.0,1634.0,1319.0,1248.0,0.077,0.252,,,,,,1499.0,2024-07-01,2024-04-01
2024-04-01,SAB,1,2024,7184.0,0.156,-0.157,-5083.0,2100.0,-1051.0,1050.0,0.205,0.162,-9.0,1303.0,1024.0,997.0,0.031,0.053,,,,,,1187.0,2024-04-01,2024-01-01
2024-01-01,SAB,4,2023,8520.0,-0.15,0.149,-6065.0,2456.0,-1553.0,903.0,-0.098,-0.014,-8.0,1249.0,967.0,947.0,-0.093,-0.094,,,,,,1053.0,2024-01-01,2023-10-01
2023-10-01,SAB,3,2023,7415.0,-0.141,-0.108,-5182.0,2233.0,-1317.0,916.0,-0.312,-0.182,-11.0,1345.0,1074.0,1044.0,-0.222,-0.099,,,,,,1056.0,2023-10-01,2023-07-01
2023-07-01,SAB,2,2023,8312.0,-0.077,0.338,-5824.0,2488.0,-1367.0,1121.0,-0.413,0.286,-14.0,1524.0,1210.0,1159.0,-0.305,0.198,,,,,,1261.0,2023-07-01,2023-04-01
2023-04-01,SAB,1,2023,6214.0,-0.15,-0.38,-4299.0,1915.0,-1044.0,871.0,-0.307,-0.129,-18.0,1252.0,1004.0,967.0,-0.174,-0.073,,,,,,1012.0,2023-04-01,2023-01-01
2023-01-01,SAB,4,2022,10029.0,0.114,0.161,-7216.0,2814.0,-1813.0,1001.0,-0.272,-0.248,-14.0,1360.0,1076.0,1043.0,-0.206,-0.223,,,,,,1141.0,2023-01-01,2022-10-01
2022-10-01,SAB,3,2022,8635.0,1.016,-0.041,-5941.0,2694.0,-1363.0,1331.0,2.56,-0.303,-11.0,1717.0,1395.0,1342.0,2.023,-0.195,,,,,,1473.0,2022-10-01,2022-07-01
2022-07-01,SAB,2,2022,9008.0,0.247,0.233,-5923.0,3086.0,-1177.0,1909.0,0.79,0.519,-10.0,2205.0,1793.0,1668.0,0.67,0.425,,,,,,2052.0,2022-07-01,2022-04-01
2022-04-01,SAB,1,2022,7306.0,0.247,-0.189,-5129.0,2177.0,-920.0,1257.0,0.806,-0.085,-11.0,1532.0,1236.0,1171.0,0.271,-0.109,,,,,,1392.0,2022-04-01,2022-01-01
2022-01-01,SAB,4,2021,9004.0,0.145,1.103,-6512.0,2492.0,-1118.0,1374.0,-0.127,2.675,-11.0,1723.0,1400.0,1314.0,-0.104,1.959,,,,,,1511.0,2022-01-01,2021-10-01
2021-10-01,SAB,3,2021,4282.0,-0.468,-0.407,-3141.0,1142.0,-768.0,374.0,-0.753,-0.649,-11.0,599.0,472.0,444.0,-0.681,-0.555,,,,,,513.0,2021-10-01,2021-07-01
2021-07-01,SAB,2,2021,7226.0,0.013,0.233,-4963.0,2263.0,-1197.0,1066.0,-0.112,0.532,-41.0,1304.0,1071.0,999.0,-0.142,0.085,,,,,,1204.0,2021-07-01,2021-04-01
2021-04-01,SAB,1,2021,5861.0,0.194,-0.255,-4150.0,1712.0,-1016.0,696.0,0.068,-0.558,14.0,1231.0,986.0,921.0,0.315,-0.372,,,,,,840.0,2021-04-01,2021-01-01
2021-01-01,SAB,4,2020,7865.0,-0.192,-0.023,-5397.0,2468.0,-894.0,1574.0,0.398,0.04,-16.0,1872.0,1534.0,1466.0,0.454,0.052,,,,,,1725.0,2021-01-01,2020-10-01
2020-10-01,SAB,3,2020,8052.0,-0.174,0.129,-5580.0,2472.0,-959.0,1513.0,0.041,0.26,-13.0,1822.0,1470.0,1393.0,0.005,0.196,,,,,,1661.0,2020-10-01,2020-07-01
2020-07-01,SAB,2,2020,7135.0,-0.215,0.454,-4928.0,2207.0,-1006.0,1201.0,-0.243,0.843,-17.0,1473.0,1216.0,1164.0,-0.19,0.663,,,,,,1347.0,2020-07-01,2020-04-01
2020-04-01,SAB,1,2020,4909.0,-0.474,-0.495,-3556.0,1353.0,-702.0,652.0,-0.511,-0.421,-18.0,945.0,717.0,700.0,-0.426,-0.306,,,,,,800.0,2020-04-01,2020-01-01
2020-01-01,SAB,4,2019,9729.0,-0.065,-0.002,-7182.0,2547.0,-1421.0,1126.0,0.252,-0.225,-18.0,1429.0,1091.0,1008.0,0.168,-0.273,,,,,,1296.0,2020-01-01,2019-10-01
2019-10-01,SAB,3,2019,9745.0,0.138,0.072,-7347.0,2399.0,-945.0,1454.0,0.435,-0.083,-6.0,1801.0,1459.0,1386.0,0.422,-0.036,,,,,,1613.0,2019-10-01,2019-07-01
2019-07-01,SAB,2,2019,9088.0,-0.009,-0.027,-6674.0,2414.0,-827.0,1586.0,0.205,0.19,-6.0,1872.0,1530.0,1438.0,0.175,0.178,,,,,,1745.0,2019-07-01,2019-04-01
2019-04-01,SAB,1,2019,9337.0,0.196,-0.103,-7146.0,2191.0,-858.0,1333.0,0.136,0.482,-8.0,1584.0,1290.0,1221.0,0.096,0.414,,,,,,1492.0,2019-04-01,2019-01-01
2019-01-01,SAB,4,2018,10406.0,-0.009,0.215,-8222.0,2184.0,-1284.0,900.0,-0.249,-0.112,-8.0,1133.0,919.0,863.0,-0.263,-0.115,,,,,,1061.0,2019-01-01,2018-10-01
2018-10-01,SAB,3,2018,8563.0,0.063,-0.066,-6703.0,1860.0,-847.0,1013.0,-0.169,-0.23,-9.0,1276.0,1035.0,975.0,-0.112,-0.203,,,,,,1172.0,2018-10-01,2018-07-01
2018-07-01,SAB,2,2018,9170.0,0.121,0.174,-7073.0,2096.0,-781.0,1316.0,-0.08,0.121,-8.0,1570.0,1291.0,1223.0,-0.07,0.099,,,,,,1473.0,2018-07-01,2018-04-01
2018-04-01,SAB,1,2018,7810.0,0.046,-0.256,-5866.0,1944.0,-771.0,1173.0,-0.078,-0.02,-10.0,1409.0,1156.0,1114.0,-0.012,-0.049,,,,,,1330.0,2018-04-01,2018-01-01
2018-01-01,SAB,4,2017,10496.0,0.188,0.303,-8040.0,2456.0,-1259.0,1197.0,0.416,-0.017,-9.0,1553.0,1230.0,1171.0,0.263,0.067,,,,,,1366.0,2018-01-01,2017-10-01
2017-10-01,SAB,3,2017,8055.0,0.139,-0.015,-5930.0,2125.0,-907.0,1219.0,0.089,-0.147,-11.0,1411.0,1152.0,1098.0,-0.106,-0.165,,,,,,1368.0,2017-10-01,2017-07-01
2017-07-01,SAB,2,2017,8178.0,0.075,0.096,-6010.0,2168.0,-739.0,1430.0,-0.046,0.123,-13.0,1665.0,1379.0,1315.0,-0.04,0.167,,,,,,1587.0,2017-07-01,2017-04-01
2017-04-01,SAB,1,2017,7465.0,0.047,-0.155,-5349.0,2116.0,-843.0,1273.0,0.121,0.505,-11.0,1448.0,1188.0,1127.0,0.187,0.215,,,,,,1430.0,2017-04-01,2017-01-01
2017-01-01,SAB,4,2016,8834.0,1.783,0.249,-6575.0,2258.0,-1412.0,846.0,0.657,-0.244,-19.0,1196.0,997.0,927.0,0.802,-0.245,,,,,,846.0,2017-01-01,2016-10-01
2016-10-01,SAB,3,2016,7073.0,-0.27,-0.07,-5119.0,1954.0,-835.0,1119.0,-0.04,-0.253,-62.0,1526.0,1273.0,1228.0,0.175,-0.104,,,,,,1274.0,2016-10-01,2016-07-01
2016-07-01,SAB,2,2016,7605.0,-0.11,0.067,-5451.0,2154.0,-655.0,1499.0,0.592,0.32,-31.0,1759.0,1402.0,1370.0,0.53,0.444,,,,,,1677.0,2016-07-01,2016-04-01
