,TradingDate,BaseStockCode,BaseClosePrice,BaseColorID,ClosePrice,ColorID,StatusID,FirstTradingDate,DueDate,ExercisePrice,ConversionRate,RemainDays,AnnualizedSigma,PriceOfCall,PriceOfPut,ticker
88,2020-06-23 17:00:00,FPT,47200,-1,1670,-1,2,2020-06-15 17:00:00,2020-10-28 17:00:00,56000,5,127,0.2979,178.2718,1764.2733,CFPT2006
89,2020-06-22 17:00:00,FPT,47550,1,1700,1,2,2020-06-15 17:00:00,2020-10-28 17:00:00,56000,5,128,0.2992,197.5681,1712.2106,CFPT2006
90,2020-06-21 17:00:00,FPT,47000,0,1670,1,2,2020-06-15 17:00:00,2020-10-28 17:00:00,56000,5,129,0.29910000000000003,175.8798,1799.1631,CFPT2006
91,2020-06-18 17:00:00,FPT,47000,1,1660,1,2,2020-06-15 17:00:00,2020-10-28 17:00:00,56000,5,132,0.29910000000000003,181.8277,1801.0347,CFPT2006
92,2020-06-17 17:00:00,FPT,46600,1,1590,-1,2,2020-06-15 17:00:00,2020-10-28 17:00:00,56000,5,133,0.2994,167.9924,1865.8408,CFPT2006
93,2020-06-16 17:00:00,FPT,46350,-1,1620,1,2,2020-06-15 17:00:00,2020-10-28 17:00:00,56000,5,134,0.2997,160.6258,1907.1159,CFPT2006
94,2020-06-15 17:00:00,FPT,46600,1,1610,1,2,2020-06-15 17:00:00,2020-10-28 17:00:00,56000,5,135,0.29960000000000003,172.0822,1867.214,CFPT2006
0,2020-10-20 17:00:00,FPT,52800,-1,2050,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,2,0.3007,0.3186,637.5575,CFPT2007
1,2020-10-19 17:00:00,FPT,53200,-1,2140,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,3,0.30060000000000003,3.5582,559.4166,CFPT2007
2,2020-10-18 17:00:00,FPT,53300,1,2150,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,4,0.3008,8.889100000000001,543.3676,CFPT2007
3,2020-10-15 17:00:00,FPT,53200,1,2100,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,7,0.3008,24.8733,575.2118,CFPT2007
4,2020-10-14 17:00:00,FPT,51200,1,1700,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,8,0.2987,3.9499,952.9092,CFPT2007
5,2020-10-13 17:00:00,FPT,51000,1,1700,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,9,0.2987,4.5734,992.1531,CFPT2007
6,2020-10-12 17:00:00,FPT,50700,-1,1670,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,10,0.2987,4.6057,1050.8062,CFPT2007
7,2020-10-11 17:00:00,FPT,50900,1,1690,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,11,0.2994,7.642,1012.4638,CFPT2007
8,2020-10-08 17:00:00,FPT,50800,-1,1710,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,14,0.2994,13.3346,1034.0199,CFPT2007
9,2020-10-07 17:00:00,FPT,51100,1,1800,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,15,0.2993,19.7916,979.0988,CFPT2007
10,2020-10-06 17:00:00,FPT,50400,-1,1650,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,16,0.29910000000000003,13.5557,1111.4846,CFPT2007
11,2020-10-05 17:00:00,FPT,50500,0,1680,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,17,0.2992,17.0029,1093.5537,CFPT2007
12,2020-10-04 17:00:00,FPT,50500,1,1650,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,18,0.30010000000000003,19.7236,1094.8964,CFPT2007
13,2020-10-01 17:00:00,FPT,50300,-1,1640,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,21,0.3002,24.5114,1135.5518,CFPT2007
14,2020-09-30 17:00:00,FPT,50800,1,1640,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,22,0.3,36.4044,1046.0679,CFPT2007
15,2020-09-29 17:00:00,FPT,50000,-1,1650,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,23,0.3005,25.004,1193.2904,CFPT2007
16,2020-09-28 17:00:00,FPT,50200,-1,1670,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,24,0.3008,30.9858,1157.8952,CFPT2007
17,2020-09-27 17:00:00,FPT,51100,1,1770,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,25,0.3005,54.2967,999.8294,CFPT2007
18,2020-09-24 17:00:00,FPT,50800,1,1750,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,28,0.3008,56.9072,1058.311,CFPT2007
19,2020-09-23 17:00:00,FPT,50500,-1,1750,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,29,0.3008,52.2885,1112.3162,CFPT2007
20,2020-09-22 17:00:00,FPT,51100,-1,1800,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,30,0.3013,73.5568,1012.209,CFPT2007
21,2020-09-21 17:00:00,FPT,51300,1,1800,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,31,0.3013,84.3371,981.6135,CFPT2007
22,2020-09-20 17:00:00,FPT,51200,0,1800,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,32,0.3027,85.803,1001.7038,CFPT2007
23,2020-09-17 17:00:00,FPT,51200,1,1820,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,35,0.3028,97.7157,1009.4912,CFPT2007
24,2020-09-16 17:00:00,FPT,50000,-1,1680,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,36,0.3029,62.1492,1212.5498,CFPT2007
25,2020-09-15 17:00:00,FPT,50500,1,1680,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,37,0.3034,80.6389,1129.6653,CFPT2007
26,2020-09-14 17:00:00,FPT,50000,1,1610,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,38,0.3033,68.4657,1216.1175,CFPT2007
27,2020-09-13 17:00:00,FPT,49300,1,1540,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,39,0.3034,53.2072,1339.4846,CFPT2007
28,2020-09-10 17:00:00,FPT,49150,-1,1500,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,42,0.3034,57.2727,1369.4283,CFPT2007
29,2020-09-09 17:00:00,FPT,49200,0,1550,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,43,0.30660000000000004,63.2919,1364.0738,CFPT2007
30,2020-09-08 17:00:00,FPT,49200,-1,1580,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,44,0.30660000000000004,65.9382,1365.347,CFPT2007
31,2020-09-07 17:00:00,FPT,49500,1,1580,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,45,0.3065,76.9907,1315.0261,CFPT2007
32,2020-09-06 17:00:00,FPT,48500,-1,1600,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,46,0.3063,53.7081,1490.3702,CFPT2007
33,2020-09-03 17:00:00,FPT,50000,-1,1680,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,49,0.3048,103.979,1236.5229,CFPT2007
34,2020-09-02 17:00:00,FPT,50400,1,1750,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,50,0.3049,122.752,1173.9234,CFPT2007
35,2020-08-31 17:00:00,FPT,49900,1,1800,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,52,0.3049,109.8267,1258.254,CFPT2007
36,2020-08-30 17:00:00,FPT,49500,-1,1670,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,53,0.305,98.7215,1325.7768,CFPT2007
37,2020-08-27 17:00:00,FPT,49900,1,1820,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,56,0.305,122.3981,1265.3387,CFPT2007
38,2020-08-26 17:00:00,FPT,49850,1,1720,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,57,0.3052,123.7552,1275.3245,CFPT2007
39,2020-08-25 17:00:00,FPT,48400,-1,1520,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,58,0.30410000000000004,77.2366,1517.4346,CFPT2007
40,2020-08-24 17:00:00,FPT,48850,1,1520,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,59,0.3044,93.2334,1442.0609,CFPT2007
41,2020-08-23 17:00:00,FPT,48450,1,1520,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,60,0.30460000000000004,83.8026,1511.2593,CFPT2007
42,2020-08-20 17:00:00,FPT,47400,1,1350,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,63,0.305,63.4434,1696.789,CFPT2007
43,2020-08-19 17:00:00,FPT,47050,1,1310,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,64,0.30510000000000004,57.656,1759.6314,CFPT2007
44,2020-08-18 17:00:00,FPT,46850,0,1300,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,65,0.3052,55.3284,1795.9337,CFPT2007
45,2020-08-17 17:00:00,FPT,46850,-1,1300,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,66,0.30670000000000003,58.1437,1797.3797,CFPT2007
46,2020-08-16 17:00:00,FPT,47000,1,1280,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,67,0.30670000000000003,63.212,1771.0783,CFPT2007
47,2020-08-13 17:00:00,FPT,47800,-1,1320,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,70,0.3073,90.3823,1634.141,CFPT2007
48,2020-08-12 17:00:00,FPT,47950,1,1330,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,71,0.30760000000000004,97.4136,1609.8034,CFPT2007
49,2020-08-11 17:00:00,FPT,47500,1,1290,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,72,0.3078,86.6139,1687.6348,CFPT2007
50,2020-08-10 17:00:00,FPT,47000,-1,1250,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,73,0.30760000000000004,75.2202,1774.8724,CFPT2007
51,2020-08-09 17:00:00,FPT,47200,1,1260,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,74,0.3084,83.0743,1741.3585,CFPT2007
52,2020-08-06 17:00:00,FPT,47100,1,1270,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,77,0.3088,86.7613,1760.9415,CFPT2007
53,2020-08-05 17:00:00,FPT,46800,-1,1240,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,78,0.3089,80.8171,1813.6295,CFPT2007
54,2020-08-04 17:00:00,FPT,47000,1,1270,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,79,0.3093,88.4771,1779.9219,CFPT2007
55,2020-08-03 17:00:00,FPT,46550,1,1200,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,80,0.30920000000000003,78.4465,1858.5238,CFPT2007
56,2020-08-02 17:00:00,FPT,45900,1,1100,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,81,0.3089,64.7698,1973.4803,CFPT2007
57,2020-07-30 17:00:00,FPT,44500,-1,1060,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,84,0.3075,42.3151,2226.9251,CFPT2007
58,2020-07-29 17:00:00,FPT,45150,1,1130,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,85,0.30710000000000004,54.3123,2107.5556,CFPT2007
59,2020-07-28 17:00:00,FPT,44550,-1,1030,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,86,0.30710000000000004,45.2235,2217.1003,CFPT2007
60,2020-07-27 17:00:00,FPT,45700,1,1150,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,87,0.3065,67.9314,2008.4419,CFPT2007
61,2020-07-26 17:00:00,FPT,43700,-1,1100,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,88,0.30310000000000004,32.9797,2372.1246,CFPT2007
62,2020-07-23 17:00:00,FPT,45900,-1,1350,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,91,0.2993,72.4863,1967.5338,CFPT2007
63,2020-07-22 17:00:00,FPT,47750,1,1510,1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,92,0.29660000000000003,124.9977,1648.6802,CFPT2007
64,2020-07-21 17:00:00,FPT,47400,-1,1500,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,93,0.29660000000000003,115.1514,1707.4686,CFPT2007
65,2020-07-20 17:00:00,FPT,47800,1,1540,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,94,0.29660000000000003,131.0623,1642.0143,CFPT2007
66,2020-07-19 17:00:00,FPT,47400,-1,1580,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,95,0.29650000000000004,119.0664,1708.654,CFPT2007
67,2020-07-16 17:00:00,FPT,48100,-1,1690,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,98,0.2975,152.5056,1597.9993,CFPT2007
68,2020-07-15 17:00:00,FPT,48600,0,1700,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,99,0.2974,175.7111,1519.841,CFPT2007
69,2020-07-14 17:00:00,FPT,48600,1,1730,0,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,100,0.2974,178.1349,1520.9007,CFPT2007
70,2020-07-13 17:00:00,FPT,48550,-1,1730,-1,2,2020-07-13 17:00:00,2020-10-22 17:00:00,56000,5,101,0.2974,178.3299,1529.7317,CFPT2007
0,2021-01-11 17:00:00,FPT,65800,1,3490,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,2,0.2997,1962.7611,0.0,CFPT2008
1,2021-01-10 17:00:00,FPT,64700,1,3400,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,3,0.2994,1744.1416,0.0,CFPT2008
2,2021-01-07 17:00:00,FPT,63300,1,3320,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,6,0.2987,1468.3597,0.078,CFPT2008
3,2021-01-06 17:00:00,FPT,62500,1,3100,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,7,0.2987,1310.2179,0.5564,CFPT2008
4,2021-01-05 17:00:00,FPT,62400,-1,3200,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,8,0.2997,1292.2141,1.1734,CFPT2008
5,2021-01-04 17:00:00,FPT,62700,1,3220,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,9,0.30010000000000003,1353.8277,1.4075,CFPT2008
6,2021-01-03 17:00:00,FPT,60200,1,2660,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,10,0.29760000000000003,870.7138,16.9143,CFPT2008
7,2020-12-30 17:00:00,FPT,59100,1,2400,0,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,14,0.2977,699.9351,60.6204,CFPT2008
8,2020-12-29 17:00:00,FPT,58100,-1,2400,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,15,0.2973,548.48,107.7872,CFPT2008
9,2020-12-28 17:00:00,FPT,58600,1,2390,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,16,0.2972,633.2602,91.1891,CFPT2008
10,2020-12-27 17:00:00,FPT,57900,1,2290,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,17,0.2974,535.8244,132.3752,CFPT2008
11,2020-12-24 17:00:00,FPT,57600,1,2180,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,20,0.2974,518.1336,170.5515,CFPT2008
12,2020-12-23 17:00:00,FPT,57000,-1,2240,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,21,0.2972,447.461,218.5014,CFPT2008
13,2020-12-22 17:00:00,FPT,57500,-1,2310,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,22,0.2977,520.6638,190.3273,CFPT2008
14,2020-12-21 17:00:00,FPT,58100,1,2340,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,23,0.2975,611.0971,159.3835,CFPT2008
15,2020-12-20 17:00:00,FPT,57500,1,2160,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,24,0.2975,535.685,202.5944,CFPT2008
16,2020-12-17 17:00:00,FPT,56900,1,2020,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,27,0.2975,481.4222,264.2023,CFPT2008
17,2020-12-16 17:00:00,FPT,56500,-1,2000,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,28,0.2975,441.2333,302.6371,CFPT2008
18,2020-12-15 17:00:00,FPT,57100,1,2150,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,29,0.2973,520.151,260.1787,CFPT2008
19,2020-12-14 17:00:00,FPT,56700,-1,2090,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,30,0.2979,479.2375,297.8897,CFPT2008
20,2020-12-13 17:00:00,FPT,57200,1,2160,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,31,0.298,547.3645,264.641,CFPT2008
21,2020-12-10 17:00:00,FPT,57000,1,2060,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,34,0.298,542.5418,295.6924,CFPT2008
22,2020-12-09 17:00:00,FPT,56500,-1,2120,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,35,0.298,489.6796,341.4551,CFPT2008
23,2020-12-08 17:00:00,FPT,57500,1,2220,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,36,0.2979,618.3156,268.7162,CFPT2008
24,2020-12-07 17:00:00,FPT,56200,1,2000,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,37,0.29710000000000003,467.4079,376.4343,CFPT2008
25,2020-12-06 17:00:00,FPT,55700,0,1920,0,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,38,0.29700000000000004,420.0682,427.7199,CFPT2008
26,2020-12-03 17:00:00,FPT,55700,1,1920,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,41,0.29700000000000004,438.2769,441.8064,CFPT2008
27,2020-12-02 17:00:00,FPT,55600,0,1900,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,42,0.2972,434.1993,456.3549,CFPT2008
28,2020-12-01 17:00:00,FPT,55600,1,1890,0,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,43,0.29760000000000003,440.6616,461.4435,CFPT2008
29,2020-11-30 17:00:00,FPT,55200,-1,1890,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,44,0.2975,406.3427,505.7515,CFPT2008
30,2020-11-29 17:00:00,FPT,55400,-1,1930,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,45,0.2993,434.5292,492.5646,CFPT2008
31,2020-11-26 17:00:00,FPT,56200,1,2050,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,48,0.299,535.7057,429.6224,CFPT2008
32,2020-11-25 17:00:00,FPT,55700,1,1970,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,49,0.2994,487.9229,480.4669,CFPT2008
33,2020-11-24 17:00:00,FPT,55200,-1,1950,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,50,0.2993,442.4366,533.608,CFPT2008
34,2020-11-23 17:00:00,FPT,55600,-1,1970,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,51,0.2993,488.2878,498.0868,CFPT2008
35,2020-11-22 17:00:00,FPT,55900,1,2040,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,52,0.2994,525.5924,474.0197,CFPT2008
36,2020-11-19 17:00:00,FPT,55200,1,1910,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,55,0.2992,468.7023,553.0145,CFPT2008
37,2020-11-18 17:00:00,FPT,55100,1,1900,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,56,0.29960000000000003,464.6553,567.5959,CFPT2008
38,2020-11-17 17:00:00,FPT,54000,0,1700,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,57,0.30010000000000003,369.7963,691.3656,CFPT2008
39,2020-11-16 17:00:00,FPT,54000,1,1720,0,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,58,0.3004,375.113,695.311,CFPT2008
40,2020-11-15 17:00:00,FPT,53300,-1,1720,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,59,0.3007,323.5173,782.3448,CFPT2008
41,2020-11-12 17:00:00,FPT,53800,1,1700,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,62,0.30060000000000003,377.376,732.0914,CFPT2008
42,2020-11-11 17:00:00,FPT,53500,1,1650,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,63,0.3028,361.0041,774.3497,CFPT2008
43,2020-11-10 17:00:00,FPT,53000,0,1590,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,64,0.3028,326.3658,838.3411,CFPT2008
44,2020-11-09 17:00:00,FPT,53000,-1,1650,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,65,0.3032,331.381,841.9863,CFPT2008
45,2020-11-08 17:00:00,FPT,53400,1,1670,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,66,0.3032,367.0625,796.2985,CFPT2008
46,2020-11-05 17:00:00,FPT,52400,1,1560,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,69,0.30260000000000004,303.2436,928.371,CFPT2008
47,2020-11-04 17:00:00,FPT,52000,-1,1600,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,70,0.3025,279.6561,983.4148,CFPT2008
48,2020-11-03 17:00:00,FPT,53000,1,1640,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,71,0.302,354.8202,857.2099,CFPT2008
49,2020-11-02 17:00:00,FPT,52800,1,1620,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,72,0.302,343.6364,884.6573,CFPT2008
50,2020-11-01 17:00:00,FPT,51700,1,1440,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,73,0.3022,270.94,1030.5922,CFPT2008
51,2020-10-29 17:00:00,FPT,51500,1,1400,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,76,0.3023,269.3292,1064.877,CFPT2008
52,2020-10-28 17:00:00,FPT,50900,1,1380,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,77,0.30210000000000004,236.1854,1150.3657,CFPT2008
53,2020-10-27 17:00:00,FPT,50700,-1,1300,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,78,0.30210000000000004,228.1403,1180.9527,CFPT2008
54,2020-10-26 17:00:00,FPT,52100,-1,1600,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,79,0.3009,318.0455,989.4903,CFPT2008
55,2020-10-25 17:00:00,FPT,52800,-1,1730,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,80,0.30060000000000003,373.1328,903.2101,CFPT2008
56,2020-10-22 17:00:00,FPT,53900,-1,1860,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,83,0.2999,476.0187,781.995,CFPT2008
57,2020-10-21 17:00:00,FPT,54000,1,1850,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,84,0.3015,492.4175,777.0275,CFPT2008
58,2020-10-20 17:00:00,FPT,52800,-1,1700,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,85,0.3007,392.7043,915.9477,CFPT2008
59,2020-10-19 17:00:00,FPT,53200,-1,1730,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,86,0.30060000000000003,428.8536,870.7305,CFPT2008
60,2020-10-18 17:00:00,FPT,53300,1,1760,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,87,0.3008,441.5617,862.0722,CFPT2008
61,2020-10-15 17:00:00,FPT,53200,1,1770,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,90,0.3008,444.7537,881.1668,CFPT2008
62,2020-10-14 17:00:00,FPT,51200,1,1450,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,91,0.2987,295.5285,1130.576,CFPT2008
63,2020-10-13 17:00:00,FPT,51000,1,1460,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,92,0.2987,286.0121,1159.6946,CFPT2008
64,2020-10-12 17:00:00,FPT,50700,-1,1410,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,93,0.2987,270.6413,1202.9585,CFPT2008
65,2020-10-11 17:00:00,FPT,50900,1,1440,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,94,0.2994,287.3895,1178.3416,CFPT2008
66,2020-10-08 17:00:00,FPT,50800,-1,1460,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,97,0.2994,290.5793,1197.4375,CFPT2008
67,2020-10-07 17:00:00,FPT,51100,1,1490,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,98,0.2993,312.8417,1158.3354,CFPT2008
68,2020-10-06 17:00:00,FPT,50400,-1,1390,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,99,0.29910000000000003,271.672,1255.8019,CFPT2008
69,2020-10-05 17:00:00,FPT,50500,0,1420,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,100,0.2992,280.888,1243.6539,CFPT2008
70,2020-10-04 17:00:00,FPT,50500,1,1410,0,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,101,0.30010000000000003,285.5606,1246.9625,CFPT2008
71,2020-10-01 17:00:00,FPT,50300,-1,1410,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,104,0.3002,282.5311,1279.8426,CFPT2008
72,2020-09-30 17:00:00,FPT,50800,1,1450,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,105,0.3,316.5076,1212.4558,CFPT2008
73,2020-09-29 17:00:00,FPT,50000,-1,1380,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,106,0.3005,271.0738,1325.6594,CFPT2008
74,2020-09-28 17:00:00,FPT,50200,-1,1460,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,107,0.3008,286.3883,1299.611,CFPT2008
75,2020-09-27 17:00:00,FPT,51100,1,1550,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,108,0.3005,346.8239,1178.6838,CFPT2008
76,2020-09-24 17:00:00,FPT,50800,1,1520,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,111,0.3008,336.3895,1224.1626,CFPT2008
77,2020-09-23 17:00:00,FPT,50500,-1,1510,-1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,112,0.3008,319.7421,1266.1531,CFPT2008
78,2020-09-22 17:00:00,FPT,51100,-1,1590,1,2,2020-08-09 17:00:00,2021-01-13 17:00:00,56000,5,113,0.3013,364.0034,1189.0524,CFPT2008
