date,open,close,high,low,volume,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
2018-03-12,49891.27777777778,49772.72222222222,50489.11111111111,49426.5,4096082.3333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,49816.833333333336,49772.666666666664,50312.444444444445,48870.22222222222,3666837.388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,49826.72222222222,49969.333333333336,50573.444444444445,49248.555555555555,5141177.277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,49793.72222222222,49842.833333333336,50479.72222222222,49071.444444444445,4518256.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,50216.11111111111,50599.5,51144.0,49481.27777777778,6289104.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,50848.055555555555,51132.0,51846.333333333336,50252.833333333336,4775523.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,50803.833333333336,51153.055555555555,51883.555555555555,50412.833333333336,3963164.388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,51425.61111111111,51594.88888888889,52164.944444444445,50940.38888888889,4307176.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,51947.944444444445,52229.0,52948.833333333336,51404.555555555555,4506479.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,50905.666666666664,51615.444444444445,52119.61111111111,50347.11111111111,5874918.055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,51527.38888888889,53206.944444444445,53800.833333333336,51343.22222222222,3876081.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,53965.11111111111,53305.27777777778,54706.88888888889,52831.333333333336,3590500.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,53224.833333333336,53360.88888888889,53880.166666666664,52580.11111111111,2293009.1666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,53540.555555555555,53003.72222222222,53822.61111111111,52701.166666666664,2140523.5555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,53002.61111111111,53494.833333333336,53958.833333333336,52378.77777777778,2520052.8333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,,,,,,,,11.563636363636364,,0.23361111111111107,0.08605555555555555,17.11111111111111,71.33333333333333,5761.0,62.65555555555555,2976.277777777778,13035.5,0.028999999999999998,0.23385714285714285,0.018000000000000006,0.8828571428571428,0.045428571428571436,0.2916666666666666,0.09342857142857143,0.4588571428571429,0.8111111111111112,1.8181818181818181,1.4909090909090912,0.09638888888888891,8078.727272727273,0.29979999999999996,0.18880000000000002,0.1468,0.609090909090909,0.21818181818181823,1.6818181818181819,52.063636363636355,8.661111111111111,8055.909090909091,0.2793636363636364,0.07227272727272728,62.666666666666664,63.15,-0.7084545454545453,1.2454545454545454,1.427272727272727,0.18880000000000002,0.8454545454545456,0.4332857142857143,0.2894285714285714,0.7202857142857143,0.6655714285714286,0.8747142857142858,0.8337142857142857,0.01185714285714286,0.296,7.394444444444446,0.011285714285714286,0.0399090909090909,0.06272222222222223,0.18
2018-04-02,53883.22222222222,54430.61111111111,55214.055555555555,53346.166666666664,3796921.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,54711.166666666664,53805.055555555555,54981.333333333336,53246.77777777778,4151760.722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,54043.27777777778,53694.88888888889,54971.555555555555,53141.11111111111,3094479.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,54029.11111111111,53933.27777777778,54846.77777777778,53139.833333333336,2732507.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,53951.166666666664,53960.22222222222,54885.555555555555,53419.22222222222,4330931.722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,53994.38888888889,54089.833333333336,54797.88888888889,53288.61111111111,5369295.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,54295.88888888889,53999.27777777778,55014.72222222222,53417.055555555555,4836165.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11,54191.88888888889,52722.38888888889,54746.77777777778,51965.055555555555,5364843.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,52543.166666666664,53024.61111111111,53413.38888888889,51727.22222222222,3686719.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,53252.944444444445,52526.666666666664,53623.333333333336,52169.88888888889,3577735.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,52630.944444444445,52298.77777777778,53105.944444444445,51689.333333333336,2512215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,52389.0,52483.38888888889,53054.666666666664,51631.055555555555,2535148.388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,52768.77777777778,51873.5,53059.61111111111,51557.666666666664,3100859.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,51863.77777777778,49386.61111111111,52135.666666666664,49271.944444444445,4536086.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,49411.333333333336,50522.666666666664,50914.444444444445,48487.88888888889,2922577.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,50795.833333333336,49203.166666666664,51749.38888888889,49009.0,4405714.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,48827.055555555555,49513.22222222222,50311.5,47227.77777777778,3844960.9444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,49671.555555555555,47949.5,49879.72222222222,47138.944444444445,4451885.388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,47519.555555555555,47687.944444444445,48923.5,46636.333333333336,3099688.1666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,47979.666666666664,46524.666666666664,48293.5,46094.61111111111,2796497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,45958.77777777778,46273.77777777778,47116.555555555555,45022.22222222222,3903700.722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,46761.444444444445,46330.944444444445,47437.333333333336,45779.833333333336,2396015.4444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,46667.77777777778,48362.0,48451.77777777778,46290.055555555555,2963900.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,48269.27777777778,48539.444444444445,49469.5,47579.555555555555,2564971.1666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,48600.055555555555,48636.055555555555,49571.444444444445,47813.77777777778,1968318.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,48738.555555555555,47721.5,49326.11111111111,46897.61111111111,2977443.3333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-11,47634.166666666664,48184.055555555555,48503.72222222222,46610.166666666664,2655703.1666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,48499.555555555555,49511.444444444445,49717.27777777778,47883.666666666664,1770551.9444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,49917.88888888889,50066.444444444445,50970.22222222222,49308.72222222222,2172471.8333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,49791.77777777778,49178.166666666664,50194.666666666664,48522.11111111111,2007369.388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,49331.61111111111,47495.38888888889,49578.11111111111,47304.27777777778,2262772.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,47666.27777777778,48428.833333333336,48823.444444444445,46102.555555555555,2574645.3333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21,48554.166666666664,46782.11111111111,48977.11111111111,46585.77777777778,2029833.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-22,45707.77777777778,44934.666666666664,46791.11111111111,44225.0,3918059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,44537.944444444445,45564.055555555555,45988.72222222222,43942.944444444445,2560788.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24,45739.833333333336,45115.5,46157.22222222222,44222.666666666664,1780680.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25,44918.444444444445,43675.22222222222,45550.666666666664,43299.11111111111,2385791.277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,42487.0,41968.333333333336,43505.055555555555,41260.77777777778,4253489.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29,41100.666666666664,42664.833333333336,43522.72222222222,40420.555555555555,3303413.4444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,42696.166666666664,42189.0,43232.944444444445,41275.444444444445,2662109.722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,42283.77777777778,43275.38888888889,44003.833333333336,41820.88888888889,3467209.722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,43556.72222222222,44726.22222222222,44979.22222222222,43161.055555555555,3818804.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,45026.0,45906.166666666664,46168.5,44550.833333333336,3548577.4444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-05,46004.333333333336,46646.833333333336,47275.11111111111,45508.11111111111,3326995.5555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-06,46369.666666666664,47222.333333333336,47491.22222222222,45849.61111111111,3455653.277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,47386.333333333336,47385.444444444445,48050.166666666664,46699.27777777778,3277451.4444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-08,47087.22222222222,47296.944444444445,47755.72222222222,46637.833333333336,2324325.277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-11,47086.5,47422.11111111111,48169.0,46611.555555555555,2580458.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,46928.27777777778,46486.38888888889,47418.444444444445,45208.11111111111,4399347.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-13,46431.88888888889,46880.88888888889,47238.055555555555,46050.72222222222,1643891.2777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14,46736.666666666664,45960.27777777778,47252.055555555555,45786.0,2315590.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-15,45818.11111111111,45949.055555555555,46494.61111111111,45271.5,2267902.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,45894.88888888889,44581.055555555555,46325.944444444445,44208.61111111111,2777471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,44045.11111111111,43313.38888888889,44458.444444444445,41886.61111111111,5006628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,43214.38888888889,44507.555555555555,44736.333333333336,42574.38888888889,2137138.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-21,44463.11111111111,44155.77777777778,45027.444444444445,43403.833333333336,1663436.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,43915.61111111111,44936.666666666664,45235.666666666664,43434.38888888889,2006242.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,45766.0,45235.5,45962.166666666664,44863.833333333336,1804388.1666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26,44619.055555555555,44780.22222222222,45095.77777777778,43994.166666666664,1221792.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,44854.666666666664,44359.11111111111,45233.38888888889,44123.22222222222,1533205.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
