date,open,close,high,low,volume,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
2018-01-01,,,,,,,,12.39,,0.21205882352941177,0.0783529411764706,18.375,77.0,3186.8,78.85,2414.764705882353,11911.058823529413,0.027857142857142855,0.2612857142857143,0.01685714285714286,0.9072857142857141,0.045000000000000005,0.27594117647058825,0.09414285714285715,0.47300000000000003,0.7000000000000002,1.7400000000000002,1.44,0.21923529411764706,7022.1,0.31088888888888894,0.18166666666666667,0.15422222222222223,0.5800000000000001,0.2,1.75,22.41111111111111,9.176470588235293,7238.7,0.24520000000000003,0.054400000000000004,60.625,32.44444444444444,-0.3397,1.19,1.31,0.18166666666666667,1.0699999999999998,0.41271428571428564,0.1937142857142857,0.7007142857142857,0.652,0.883,0.8037142857142856,0.010857142857142859,0.3148571428571429,7.894117647058825,0.011428571428571429,0.06789999999999999,0.02323529411764706,0.19085714285714286
2018-01-02,42032.5,42572.555555555555,42916.555555555555,41677.055555555555,4509998.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,42755.38888888889,43245.444444444445,43698.88888888889,42382.055555555555,4481563.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,43312.944444444445,43710.88888888889,43971.5,43031.5,4549693.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,43724.22222222222,43365.166666666664,43958.666666666664,42997.0,4466486.055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,43305.555555555555,43631.444444444445,44014.22222222222,42796.61111111111,5296341.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,43878.72222222222,44014.666666666664,44540.77777777778,43080.88888888889,6252628.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,44030.38888888889,43940.444444444445,44625.77777777778,43509.0,6860271.388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,43915.944444444445,44525.22222222222,44830.72222222222,43534.833333333336,5330046.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,44594.944444444445,44600.833333333336,45264.27777777778,43999.0,8513508.722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,44713.944444444445,45369.333333333336,45614.5,43870.72222222222,5626144.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,45231.555555555555,45315.444444444445,45696.833333333336,44784.27777777778,5663788.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,45262.055555555555,44202.055555555555,45658.88888888889,44013.88888888889,5591000.055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,43878.88888888889,44946.0,44966.11111111111,43278.833333333336,5744760.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,45048.88888888889,45447.666666666664,46131.27777777778,44514.27777777778,5591265.277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,45746.88888888889,47283.22222222222,47518.27777777778,45492.055555555555,4924561.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,47289.22222222222,47307.166666666664,47315.77777777778,47282.22222222222,1767881.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,47315.666666666664,47306.166666666664,47318.5,47294.833333333336,1010853.3333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,48301.38888888889,48574.333333333336,49251.555555555555,47796.055555555555,9342736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,49645.11111111111,48664.5,50319.22222222222,47538.333333333336,5606292.055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,48783.72222222222,48179.666666666664,49789.72222222222,47630.166666666664,6293752.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,47740.5,48563.666666666664,48883.5,46968.0,5991536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,48539.11111111111,48424.88888888889,49763.38888888889,47710.88888888889,5837228.944444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,48519.166666666664,48072.88888888889,49069.055555555555,47323.666666666664,6281148.722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,48017.5,48378.11111111111,48823.88888888889,47136.88888888889,3866331.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,47266.0,45836.27777777778,47864.11111111111,45678.22222222222,5291817.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,43251.22222222222,44133.944444444445,44929.166666666664,42691.72222222222,9164370.666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,45179.61111111111,45286.22222222222,46169.27777777778,44370.0,4077227.388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,44921.833333333336,44680.22222222222,45924.555555555555,44048.333333333336,2372371.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,42821.72222222222,43879.666666666664,44320.5,42095.444444444445,4240324.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,44314.0,45824.77777777778,45871.333333333336,43848.61111111111,3388678.1666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,46221.22222222222,46619.11111111111,47127.27777777778,45926.11111111111,3375310.6666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-21,47163.22222222222,48090.77777777778,48702.666666666664,46743.27777777778,4707105.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,47824.333333333336,47389.72222222222,48496.5,46982.5,4942553.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,47871.61111111111,48421.38888888889,48710.22222222222,47273.38888888889,4865006.944444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,48815.0,48789.27777777778,49855.61111111111,48280.0,6465421.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,49284.38888888889,49240.833333333336,49939.833333333336,48406.38888888889,4492367.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,48837.055555555555,48955.22222222222,49690.166666666664,48234.666666666664,5679881.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,48718.555555555555,48785.11111111111,49674.5,48165.72222222222,5511565.055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,48200.77777777778,48941.055555555555,49309.77777777778,47922.22222222222,4267371.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,49267.77777777778,48321.11111111111,50418.61111111111,48072.27777777778,6095199.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,48722.22222222222,49212.944444444445,49624.166666666664,47927.833333333336,4375495.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,49209.444444444445,48779.833333333336,49912.055555555555,48088.88888888889,4571414.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,48756.5,49334.27777777778,49806.88888888889,48478.38888888889,2680637.611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,49717.11111111111,49508.166666666664,50254.88888888889,49085.72222222222,3488479.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
